fragment_smiles,occurences,example_ligands
Cc1cc(C)sn1,3184,115:11500:0:PV-001560733148;115:11500:1:PV-004000659955;115:11500:1:PV-004000659956;
C1CCCC1,206822,115:11500:0:PV-001560733148;115:11500:0:PV-003382589999;115:11500:0:PV-003382590340;
FC1(F)CC1,33584,115:11500:0:PV-001560733148;115:11500:0:PV-003382592357;115:11500:0:PV-003382599767;
C1CC2CC1CN2,22759,115:11500:0:PV-003382589992;115:11500:0:PV-003382596622;115:11500:0:PV-003382597219;
O=C1CCCCN1,22619,115:11500:0:PV-003382589992;115:11500:0:PV-001470052520;115:11500:0:PV-000603482705;
C1CC2CNCC2O1,5417,115:11500:0:PV-003382589999;115:11500:0:PV-003382604382;115:11500:0:PV-003382604383;
Cc1ccc2ccccc2n1,771,115:11500:0:PV-002839996285;115:11500:0:PV-005152644132;115:11500:3:PV-003382700289;
Cc1cc(C)nc(N)c1,30,115:11500:0:PV-002839996285;115:11500:4:PV-005153079996;115:11502:3:PV-003383278838;
CC1(C)CNCCNC1,2964,115:11500:0:PV-003382590061;115:11500:0:PV-003382590062;115:11500:0:PV-003382590064;
Cc1ccn(C)n1,13403,115:11500:0:PV-001679762542;115:11500:0:PV-003382590397;115:11500:0:PV-002839996547;
Cc1cccc(O)c1,5240,115:11500:0:PV-002839996290;115:11500:0:PV-002839996291;115:11500:0:PV-003382590185;
c1cncnc1,52014,115:11500:0:PV-002839996290;115:11500:0:PV-002839996291;115:11500:0:PV-003382591893;
C1CNC2CC2N1,4440,115:11500:0:PV-003382590113;115:11500:0:PV-003382595641;115:11500:0:PV-004000650476;
c1cn[nH]c1,187727,115:11500:0:PV-003382590113;115:11500:0:PV-003382590232;115:11500:0:PV-000348697864;
c1ccoc1,111290,115:11500:0:PV-003382590113;115:11500:0:PV-003382590706;115:11500:0:PV-003382591220;
C1CNC2(C1)CC2,9883,115:11500:0:PV-003382590125;115:11500:0:PV-003382590586;115:11500:0:PV-003382593936;
Fc1cc[nH]c1,8530,115:11500:0:PV-003382590125;115:11500:0:PV-003382598793;115:11500:0:PV-003382600460;
CC1CNC1,60344,115:11500:0:PV-003382590130;115:11500:0:PV-003382590164;115:11500:0:PV-004000648631;
c1csnn1,30299,115:11500:0:PV-003382590130;115:11500:0:PV-003382591609;115:11500:0:PV-000351047411;
O=C1CCCCCN1,2680,115:11500:0:PV-003382590130;115:11500:0:PV-002840002583;115:11500:0:PV-005152644844;
C1CCNC1,546866,115:11500:0:PV-003382590154;115:11500:0:PV-002839996359;115:11500:0:PV-002839996360;
c1cnsc1,71593,115:11500:0:PV-003382590154;115:11500:0:PV-002839996492;115:11500:0:PV-003382592103;
Cc1coc(C)c1,8216,115:11500:0:PV-003382590158;115:11500:0:PV-000260564075;115:11500:0:PV-003382599434;
CC1CCCN1,93353,115:11500:0:PV-003382590158;115:11500:0:PV-003382590232;115:11500:0:PV-000348697864;
Cn1ccnc1,38391,115:11500:0:PV-003382590158;115:11500:0:PV-003382590856;115:11500:0:PV-002839996882;
c1ccncc1,176014,115:11500:0:PV-003382590159;115:11500:0:PV-003382590160;115:11500:0:PV-002839996647;
