fragment_smiles,occurences,example_ligands
Cn1cnc2c1CCCC2,657,3:00300:0:Z5000130366;3:00300:0:Z3610273939;3:00300:0:Z5001444464;
CN1CCNCC1,11133,3:00300:0:Z4149768579;3:00300:0:Z258219722;3:00300:0:Z4150973042;
c1nc2c(s1)CCC2,2236,3:00300:0:Z3855544248;3:00300:0:Z2580747634;3:00300:2:Z4029199735;
Cc1nccc2nncn12,162,3:00300:0:Z4525958411;3:00300:0:Z2852240366;3:00300:4:Z1262408396;
C1NCC2CC12,17383,3:00300:0:Z4525958411;3:00300:0:Z4581469736;3:00300:0:Z4511245820;
CC1OCCC12CNCCO2,213,3:00300:0:Z4644017776;3:00300:5:Z1939894202;3:00300:5:Z1958399792;
CC1CCCC(F)(F)C1,883,3:00300:0:Z4313818346;3:00300:0:Z4171409185;3:00300:1:Z4318689990;
CC1CNCC(C)N1,2074,3:00300:0:Z2465307517;3:00300:0:Z4203368348;3:00300:0:Z2581345355;
NC1CCOC1,2252,3:00300:0:Z3796161622;3:00300:0:Z3700573564;3:00300:0:Z3102370762;
OC1CCOC1,8585,3:00300:0:Z3796161622;3:00300:0:Z2295347512;3:00300:0:Z2948766680;
O=C1CCCN1,46620,3:00300:0:Z1169458340;3:00300:0:Z2778966910;3:00300:0:Z2044996667;
C1CSCCN1,11408,3:00300:0:Z1169458340;3:00300:0:Z3048848412;3:00300:0:Z1275991811;
c1cc2c(cn1)CCC2,1475,3:00300:0:Z2232396916;3:00300:0:Z3207478229;3:00300:1:Z3530620299;
Nc1ccccn1,5255,3:00300:0:Z4915276311;3:00300:0:Z4915262917;3:00300:0:Z4145473419;
O=c1[nH]cco1,333,3:00300:0:Z4281688268;3:00300:3:Z4470983606;3:00300:7:Z4227888362;
Cc1ccnn1C,9969,3:00300:0:Z3352164369;3:00300:0:Z1553068374;3:00300:0:Z3368906513;
CC1CCN(C)CC1,793,3:00300:0:Z3352164369;3:00300:0:Z3353130266;3:00300:5:Z2011712846;
Cc1cc(C)on1,8772,3:00300:0:Z2438951082;3:00300:0:Z1117051281;3:00300:0:Z4209491100;
C1CCC2NCCC2C1,2199,3:00300:0:Z2438951082;3:00300:0:Z1117051281;3:00300:1:Z3320951638;
Cc1ccnc(C)c1,4018,3:00300:0:Z4614450230;3:00300:0:Z4614450274;3:00300:0:Z3367078864;
Cc1cc(C)c2c(c1)NCC2,178,3:00300:0:Z2215382392;3:00300:3:Z2434755509;3:00300:5:Z1879470130;
CC1(C)NCC(O)C1O,329,3:00300:0:Z4492852511;3:00300:0:Z4070914427;3:00300:0:Z4071210990;
C1CNC2(C1)CCC2,4313,3:00300:0:Z5018925411;3:00300:0:Z3383767856;3:00300:0:Z5054374401;
C1=NOCCC1,140,3:00300:0:Z3172207637;3:00300:0:Z4419294858;3:00300:9:Z3172207936;
Fc1ccc2c(c1)CCCO2,604,3:00300:0:Z3172207637;3:00300:0:Z1168455918;3:00300:2:Z2324696996;
Clc1ccc2nc[nH]c2c1,221,3:00300:0:Z2828472507;3:00300:4:Z16257296;3:00300:9:Z2804919293;
O=C1CCOC1,1075,3:00300:0:Z3404968378;3:00300:1:Z3550914331;3:00300:1:Z3518666855;
Cc1cnc2ncnn2c1,169,3:00300:0:Z2781197839;3:00301:6:Z2634914931;3:00302:5:Z4913380429;
C1CCC2CCOC2CC1,271,3:00300:0:Z3595705473;3:00300:0:Z3595708219;3:00300:1:Z3435555181;
c1ccc2[nH]cnc2c1,5677,3:00300:0:Z25823615;3:00300:0:Z2698513753;3:00300:0:Z2215688699;
O=C1CCNC(=O)N1,3476,3:00300:0:Z2638081139;3:00300:0:Z3531224195;3:00300:0:Z4081155862;
Cc1ccccc1F,10954,3:00300:0:Z1569443492;3:00300:0:Z3648975372;3:00300:0:Z4201136788;
Cc1ccncn1,18714,3:00300:0:Z1980923195;3:00300:0:Z2014101685;3:00300:0:Z2869941364;
Cc1ccsc1C,3146,3:00300:0:Z4484172649;3:00300:0:Z4453209422;3:00300:0:Z1288281953;
Cc1nccs1,16754,3:00300:0:Z1255788292;3:00300:0:Z1533749095;3:00300:0:Z2873188074;
Cc1cccs1,19305,3:00300:0:Z2835836817;3:00300:0:Z3793706243;3:00300:0:Z2173084141;
CC1CCCCC1,20598,3:00300:0:Z3347357965;3:00300:0:Z1594442681;3:00300:0:Z814062388;
c1ccc2c(c1)CCN2,7087,3:00300:0:Z3347357965;3:00300:0:Z3101853676;3:00300:0:Z3103706913;
Cc1cc(Cl)ccc1F,241,3:00300:0:Z2326556277;3:00300:1:Z4182894149;3:00300:4:Z4598563398;
CC12CCCC(CO1)C2,697,3:00300:0:Z3648975372;3:00300:2:Z3544134974;3:00300:2:Z4278549743;
Cc1ccno1,14700,3:00300:0:Z4051561971;3:00300:0:Z1949680981;3:00300:0:Z4458894234;
CC1(C)CC2(CCN2)CCO1,224,3:00300:0:Z4051561971;3:00300:1:Z4035172513;3:00300:2:Z4019530603;
CN1C2CCCC1CCC2,267,3:00300:0:Z3620631765;3:00300:2:Z3598276189;3:00300:4:Z4257264509;
ClC1=CCCNC1,840,3:00300:0:Z3620631765;3:00300:1:Z2836691575;3:00300:3:Z4393538281;
OC1CCSC1,1330,3:00300:0:Z1429420246;3:00300:0:Z1875581376;3:00300:0:Z3409736184;
Cc1cccc(O)n1,923,3:00300:0:Z1610066263;3:00300:0:Z1492437682;3:00300:2:Z1667148082;
C1CC2CC2C1,18566,3:00300:0:Z3783884761;3:00300:0:Z2710568170;3:00300:0:Z2710568320;
Cc1cccc(Cl)c1,6555,3:00300:0:Z2098740298;3:00300:0:Z3057343186;3:00300:0:Z3880324976;
CC1CN=CS1,386,3:00300:0:Z4177767635;3:00300:4:Z2408307210;3:00300:6:Z4406470970;
CC1CCNS1(=O)=O,181,3:00300:0:Z3357966433;3:00300:9:Z3357954574;3:00301:7:Z3357963565;
O=C1CSc2ccccc2N1,506,3:00300:0:Z4935348732;3:00300:1:Z3628767397;3:00300:2:Z2932366082;
O=C1CCCCN1,20094,3:00300:0:Z3776402016;3:00300:0:Z4230710187;3:00300:0:Z4055659828;
O=C1NCCc2ccccc21,750,3:00300:0:Z4419032967;3:00300:0:Z3357763582;3:00300:2:Z2643282816;
Fc1ccc2occc2c1,1043,3:00300:0:Z3192932272;3:00300:0:Z2959828713;3:00300:1:Z4111784400;
CC1(C)CCCNC1=O,777,3:00300:0:Z3856905191;3:00300:1:Z3794306583;3:00300:2:Z4018814492;
C1CC2CCC1CN2,3098,3:00300:0:Z3856905191;3:00300:0:Z4055659828;3:00300:1:Z3881604499;
c1cc2nccnc2cn1,295,3:00300:0:Z3505943566;3:00300:4:Z2655018952;3:00300:5:Z2645237787;
Cn1cncn1,14159,3:00300:0:Z4446987474;3:00300:0:Z2956235036;3:00300:0:Z2492275554;
C1Cc2[nH]nnc2CN1,86,3:00300:0:Z2231367185;3:00300:6:Z2219197791;3:00301:2:Z2231377243;
CC1CCCc2ccccc21,334,3:00300:0:Z1426573137;3:00300:1:Z2893375084;3:00300:2:Z1492311991;
Cn1ncc2ccccc21,1546,3:00300:0:Z2331635234;3:00300:0:Z2362635521;3:00300:0:Z3492758085;
Cc1ccoc1C,742,3:00300:0:Z2607732991;3:00300:2:Z3520084569;3:00300:3:Z1451128136;
C1NCC2COCC12,1433,3:00300:0:Z2607732991;3:00300:0:Z4141184644;3:00300:0:Z2791642715;
CC1CCOC1C,1243,3:00300:0:Z4105357073;3:00300:0:Z1657509018;3:00300:1:Z1657509065;
c1n[nH]c2c1COCC2,664,3:00300:0:Z4105357073;3:00300:0:Z4451299144;3:00300:1:Z4105052219;
c1cn2c(n1)CCCC2,5343,3:00300:0:Z3443671900;3:00300:0:Z2714027650;3:00300:0:Z2045309271;
Clc1cccc2c1OCCO2,534,3:00300:0:Z3593880043;3:00300:0:Z432686430;3:00300:1:Z1697829288;
C1CCSC1,15694,3:00300:0:Z3593880043;3:00300:0:Z3101803741;3:00300:0:Z3101700055;
Clc1cnccn1,1912,3:00300:0:Z4447066533;3:00300:1:Z4232246441;3:00300:1:Z3388631824;
Cc1cnco1,9752,3:00300:0:Z2201959995;3:00300:0:Z2439043361;3:00300:0:Z3104244299;
Fc1cccc2cccnc12,587,3:00300:0:Z4230268387;3:00300:4:Z4524087608;3:00300:6:Z4483105421;
CC1(C)C2CCC1CC2,784,3:00300:0:Z3635338694;3:00300:2:Z3796033942;3:00300:2:Z3796050446;
CC1(C)CCCCC1,5320,3:00300:0:Z1264983690;3:00300:0:Z2345878515;3:00300:0:Z3911578346;
ClC1=CCCc2ncccc21,64,3:00300:0:Z4227404310;3:00300:2:Z4456215788;3:00302:0:Z4229349509;
FC1CCC1,19732,3:00300:0:Z3159306347;3:00300:0:Z3159969717;3:00300:0:Z3159155476;
C1CC2CCC1C2,13217,3:00300:0:Z3646356259;3:00300:0:Z4022981422;3:00300:0:Z3610289820;
O=S1CCCC1,665,3:00300:0:Z2455770536;3:00300:1:Z1427651964;3:00300:1:Z2971935811;
CC12CNCC1(C)CSC2,309,3:00300:0:Z3551398222;3:00300:0:Z3806635257;3:00300:9:Z4101489032;
Cn1cncc1Cl,3535,3:00300:0:Z1619006927;3:00300:0:Z4999822920;3:00300:0:Z4223965406;
c1nc2c([nH]1)CCCC2,1986,3:00300:0:Z2171640436;3:00300:0:Z4896793354;3:00300:0:Z4109801180;
CC1(C)OCCO1,4788,3:00300:0:Z1952454911;3:00300:0:Z4469181551;3:00300:0:Z4468873669;
Cc1cnsc1,1400,3:00300:0:Z5059898521;3:00300:0:Z3844382996;3:00300:1:Z3836550108;
CC1NCCOC1C,668,3:00300:0:Z3647527147;3:00300:3:Z1440236619;3:00300:3:Z1620278823;
CC1(C)CC(=O)c2cccnc2C1,23,3:00300:0:Z3647527147;3:00300:1:Z3648555947;3:00302:1:Z4576381614;
NC1COC1,596,3:00300:0:Z4214805253;3:00300:0:Z3216172155;3:00300:2:Z4579182017;
c1cc2n(n1)CCCC2,5172,3:00300:0:Z3296802127;3:00300:0:Z2093969799;3:00300:1:Z3747909034;
C1CC2(CN1)OCCO2,949,3:00300:0:Z3296802127;3:00300:0:Z4062830721;3:00300:2:Z2883497620;
CC1CCCNC1,19151,3:00300:0:Z4313171886;3:00300:0:Z4876924704;3:00300:0:Z2447300602;
C1CC2CCNCC(C1)C2,241,3:00300:0:Z3597674857;3:00300:0:Z3609885946;3:00300:3:Z3628749803;
OC1CC2CCC1C2,2415,3:00300:0:Z3808919383;3:00300:1:Z3855046052;3:00300:1:Z4107450767;
c1occ2c1CCC2,470,3:00300:0:Z2966142340;3:00300:1:Z2072094044;3:00300:2:Z2071218949;
c1cc2[nH]ccn2n1,304,3:00300:0:Z1677217319;3:00300:9:Z1676911880;3:00301:4:Z1675133567;
O=C1CNCCCN1,2640,3:00300:0:Z4923958243;3:00300:0:Z2963344100;3:00300:0:Z2963330722;
CC1CC(F)C1,1256,3:00300:0:Z3574098181;3:00300:2:Z3380041141;3:00300:2:Z3367000061;
NC1CCCNC1,2922,3:00300:0:Z3810992662;3:00300:0:Z3810998665;3:00300:0:Z4180031395;
C1CNc2nn[nH]c2C1,232,3:00300:0:Z1581306179;3:00300:8:Z1205287129;3:00300:8:Z1204685949;
Cc1cc(C)ncn1,2658,3:00300:0:Z2976321201;3:00300:0:Z4645752146;3:00300:0:Z2614802455;
c1ncc2c(n1)CCC2,1027,3:00300:0:Z1554685438;3:00300:1:Z2960274004;3:00300:1:Z1343366026;
Fc1ccc2cnccc2c1,369,3:00300:0:Z2644368410;3:00300:0:Z4355489941;3:00300:7:Z2444607736;
Cc1ncon1,9705,3:00300:0:Z3308410861;3:00300:0:Z2771026336;3:00300:0:Z2144939303;
CC1CCCC1,16196,3:00300:0:Z3308410861;3:00300:0:Z3179777497;3:00300:0:Z3646071234;
FC1(F)Cc2ccnn2C1,192,3:00300:0:Z4178745110;3:00300:0:Z4178725351;3:00300:0:Z3856436172;
C1CC2OCCC2O1,659,3:00300:0:Z3837611871;3:00300:1:Z3804337839;3:00300:4:Z5055097484;
NC12CCC(C1)OC2,341,3:00300:0:Z4214251126;3:00300:0:Z4208346222;3:00300:5:Z3699560298;
Clc1ccc2c(c1)CNCC2,299,3:00300:0:Z4214251126;3:00300:1:Z2069180480;3:00300:1:Z1538026505;
CC1CCNCC1C,820,3:00300:0:Z1556798000;3:00300:0:Z1555355603;3:00300:0:Z1555349262;
C1CCNOCC1,629,3:00300:0:Z1824313955;3:00300:1:Z4269478783;3:00300:1:Z4291049961;
CC1CCCCN1,16264,3:00300:0:Z3624997510;3:00300:0:Z3519139595;3:00300:0:Z4217276467;
O=C1CCC1,4699,3:00300:0:Z3624997510;3:00300:0:Z5042877950;3:00300:0:Z2909215158;
c1cnccn1,27475,3:00300:0:Z2839525577;3:00300:0:Z4223611010;3:00300:0:Z4492621616;
CC1COC(C)CN1,864,3:00300:0:Z2898686604;3:00300:2:Z2802067825;3:00300:2:Z4897156520;
CC1CCNC1,25646,3:00300:0:Z2898686604;3:00300:0:Z1956051696;3:00300:0:Z2869984962;
c1nnc2n1CCNC2,1923,3:00300:0:Z3533224238;3:00300:0:Z4350048166;3:00300:0:Z1176892409;
O=S1CCCCC1,1055,3:00300:0:Z3652815784;3:00300:1:Z4290013759;3:00300:3:Z3513971430;
NC1CCC(F)(F)C1,398,3:00300:0:Z3793327993;3:00300:7:Z3829889488;3:00301:3:Z4878761068;
FC1CC12CCC2,2312,3:00300:0:Z3442386616;3:00300:0:Z3622717134;3:00300:0:Z3554786848;
N=S1(=O)CCCCC1,659,3:00300:0:Z4294968919;3:00300:1:Z3522593707;3:00300:1:Z3610607488;
Cc1ccc[nH]c1=O,1159,3:00300:0:Z1524085422;3:00300:2:Z3624526887;3:00300:3:Z4962182857;
Cc1cccnn1,6251,3:00300:0:Z2493599996;3:00300:0:Z2293325417;3:00300:0:Z4615026498;
Clc1ccn2cc(Cl)nc2c1,163,3:00300:0:Z4467625451;3:00300:0:Z2632325877;3:00300:2:Z3393330781;
C1CCC2(C1)CNC2,1496,3:00300:0:Z2775085816;3:00300:0:Z3641738439;3:00300:0:Z2641330911;
c1ccc2c(c1)CCCCN2,466,3:00300:0:Z4876183605;3:00300:0:Z4569220352;3:00300:0:Z1254879181;
FC1(F)C2CCC1CNC2,377,3:00300:0:Z4147231448;3:00300:9:Z4134943451;3:00300:9:Z4183507199;
C1CC2(C1)CNCCO2,1913,3:00300:0:Z4147231448;3:00300:1:Z4213218090;3:00300:1:Z3907341404;
C1COC2(C1)CCC2,4752,3:00300:0:Z1675373348;3:00300:0:Z4170507179;3:00300:0:Z4165209720;
OC1CC2CCC(C1)N2,542,3:00300:0:Z3379712768;3:00300:5:Z3627218793;3:00300:5:Z3627212407;
Cc1ncccc1Cl,853,3:00300:0:Z2989363219;3:00300:0:Z4423538856;3:00300:1:Z3175307390;
Cc1cc(C)n(C)n1,4828,3:00300:0:Z4624371540;3:00300:0:Z1100837590;3:00300:0:Z1191047983;
O=C1CCc2ncsc2C1,73,3:00300:0:Z4624371540;3:00302:4:Z4624371178;3:00304:6:Z4624370937;
Cn1nccc1Cl,5187,3:00300:0:Z4006111177;3:00300:0:Z3622717134;3:00300:0:Z4220680154;
Clc1cnoc1,588,3:00300:0:Z4504814185;3:00300:1:Z2905231813;3:00300:1:Z2995958028;
Cc1nnc[nH]1,4017,3:00300:0:Z3789619518;3:00300:0:Z2345878515;3:00300:2:Z4153204856;
CC1(C)CCCC1,4881,3:00300:0:Z1564798507;3:00300:0:Z3092466742;3:00300:0:Z3192714010;
c1ccc2c(c1)CCCC2,5114,3:00300:0:Z742056950;3:00300:0:Z2210302940;3:00300:1:Z3388900691;
O=C1CCC2(CCNCC2)N1,248,3:00300:0:Z3607198097;3:00300:2:Z3607214963;3:00300:9:Z3322180263;
ClC1=CCCC1,333,3:00300:0:Z2719037553;3:00300:0:Z3612566423;3:00300:4:Z1512340033;
NC1CCSCC1,276,3:00300:0:Z3698120517;3:00300:0:Z3697574847;3:00300:5:Z3697136539;
O=S1(=O)NCCCC12CC2,204,3:00300:0:Z3162318875;3:00300:6:Z3099215505;3:00300:8:Z3201517097;
c1ccc2c(c1)CCCN2,4257,3:00300:0:Z2604529903;3:00300:0:Z1543239251;3:00300:0:Z2997547100;
NC1Cc2ccccc2C1,371,3:00300:0:Z2763790907;3:00300:3:Z3254645036;3:00300:7:Z4999808582;
Fc1cnccc1Cl,644,3:00300:0:Z2914678551;3:00300:2:Z4209123126;3:00300:3:Z3705846566;
Clc1ccc2cccnc2c1,526,3:00300:0:Z1730733220;3:00300:0:Z2004243751;3:00300:0:Z3395280980;
C1CC2CC1CN2,8015,3:00300:0:Z1730733220;3:00300:0:Z4599687366;3:00300:0:Z4051161578;
Cc1ccc(C)c(Cl)c1,379,3:00300:0:Z1952077049;3:00300:0:Z2662534225;3:00300:2:Z1952705302;
Cc1ccc(C)n1C,590,3:00300:0:Z4230710187;3:00300:2:Z1527399926;3:00300:2:Z30846864;
Cn1nccn1,4248,3:00300:0:Z3613208229;3:00300:0:Z4231013201;3:00300:0:Z3873273908;
Cc1ccc2[nH]ccc2c1,630,3:00300:0:Z3545896496;3:00300:0:Z4350551852;3:00300:0:Z4056179253;
OC1CCCCC1,23095,3:00300:0:Z3584633375;3:00300:0:Z4058350708;3:00300:0:Z1944183291;
O=C1CNCCN1,10091,3:00300:0:Z3391534995;3:00300:0:Z1661219545;3:00300:0:Z3589845711;
Clc1cccs1,15951,3:00300:0:Z4875946728;3:00300:0:Z2698259145;3:00300:0:Z2110169205;
Cc1nncs1,7454,3:00300:0:Z4174055455;3:00300:0:Z2292694769;3:00300:0:Z2181112623;
Cc1n[nH]c2cnccc12,115,3:00300:0:Z4218581396;3:00300:9:Z3522760129;3:00302:2:Z3367199771;
Cc1nnco1,6049,3:00300:0:Z4094638377;3:00300:0:Z1661219545;3:00300:0:Z2614802455;
CC1(C)CCC(O)CN1,357,3:00300:0:Z4094638377;3:00300:3:Z4094640013;3:00300:5:Z4094643539;
FC1(F)CC2(CCC2)C1,1710,3:00300:0:Z3640089437;3:00300:0:Z2906515729;3:00300:1:Z3643241294;
Clc1ccnc2c1CCC2,89,3:00300:0:Z3640089437;3:00302:6:Z2925325548;3:00302:7:Z2928189568;
CC1COCCN1,8093,3:00300:0:Z2282927904;3:00300:0:Z1695768247;3:00300:0:Z1907177157;
CC1CNC1,12446,3:00300:0:Z3899536550;3:00300:0:Z4076545228;3:00300:0:Z3833427949;
CC1CCCC1(C)C,303,3:00300:0:Z3622852806;3:00300:6:Z4419439403;3:00300:6:Z4906880363;
c1cn2ccsc2n1,4171,3:00300:0:Z1481280929;3:00300:0:Z1785554292;3:00300:0:Z3555924499;
Cc1ccc(O)cc1,1568,3:00300:0:Z1843382312;3:00300:0:Z2229185305;3:00300:2:Z4296460067;
c1nnc2n1CCOC2,712,3:00300:0:Z1843382312;3:00300:1:Z2669304257;3:00300:1:Z1843389056;
O=C1CSc2ncncc2N1,215,3:00300:0:Z4230893623;3:00300:0:Z3870579701;3:00300:7:Z3834214917;
CC1CNCCO1,15948,3:00300:0:Z3549208833;3:00300:0:Z3353130266;3:00300:0:Z2718097457;
C1COCCOC1,1914,3:00300:0:Z4345703244;3:00300:0:Z2373200837;3:00300:2:Z4346029706;
CC1CCOCCN1,645,3:00300:0:Z3575713088;3:00300:1:Z3137721589;3:00300:1:Z1588068153;
OC1CCCC1F,544,3:00300:0:Z4166318382;3:00300:8:Z4083880618;3:00300:9:Z4161551237;
Cc1ccnc(Cl)n1,81,3:00300:0:Z4226736910;3:00301:3:Z4226471059;3:00301:6:Z4229718111;
CN1CC2CNCC2C1,511,3:00300:0:Z2001124197;3:00300:0:Z2976142727;3:00300:2:Z4316084648;
Cc1ccsn1,6233,3:00300:0:Z5024956713;3:00300:0:Z2979744995;3:00300:0:Z5059952875;
Cc1cn[nH]c1,9392,3:00300:0:Z2272933024;3:00300:0:Z3367078864;3:00300:0:Z2176708283;
c1ccc2c(c1)OCCCO2,1021,3:00300:0:Z4484695069;3:00300:1:Z3347333896;3:00300:2:Z2351507084;
O=C1CCNCCCN1,574,3:00300:0:Z4979315358;3:00300:3:Z3055417949;3:00300:3:Z4166407638;
CC1(C)CC1(C)C,1698,3:00300:0:Z2771026336;3:00300:0:Z2668754766;3:00300:1:Z4952369605;
C1CC2CCOC2C1,3040,3:00300:0:Z3091955263;3:00300:0:Z4273157012;3:00300:0:Z2804412514;
C1CNCSC1,612,3:00300:0:Z3054161062;3:00300:0:Z4350551852;3:00300:5:Z3054154256;
C1NC2CNC1C2,2989,3:00300:0:Z2952224891;3:00300:0:Z3800004268;3:00300:0:Z4347716154;
Nc1nc[nH]n1,605,3:00300:0:Z2639824404;3:00300:0:Z4199194823;3:00300:3:Z3704120771;
C1CNC2(C1)CCNC2,641,3:00300:0:Z2369600631;3:00300:1:Z4886293772;3:00300:4:Z2378767928;
O=c1ccc2ccccc2[nH]1,520,3:00300:0:Z3645540410;3:00300:2:Z3645539644;3:00300:3:Z4922291339;
Nc1nccs1,2679,3:00300:0:Z3137681483;3:00300:0:Z3138858043;3:00300:0:Z4205495501;
c1ccnnc1,18208,3:00300:0:Z3806471740;3:00300:0:Z2642948805;3:00300:0:Z4089923640;
c1ccc2nsnc2c1,2017,3:00300:0:Z4419294858;3:00300:0:Z3360260714;3:00300:0:Z3203634711;
O=c1[nH]cc(F)c2ccccc12,12,3:00300:0:Z3500685032;3:00300:7:Z3500682177;3:00330:0:Z4028005338;
c1cn2cncc2s1,451,3:00300:0:Z1344013778;3:00300:4:Z3207025978;3:00301:3:Z2932429866;
FC1CNCC(F)C1,729,3:00300:0:Z4167913038;3:00300:0:Z4142771515;3:00300:1:Z4142263808;
Cc1ccc(Cl)cn1,490,3:00300:0:Z4144919254;3:00300:1:Z4294613952;3:00300:2:Z4141281948;
C1CC2CNCC2O1,3557,3:00300:0:Z4144919254;3:00300:0:Z3100900216;3:00300:0:Z5053833898;
Oc1ccncc1,1756,3:00300:0:Z4296566739;3:00300:0:Z2953916413;3:00300:0:Z2958018531;
CC1OCCO1,2554,3:00300:0:Z3197695799;3:00300:0:Z3103115926;3:00300:0:Z1822772607;
Oc1ccc2c[nH]nc2n1,43,3:00300:0:Z2640002854;3:00300:4:Z2640009031;3:00303:4:Z2227340947;
CC1(F)CCCNC1,616,3:00300:0:Z2263961002;3:00300:0:Z4149051892;3:00300:1:Z2282545747;
c1ccc2c(c1)CC2,2142,3:00300:0:Z2435286334;3:00300:0:Z2448551089;3:00300:0:Z2435286288;
FC1(F)CC12CCCCC2,1160,3:00300:0:Z4575586977;3:00300:3:Z3083182406;3:00300:3:Z2493807503;
OC1CC2NCCC12,615,3:00300:0:Z4477305591;3:00300:1:Z4477289281;3:00300:1:Z4443886234;
Cc1ccc(C)cc1,5067,3:00300:0:Z1337797319;3:00300:0:Z3105462359;3:00300:0:Z3856469588;
C1CCN2CCNCC2C1,424,3:00300:0:Z1337797319;3:00300:1:Z1491396710;3:00300:3:Z1498614209;
Cc1cnc(Cl)o1,380,3:00300:0:Z4289982117;3:00300:0:Z4295437339;3:00300:2:Z4293534646;
Fc1ccc2c(c1)CCNC2,362,3:00300:0:Z4289982117;3:00301:0:Z4212691646;3:00301:2:Z4615342488;
Cc1cscn1,29200,3:00300:0:Z4288321737;3:00300:0:Z2335336892;3:00300:0:Z4104891190;
c1cnc2c(c1)CCN2,1060,3:00300:0:Z4288321737;3:00300:3:Z3472496004;3:00300:3:Z4293564003;
Cc1nnc2cnccn12,280,3:00300:0:Z3076435433;3:00300:1:Z3076479698;3:00300:7:Z3076701187;
Fc1ccccc1F,12530,3:00300:0:Z1355447237;3:00300:0:Z1498698888;3:00300:0:Z2709019751;
CC1(C)CCC1N,986,3:00300:0:Z4175682113;3:00300:1:Z4174741162;3:00300:3:Z2825969466;
C1CNCCNC1,9548,3:00300:0:Z3900767706;3:00300:0:Z3046342575;3:00300:0:Z2256532413;
CC1NCCc2cccc(F)c21,89,3:00300:0:Z2755558333;3:00300:1:Z3842610188;3:00301:1:Z2447336957;
CC12CNC(C1)C2,834,3:00300:0:Z5018035832;3:00300:0:Z5018035979;3:00300:0:Z4421939732;
C1=NCCO1,488,3:00300:0:Z5018035832;3:00300:0:Z4249752499;3:00300:0:Z4266498269;
Cc1n[nH]c(N)n1,73,3:00300:0:Z4252104673;3:00301:2:Z3878451351;3:00303:4:Z3806491976;
FC1(F)CNCCSC1,454,3:00300:0:Z4474675446;3:00300:4:Z4474675750;3:00300:5:Z4474669747;
CC1COC(C)C1,580,3:00300:0:Z2963344100;3:00300:0:Z2963330722;3:00300:0:Z2966927500;
Cc1ccncc1F,743,3:00300:0:Z4406433341;3:00300:1:Z4353776768;3:00300:1:Z4066400161;
Oc1ccc2c(c1)CCC2,259,3:00300:0:Z3780796850;3:00300:0:Z4174893225;3:00300:4:Z4064918156;
c1occ2c1CCCC2,307,3:00300:0:Z3803518465;3:00300:5:Z4262335628;3:00300:5:Z2618009026;
CC1CC(N)CCO1,169,3:00300:0:Z3800004268;3:00300:4:Z3522072204;3:00300:5:Z3384254301;
C1=NOC2(C1)CCNC2,133,3:00300:0:Z4353371011;3:00301:0:Z4353373665;3:00301:4:Z4421834069;
CC1COC1,5323,3:00300:0:Z2704466011;3:00300:0:Z2718568064;3:00300:0:Z2783570166;
Oc1ncnc2c1CNC2,43,3:00300:0:Z3364664226;3:00300:3:Z3313842610;3:00300:6:Z4268182514;
Cc1nc2ccccc2[nH]1,943,3:00300:0:Z2377514225;3:00300:0:Z2912019491;3:00300:0:Z1497436888;
Fc1cccn2ccnc12,628,3:00300:0:Z3055454971;3:00300:0:Z3518495844;3:00301:0:Z3872803779;
C1CCSCC1,15822,3:00300:0:Z3055454971;3:00300:0:Z4026327991;3:00300:0:Z3311701734;
CC1Cc2ccccc2C1,608,3:00300:0:Z3801809674;3:00300:5:Z3047452200;3:00301:4:Z2223886180;
Cn1cccc1,9790,3:00300:0:Z4289067647;3:00300:0:Z2660705168;3:00300:0:Z1197230703;
C1NC2CC1C2,9373,3:00300:0:Z4929341661;3:00300:0:Z2780441829;3:00300:0:Z4188199727;
Cc1cc(C)nc(C)c1,670,3:00300:0:Z2294542754;3:00300:3:Z2997045590;3:00300:3:Z2294543175;
Oc1ccccc1Cl,2118,3:00300:0:Z4238892347;3:00300:0:Z4238491010;3:00300:1:Z1592807476;
CC1(C)NCCC1=O,347,3:00300:0:Z4203427422;3:00300:3:Z4003790884;3:00300:4:Z4883406473;
Cc1cc(F)cc(Cl)c1,249,3:00300:0:Z2312174353;3:00300:1:Z3393345135;3:00300:4:Z4341875841;
Cc1cn[nH]n1,2424,3:00300:0:Z2263484887;3:00300:0:Z2256493954;3:00300:0:Z1926396412;
Cc1ccccc1O,3778,3:00300:0:Z1680826150;3:00300:0:Z4643720905;3:00300:0:Z2140722649;
Cc1ccoc1,10485,3:00300:0:Z3209706561;3:00300:0:Z2335336892;3:00300:0:Z2210112360;
c1cnc2c(c1)CCO2,302,3:00300:0:Z5042993936;3:00300:0:Z5034582479;3:00300:0:Z5046075596;
c1cc2cncnn2c1,419,3:00300:0:Z3833427949;3:00300:1:Z4324894409;3:00300:4:Z3559687188;
Fc1ccc2ccncc2c1,396,3:00300:0:Z4348850291;3:00300:3:Z4471923372;3:00300:9:Z3828592932;
OC1CC2(CCC2)C1,1236,3:00300:0:Z3711905117;3:00300:0:Z3700398739;3:00300:1:Z4295559915;
O=c1[nH]ccn2ccnc12,80,3:00300:0:Z3711905117;3:00300:7:Z3899336300;3:00301:8:Z2958256986;
Clc1ccnc2c1CNC2,266,3:00300:0:Z4232298954;3:00300:2:Z5004850232;3:00300:7:Z4157586229;
