fragment_smiles,occurences,example_ligands
C1COCC2(C1)CCC2,1029,90:09000:0:PV-003877332348;90:09000:1:PV-002290035927;90:09000:1:PV-002497039061;
CN1CCCCC1=O,1975,90:09000:0:PV-003031765626;90:09000:0:PV-003031767576;90:09000:2:PV-003877377089;
CC12CCCC(CO1)C2,316,90:09000:0:PV-003031765676;90:09000:4:PV-003031814725;90:09001:0:PV-003031892972;
CC1COCCO1,3435,90:09000:0:PV-003877332472;90:09000:0:PV-006621992666;90:09000:0:PV-006621992667;
c1cc2ccsc2[nH]1,192,90:09000:0:PV-003877332509;90:09000:8:PV-006622853829;90:09001:9:PV-003877962559;
C1CC2(C1)CNCCN2,3052,90:09000:0:PV-002704692892;90:09000:0:PV-003877336407;90:09000:1:PV-003877356794;
c1noc2c1CCCC2,617,90:09000:0:PV-002704692892;90:09000:5:PV-003877504864;90:09000:7:PV-006622701500;
c1n[nH]c2c1CCCC2,2477,90:09000:0:PV-003877332576;90:09000:0:PV-001523666245;90:09000:0:PV-002341786551;
Cc1ccn[nH]c1=O,833,90:09000:0:PV-002445284283;90:09000:2:PV-003031782899;90:09000:3:PV-003877423544;
O=c1[nH]c2ccccc2[nH]1,1673,90:09000:0:PV-002238283559;90:09000:1:PV-006622058201;90:09000:4:PV-003031811779;
C1CN2CCC1C2,3043,90:09000:0:PV-000498574322;90:09000:0:PV-003877342181;90:09000:1:PV-006622100492;
c1cnc2sccc2n1,64,90:09000:0:PV-003031765864;90:09000:8:PV-003031871760;90:09000:8:PV-003031871761;
Cn1ncc2c(=O)[nH]cnc21,291,90:09000:0:PV-002238283577;90:09000:4:PV-003877465529;90:09002:0:PV-002238324705;
C1CC2CC(C1)CC1(C2)OCCO1,9,90:09000:0:PV-003031765987;90:09011:7:PV-003033316850;90:09032:8:PV-003036120584;
Cc1n[nH]c2c1NCCC2,92,90:09000:0:PV-003031765992;90:09001:6:PV-006623604664;90:09002:0:PV-002186573289;
Fc1ccc2c(c1)NCCO2,98,90:09000:0:PV-002600532193;90:09004:6:PV-006626653537;90:09004:6:PV-002238377187;
c1cnc2c(c1)CCC2,2208,90:09000:0:PV-003877333287;90:09000:0:PV-003877333288;90:09000:0:PV-003877333289;
Fc1ccc(F)c2c1CCN2,112,90:09000:0:PV-003877333397;90:09001:3:PV-003877772158;90:09002:5:PV-003878156332;
CC1Cc2cc(F)ccc2CN1,70,90:09000:0:PV-003031766102;90:09001:8:PV-003032000300;90:09002:0:PV-003032017962;
CC12CNCC1CNC2,2863,90:09000:0:PV-003877333599;90:09000:0:PV-003877333675;90:09000:0:PV-003877333676;
Cc1ccc(F)cc1C,280,90:09000:0:PV-003031766199;90:09000:4:PV-006622410481;90:09001:1:PV-003877702594;
C1CCC2(C1)CCCNC2,261,90:09000:0:PV-003877333727;90:09000:2:PV-003031784256;90:09000:9:PV-002393555097;
Cn1nccc1O,2296,90:09000:0:PV-003031766236;90:09000:0:PV-003031766237;90:09000:0:PV-003031766238;
Cc1cccc(F)c1Cl,333,90:09000:0:PV-003031766269;90:09000:3:PV-003031797889;90:09000:5:PV-006622518004;
Cc1csc(=O)[nH]1,847,90:09000:0:PV-003877333896;90:09000:0:PV-000237454748;90:09000:3:PV-003877425178;
OC1CCC(O)C1O,81,90:09000:0:PV-003877333958;90:09000:6:PV-003877525120;90:09002:0:PV-003877981292;
c1cnc2[nH]ccc2c1,4030,90:09000:0:PV-003877333992;90:09000:0:PV-002186533647;90:09000:0:PV-006621987047;
Cc1nc2cnccc2[nH]1,196,90:09000:0:PV-003877334025;90:09000:0:PV-003877334026;90:09000:0:PV-003877334027;
OC1CC2(CCC2)C1,1299,90:09000:0:PV-003031766361;90:09000:1:PV-006622014120;90:09000:2:PV-006622207071;
Cc1ccsc1Cl,2769,90:09000:0:PV-003877334114;90:09000:0:PV-003877334115;90:09000:0:PV-003877334116;
O=c1[nH]cnc2c1CNCC2,84,90:09000:0:PV-003877334238;90:09002:7:PV-003878232960;90:09003:0:PV-006625016087;
c1ccc2c(c1)CCCO2,3236,90:09000:0:PV-003877334264;90:09000:1:PV-006622126824;90:09000:3:PV-003031793686;
NC1CCCC1,1005,90:09000:0:PV-003877334264;90:09000:2:PV-003877392890;90:09000:6:PV-003877538557;
CC1COC(C)(C)CN1,94,90:09000:0:PV-002238283659;90:09000:5:PV-003031831094;90:09001:4:PV-003877797555;
Cc1cccc(O)c1C,700,90:09000:0:PV-003031766460;90:09000:1:PV-003031772307;90:09000:1:PV-003877349700;
CC1CCCC1(F)F,922,90:09000:0:PV-003031766479;90:09000:1:PV-003877367630;90:09000:1:PV-003877367631;
Cc1ccc2c(C)ccnc2c1,30,90:09000:0:PV-003031766562;90:09000:0:PV-003877334574;90:09001:2:PV-003031917509;
Oc1cccnn1,111,90:09000:0:PV-002548780656;90:09000:3:PV-003031804853;90:09002:0:PV-002341825355;
Fc1cccc2cccnc12,904,90:09000:0:PV-003877334781;90:09000:1:PV-002600533903;90:09000:1:PV-002393539888;
c1cnn2nccc2c1,1165,90:09000:0:PV-002290035116;90:09000:2:PV-006622225012;90:09000:3:PV-003877406368;
Cc1ccc(F)cc1F,1416,90:09000:0:PV-003877335166;90:09000:3:PV-000492591573;90:09000:4:PV-006622407406;
FC1(F)CC12CC2,2366,90:09000:0:PV-003877335209;90:09000:1:PV-006622047306;90:09000:1:PV-003031776240;
Cn1ccc2cc(F)ccc21,128,90:09000:0:PV-003877335258;90:09001:1:PV-003031904667;90:09002:9:PV-003878300173;
Cc1cnn[nH]1,2013,90:09000:0:PV-003877335392;90:09000:0:PV-003031766912;90:09000:1:PV-002290036256;
Cc1ncn2c1CCC2,52,90:09000:0:PV-003031766919;90:09002:7:PV-003032118138;90:09006:1:PV-006628135850;
c1ccc2c(c1)CCCC21CC1,212,90:09000:0:PV-003877335431;90:09001:0:PV-003877673594;90:09001:6:PV-003877851610;
C1CCC2NCCNC2C1,240,90:09000:0:PV-003877335432;90:09000:4:PV-003877452929;90:09001:5:PV-003877826176;
c1noc2c1COCC2,474,90:09000:0:PV-003877335628;90:09000:0:PV-003031769617;90:09000:3:PV-002134791001;
CC1=CCCCC1,2572,90:09000:0:PV-003031767059;90:09000:0:PV-003031767060;90:09000:0:PV-003031767061;
Cc1cc(C)c2c(Cl)csc2c1,30,90:09000:0:PV-003877335808;90:09000:0:PV-003877335809;90:09000:0:PV-003877335810;
Clc1ccsc1Cl,2960,90:09000:0:PV-004134910657;90:09000:0:PV-006621989447;90:09000:0:PV-006621989448;
Cc1cnccc1O,927,90:09000:0:PV-003031767174;90:09000:6:PV-003877544424;90:09000:6:PV-003031847465;
Cc1ccc2ccnn2c1C,158,90:09000:0:PV-002134786546;90:09000:5:PV-002548789773;90:09000:5:PV-002600541412;
Cc1ccc(O)cn1,1036,90:09000:0:PV-003877336132;90:09000:2:PV-003031785193;90:09000:3:PV-003877404833;
Cc1cocc1C,2617,90:09000:0:PV-003877336220;90:09000:0:PV-003877336696;90:09000:1:PV-003877349138;
Cc1ccc(Cl)c(O)c1,257,90:09000:0:PV-003877336277;90:09000:0:PV-003877336278;90:09000:0:PV-003877336279;
O=C1CCC2CNCCN12,199,90:09000:0:PV-002238283778;90:09001:5:PV-003877823649;90:09001:8:PV-006623714607;
CC1CCC(C)(C)CC1,557,90:09000:0:PV-003877336303;90:09000:1:PV-002497038219;90:09000:4:PV-002134793314;
Nc1nc2ccccc2o1,718,90:09000:0:PV-003031767302;90:09000:2:PV-003877387318;90:09000:5:PV-003031830253;
CN1CCOCC1,4759,90:09000:0:PV-003877336407;90:09000:0:PV-003031768541;90:09000:0:PV-003877339696;
c1cnn2ccnc2c1,1440,90:09000:0:PV-003031767314;90:09000:1:PV-003877350900;90:09000:1:PV-003877355255;
C1CC2CNCC(C1)N2,1557,90:09000:0:PV-000539765456;90:09000:1:PV-006622059281;90:09000:1:PV-006622118769;
c1ncc2sccc2n1,524,90:09000:0:PV-002134786586;90:09000:5:PV-002445293663;90:09000:5:PV-006622564196;
Cn1ccnc1Cl,1722,90:09000:0:PV-001502952780;90:09000:1:PV-006622068999;90:09000:2:PV-006622185682;
O=c1[nH]c2cccnc2[nH]1,422,90:09000:0:PV-003031767404;90:09001:0:PV-001976455474;90:09001:1:PV-003031904216;
FC1(F)CCNC1,3262,90:09000:0:PV-003031767431;90:09000:0:PV-003877344526;90:09000:1:PV-006622104098;
CC1(C)COCCN1,695,90:09000:0:PV-003031767431;90:09000:3:PV-003031808970;90:09000:5:PV-006622464034;
Cc1ncon1,2984,90:09000:0:PV-003877336870;90:09000:0:PV-006621988290;90:09000:1:PV-000455339381;
O=S1(=O)CCC(F)C1,470,90:09000:0:PV-003031767483;90:09000:0:PV-003877336875;90:09000:0:PV-003877336876;
c1ccc2c(c1)CNCCO2,748,90:09000:0:PV-003031767524;90:09000:4:PV-006622329477;90:09000:6:PV-003031843813;
CC1CNCC2(CCNCC2)O1,93,90:09000:0:PV-001289114061;90:09000:3:PV-003877436209;90:09001:5:PV-004135046955;
CC1(C)CNC1(C)C,75,90:09000:0:PV-003877337158;90:09000:6:PV-003877509594;90:09000:6:PV-003877509595;
CN1CC2CNCC2C1,62,90:09000:0:PV-003877337298;90:09001:4:PV-002704746967;90:09002:0:PV-002445324611;
Clc1ccn[nH]1,1361,90:09000:0:PV-001499150481;90:09000:2:PV-006622275050;90:09000:3:PV-003031798975;
c1cc2[nH]cnc2cn1,585,90:09000:0:PV-002341786294;90:09000:0:PV-002238283961;90:09000:4:PV-006622410728;
Cc1ccc(Cl)nn1,59,90:09000:0:PV-002445284566;90:09000:3:PV-003877410043;90:09000:9:PV-002548799511;
Cc1cc(N)on1,963,90:09000:0:PV-003031767641;90:09000:0:PV-003031767642;90:09000:0:PV-003031767643;
C1COC2(C1)CCC2,2866,90:09000:0:PV-003031767653;90:09000:0:PV-003031767997;90:09000:1:PV-006622076128;
CC1CC(F)(F)CN1,1020,90:09000:0:PV-003031767659;90:09000:1:PV-003877363098;90:09000:4:PV-003031811654;
O=C1NCCCN1,975,90:09000:0:PV-000533713253;90:09000:2:PV-003031786834;90:09000:2:PV-001636718208;
Cc1cccc2ccccc12,546,90:09000:0:PV-003031767709;90:09000:1:PV-002445285463;90:09000:8:PV-002341802018;
O=S1(=O)CCc2ncsc2C1,50,90:09000:0:PV-003031767709;90:09000:4:PV-002393544901;90:09001:4:PV-002548809136;
CC1CN(C)C(=O)CN1,102,90:09000:0:PV-003031767710;90:09000:2:PV-002393541295;90:09000:5:PV-003031824135;
Cc1ccccc1O,4071,90:09000:0:PV-003877337565;90:09000:0:PV-003031767727;90:09000:1:PV-003877363252;
Fc1ccc2c(c1)OCC2,550,90:09000:0:PV-003031767744;90:09000:2:PV-003877391975;90:09000:7:PV-003031857168;
C1CCC2(C1)CCNC2,834,90:09000:0:PV-002238283867;90:09000:1:PV-003877375243;90:09000:3:PV-003877417187;
O=c1[nH]nc2ccccn12,778,90:09000:0:PV-001137884352;90:09000:1:PV-002134788119;90:09000:3:PV-003031802925;
Cc1ncc(=O)[nH]c1C,343,90:09000:0:PV-003877337759;90:09000:2:PV-003877397605;90:09001:3:PV-001982887860;
FC1(F)CCCCCC1,366,90:09000:0:PV-003031767800;90:09000:3:PV-003031802661;90:09000:3:PV-003031808407;
Cc1ccncc1Cl,430,90:09000:0:PV-002134786653;90:09000:1:PV-003877346888;90:09000:6:PV-002497049139;
C1COC2(C1)CNC2,3331,90:09000:0:PV-003031767859;90:09000:1:PV-006622030496;90:09000:1:PV-003877347348;
CC1(C)CNCCS1,385,90:09000:0:PV-003031767863;90:09000:2:PV-002497040733;90:09000:2:PV-006622175389;
CC1=CSCCO1,2500,90:09000:0:PV-003877337977;90:09000:0:PV-003877337978;90:09000:0:PV-003877337979;
c1cc2c(cn1)CCC2,954,90:09000:0:PV-002134786662;90:09000:6:PV-002341797225;90:09000:7:PV-006622716922;
CC1(C)C2CCCC1C2,347,90:09000:0:PV-002341786337;90:09000:6:PV-002600544303;90:09000:9:PV-003877612710;
CC1CCCS1,4917,90:09000:0:PV-003877338288;90:09000:0:PV-003877338289;90:09000:0:PV-003877340866;
C1CC2COCC2C1,1432,90:09000:0:PV-003877338387;90:09000:2:PV-003877399991;90:09000:2:PV-003877401050;
Clc1ccc2cc[nH]c2c1,897,90:09000:0:PV-003031768013;90:09000:0:PV-003031768015;90:09000:2:PV-003877395063;
Cn1ncc2[nH]c(=O)ccc21,124,90:09000:0:PV-003877338588;90:09000:4:PV-002186540576;90:09001:0:PV-002393558037;
CC1(C)CNc2cccnc21,97,90:09000:0:PV-003031768092;90:09000:1:PV-006622091489;90:09001:8:PV-003031992620;
Clc1cc(Cl)sn1,1580,90:09000:0:PV-004134911414;90:09000:0:PV-004134911415;90:09000:1:PV-006622047148;
Cc1ccc2nsnc2c1,368,90:09000:0:PV-003877338757;90:09000:7:PV-006622699858;90:09002:0:PV-003032025523;
O=C1CNc2ccccc2N1,240,90:09000:0:PV-003031768188;90:09000:6:PV-003877508161;90:09000:7:PV-006622752608;
Cc1n[nH]c2ccccc12,723,90:09000:0:PV-003031768248;90:09000:1:PV-006622015544;90:09000:2:PV-002238286595;
O=C1NCCc2ncccc21,136,90:09000:0:PV-003877339245;90:09001:5:PV-003877838231;90:09002:5:PV-003878177923;
C1=NCCCN1,536,90:09000:0:PV-003877339403;90:09000:2:PV-003031789638;90:09000:2:PV-003031790028;
Cc1nsc2ncccc12,141,90:09000:0:PV-003031768437;90:09000:0:PV-003031768438;90:09001:3:PV-003031929412;
Nc1ncncn1,468,90:09000:0:PV-003877339435;90:09000:2:PV-003031782841;90:09000:6:PV-003031840311;
FC1CNCC12COC2,98,90:09000:0:PV-002393538138;90:09003:7:PV-003032246403;90:09005:0:PV-003879023099;
c1ccc2c(c1)NCCO2,1351,90:09000:0:PV-003031768476;90:09000:2:PV-003877397542;90:09000:3:PV-003877421167;
c1cnc2cc[nH]c2c1,3133,90:09000:0:PV-003877339510;90:09000:1:PV-002238284690;90:09000:2:PV-003877378570;
OC1CC2CNC1C2,2145,90:09000:0:PV-003877339541;90:09000:0:PV-003877343609;90:09000:0:PV-003877343610;
C1CC2CCC1CC2,2864,90:09000:0:PV-003877339623;90:09000:0:PV-003031768802;90:09000:1:PV-006622030696;
CN1CCNCCC1=O,27,90:09000:0:PV-003877339835;90:09003:2:PV-006625135236;90:09003:4:PV-003032211726;
Cc1cccc(C)c1Cl,430,90:09000:0:PV-003031768618;90:09000:3:PV-003877430915;90:09000:3:PV-003877430916;
NC1CCNC1,988,90:09000:0:PV-003877340207;90:09000:5:PV-006622509771;90:09001:5:PV-003877841468;
Clc1ccc2c(c1)OCO2,535,90:09000:0:PV-003877340207;90:09000:5:PV-003031831627;90:09000:6:PV-003031836477;
Cc1nc2c([nH]1)C1CCCNC1CC2,98,90:09000:0:PV-003877340359;90:09000:4:PV-003877452304;90:09000:4:PV-003877452305;
CC1(C)CCc2ccccc2N1,41,90:09000:0:PV-002600532659;90:09000:2:PV-003877390567;90:09003:5:PV-003878516544;
Cc1ccc(F)cn1,966,90:09000:0:PV-003877340693;90:09000:0:PV-003877340694;90:09000:1:PV-003877372179;
Cc1cc(O)no1,943,90:09000:0:PV-003877341177;90:09000:2:PV-003031784148;90:09000:4:PV-003877459834;
CC1(C)OC2(CCNCC2)NC1=O,52,90:09000:0:PV-003031769192;90:09011:6:PV-003881295051;90:09014:9:PV-003882421727;
Cc1nn(C)cc1Cl,878,90:09000:0:PV-003877341358;90:09000:2:PV-003031784909;90:09000:3:PV-003031795879;
Cc1cc(Cl)ccn1,97,90:09000:0:PV-003877341359;90:09000:8:PV-003877596116;90:09001:7:PV-003877912358;
Clc1cncc(Cl)c1,2931,90:09000:0:PV-004134912199;90:09000:0:PV-004134912200;90:09000:1:PV-006622064643;
CC1OC2CC1C2,528,90:09000:0:PV-003877341425;90:09000:3:PV-003877429617;90:09000:4:PV-006622350338;
Cc1cccnc1O,892,90:09000:0:PV-003877341681;90:09000:1:PV-003877369268;90:09000:2:PV-006622210387;
Cc1cc(Cl)cc(Cl)c1,115,90:09000:0:PV-004134912272;90:09001:1:PV-003877698698;90:09003:0:PV-003878346295;
Cc1csc(C)c1,4023,90:09000:0:PV-003877341872;90:09000:0:PV-003877345426;90:09000:0:PV-006621983061;
CC1NCCc2cc(Cl)ccc21,69,90:09000:0:PV-002548781095;90:09001:2:PV-002186556504;90:09002:3:PV-003878086972;
c1nnc2n1CCNC2,934,90:09000:0:PV-003031769515;90:09000:1:PV-003031774878;90:09000:5:PV-006622518548;
c1ncc2ncsc2n1,260,90:09000:0:PV-003031769525;90:09000:1:PV-003031772972;90:09000:1:PV-003031780612;
Cc1csc(Cl)c1,2147,90:09000:0:PV-003877342276;90:09000:0:PV-003877342277;90:09000:0:PV-003877342278;
Cc1ncn[nH]1,5381,90:09000:0:PV-003877342302;90:09000:1:PV-006622123082;90:09000:1:PV-006622123083;
O=c1ccc(Cl)n[nH]1,982,90:09000:0:PV-003031769599;90:09000:1:PV-003877349068;90:09000:4:PV-003877467228;
CC12CC(CO1)C2,432,90:09000:0:PV-003877342449;90:09000:2:PV-006622164551;90:09000:6:PV-003031837000;
c1cc2c(o1)CNC2,140,90:09000:0:PV-003031769606;90:09001:4:PV-003031951638;90:09001:6:PV-003877866446;
Cc1nnc2ccccn12,649,90:09000:0:PV-002341786613;90:09000:0:PV-002445284865;90:09000:1:PV-006622129872;
CC1CC=C(Cl)CC1,613,90:09000:0:PV-003877342537;90:09000:3:PV-003877416991;90:09000:3:PV-003877416992;
Clc1ccc2cccnc2c1,582,90:09000:0:PV-002497037901;90:09000:8:PV-002186548462;90:09000:8:PV-003877592755;
CC1CCCCN1C,827,90:09000:0:PV-003877342704;90:09000:1:PV-006622130418;90:09000:1:PV-006622130419;
CN1CCNc2c(F)cccc21,76,90:09000:0:PV-003031769725;90:09000:5:PV-003031823501;90:09000:8:PV-003031864268;
Cn1nnc2ccccc21,1482,90:09000:0:PV-003877342777;90:09000:0:PV-003877342778;90:09000:1:PV-003877369428;
C1COCCOC1,2346,90:09000:0:PV-003877342785;90:09000:1:PV-003877350668;90:09000:1:PV-003877373497;
C1=CCCC1,251,90:09000:0:PV-003031769756;90:09000:1:PV-006622131407;90:09000:2:PV-003031792251;
Cc1cncnc1C,1428,90:09000:0:PV-003877342925;90:09000:1:PV-003877364657;90:09000:4:PV-003877464675;
C1CC2(CCN1)CCOCC2,210,90:09000:0:PV-003031769847;90:09002:9:PV-003032145920;90:09003:2:PV-006625174322;
CC1CCS(=O)(=O)N1C,106,90:09000:0:PV-003877343188;90:09001:9:PV-006623932164;90:09002:3:PV-003032068877;
CC1(C)CC1(C)C,4481,90:09000:0:PV-002497037932;90:09000:0:PV-006622004783;90:09000:1:PV-000490619959;
Oc1cnccc1Cl,669,90:09000:0:PV-003877343246;90:09000:0:PV-003877343247;90:09000:4:PV-003031812113;
Cc1ccc2[nH]cnc(=O)c2c1,15,90:09000:0:PV-003877343273;90:09004:2:PV-003878750605;90:09005:5:PV-003032490370;
C1CNCC2(C1)OCC1CC12,163,90:09000:0:PV-003877343455;90:09000:5:PV-006622599245;90:09000:9:PV-003877626294;
CC1CNC2(CCC2)CO1,49,90:09000:0:PV-003877343457;90:09000:2:PV-002238286943;90:09002:1:PV-002445326564;
Cc1cn2c(n1)C(C)CCC2,189,90:09000:0:PV-003877343507;90:09000:8:PV-003877606925;90:09001:3:PV-003877752370;
CC1CNc2cccnc21,96,90:09000:0:PV-003877343507;90:09001:2:PV-003031919794;90:09001:2:PV-003031919795;
Cc1ccncc1O,502,90:09000:0:PV-002341786682;90:09000:5:PV-003877484211;90:09000:5:PV-003877484212;
CC1(C)COC1,2968,90:09000:0:PV-003877343678;90:09000:1:PV-006622039464;90:09000:1:PV-006622087036;
Clc1ccc2nccc(Cl)c2c1,24,90:09000:0:PV-003877343678;90:09016:9:PV-006639090244;90:09019:8:PV-001795604582;
CC1CNCC(O)C1,553,90:09000:0:PV-003877343710;90:09000:0:PV-003877343711;90:09000:9:PV-004134992001;
C1CCC2(CCSCC2)OC1,34,90:09000:0:PV-003877343710;90:09000:0:PV-003877343711;90:09001:6:PV-006623555156;
Cc1cc2ccoc2cc1C,238,90:09000:0:PV-002548781198;90:09000:1:PV-003877371173;90:09000:6:PV-003031839876;
CC1CNC(=O)CN1,97,90:09000:0:PV-003877343924;90:09000:5:PV-003877478634;90:09001:1:PV-003877703472;
CC12CCC(CO1)C2,1110,90:09000:0:PV-003877344114;90:09000:0:PV-006622005091;90:09000:1:PV-003877370260;
Cc1ccc(=O)[nH]n1,1131,90:09000:0:PV-003877344301;90:09000:0:PV-003877344303;90:09000:1:PV-003031779245;
Cn1cc(N)cn1,1418,90:09000:0:PV-003877344856;90:09000:1:PV-006622136608;90:09000:1:PV-003877354467;
Fc1cc(F)c2[nH]ccc2c1,130,90:09000:0:PV-003031770569;90:09002:0:PV-003877985555;90:09002:0:PV-003032026326;
Cc1ccc(Cl)cc1C,382,90:09000:0:PV-001975606267;90:09000:9:PV-000514274585;90:09001:0:PV-002134806650;
c1cn2ccnc2cn1,1012,90:09000:0:PV-003877345057;90:09000:1:PV-006622088052;90:09000:3:PV-003877445504;
CC1CCC(C)(C)N1,93,90:09000:0:PV-003877345105;90:09001:6:PV-003031974870;90:09003:0:PV-003878341954;
Nc1ncc2ccccc2n1,133,90:09000:0:PV-003031770667;90:09001:6:PV-003031973458;90:09001:7:PV-003031988583;
C1CNc2nn[nH]c2C1,38,90:09000:0:PV-003031770667;90:09001:2:PV-003031917716;90:09001:5:PV-002548811296;
Cc1ccc2ccoc2c1,282,90:09000:0:PV-003031770726;90:09000:1:PV-003031781545;90:09000:9:PV-003877622339;
N=c1[nH]ccs1,158,90:09000:0:PV-003877345446;90:09000:5:PV-003877501633;90:09001:5:PV-006623436558;
c1ncn2c1CCC2,225,90:09000:0:PV-006621981815;90:09000:2:PV-003031787240;90:09000:4:PV-006622367911;
CC1(C)CCO1,2708,90:09000:0:PV-006621982115;90:09000:2:PV-006622147243;90:09000:2:PV-006622174183;
Cc1cc(Cl)sc1Cl,743,90:09000:0:PV-006621982222;90:09000:4:PV-006622344156;90:09000:4:PV-006622373393;
Nc1c(Cl)cncc1Cl,129,90:09000:0:PV-006621982989;90:09000:8:PV-004134980617;90:09003:6:PV-003878548236;
c1[nH]nc2c1CC1CC21,284,90:09000:0:PV-006621983028;90:09000:1:PV-006622073164;90:09000:2:PV-006622189382;
Cc1cc(=O)[nH]cn1,1369,90:09000:0:PV-006621983061;90:09000:1:PV-003031778668;90:09000:2:PV-000491838849;
Cc1cccc2cc[nH]c12,593,90:09000:0:PV-006621985229;90:09000:3:PV-003877417215;90:09000:7:PV-003031852773;
C1CC2CC(C2)N1,134,90:09000:0:PV-006621985405;90:09000:7:PV-006622711407;90:09001:0:PV-006622930337;
Cc1cc(F)cc2c1NCC2,157,90:09000:0:PV-006621985860;90:09000:5:PV-006622599317;90:09000:8:PV-006622856578;
OC1CCCOC1,627,90:09000:0:PV-006621985868;90:09000:2:PV-006622286462;90:09000:4:PV-003877475052;
c1ccc2c(c1)CCC21CCCC1,80,90:09000:0:PV-006621986162;90:09000:2:PV-006622247866;90:09000:2:PV-006622247867;
O=S1(=O)NCc2ccccc21,420,90:09000:0:PV-006621986299;90:09000:2:PV-003031787197;90:09000:4:PV-003877454927;
c1cn2nccc2cn1,1176,90:09000:0:PV-006621986596;90:09000:3:PV-003877414761;90:09000:3:PV-003877422771;
OC1CC2COCC(C1)N2,60,90:09000:0:PV-006621987926;90:09007:6:PV-006629679595;90:09012:3:PV-006634444449;
CN1CCCC1(C)C,313,90:09000:0:PV-006621988031;90:09000:4:PV-003031816506;90:09001:1:PV-003877711256;
O=C1CCC1,1903,90:09000:0:PV-006621988031;90:09000:0:PV-006621996489;90:09000:0:PV-006621996490;
c1cnc2nc[nH]c2c1,207,90:09000:0:PV-006621988416;90:09000:8:PV-002134802821;90:09001:7:PV-002393571749;
c1ncn2c1CCCCC2,348,90:09000:0:PV-006621988949;90:09000:7:PV-006622728492;90:09000:8:PV-006622846953;
O=C1COc2ccncc2N1,115,90:09000:0:PV-006621990137;90:09002:4:PV-006624354841;90:09003:8:PV-006625815748;
CC12CCC(C1)NC2=O,261,90:09000:0:PV-006621993262;90:09000:5:PV-006622582480;90:09000:8:PV-006622777109;
CC1CNCC1F,138,90:09000:0:PV-006621995133;90:09000:4:PV-003877473768;90:09000:8:PV-006622881601;
CC1CCC2(CC1)OCCO2,350,90:09000:0:PV-006621996354;90:09000:1:PV-006622111602;90:09000:2:PV-006622253153;
C1CC2(C1)CNCCOC2,99,90:09000:0:PV-006621996410;90:09000:1:PV-003031772293;90:09001:6:PV-002548811897;
Clc1ncsc1Cl,2274,90:09000:0:PV-006621998146;90:09000:1:PV-006622090571;90:09000:2:PV-006622185989;
FC1(F)C2COCC21,728,90:09000:0:PV-006621998493;90:09001:1:PV-006623150505;90:09001:1:PV-006623150506;
C1OCC2CC1C2,1056,90:09000:0:PV-006621998583;90:09000:2:PV-006622151952;90:09000:2:PV-006622240834;
c1cc2n(n1)CCO2,1404,90:09000:0:PV-006621999369;90:09000:0:PV-006621999370;90:09000:2:PV-002134789784;
Cc1ccc(Cl)s1,173,90:09000:0:PV-006621999502;90:09000:1:PV-003031781205;90:09000:7:PV-006622639313;
Nc1ncc(F)cn1,97,90:09000:0:PV-006622000079;90:09000:8:PV-006622863542;90:09001:6:PV-006623660727;
CC1CCC(N)CN1,91,90:09000:0:PV-006622000328;90:09001:5:PV-006623429197;90:09002:0:PV-003878010363;
Cn1cnc2c1CCNC2,154,90:09000:0:PV-006622001914;90:09000:4:PV-006622328695;90:09000:4:PV-006622332090;
O=C1CCc2ccccc2N1,1504,90:09000:0:PV-006622002252;90:09000:1:PV-003877356555;90:09000:3:PV-003031805839;
Oc1nscc1Cl,2081,90:09000:0:PV-006622002602;90:09000:0:PV-006622002603;90:09000:2:PV-004134924676;
Clc1cscc1Cl,2015,90:09000:0:PV-006622002771;90:09000:0:PV-006622002772;90:09000:0:PV-006622002773;
C1CC2CNCC(C1)C2,1672,90:09000:0:PV-006622004156;90:09000:1:PV-006622014685;90:09000:1:PV-006622014686;
Cc1ncsc1Cl,25,90:09000:0:PV-006622004761;90:09009:2:PV-006631346755;90:09010:0:PV-006632129049;
Oc1ccc(Cl)cn1,1108,90:09000:0:PV-006622005062;90:09000:1:PV-006622087411;90:09000:1:PV-003877363386;
C1CNC2COCC2N1,1948,90:09000:0:PV-006622006202;90:09000:0:PV-006622006203;90:09000:1:PV-006622076664;
O=C1CC2CCCC1C2,322,90:09000:0:PV-006622006752;90:09000:2:PV-006622277830;90:09001:1:PV-006623109987;
OC1COC2(CCNCC2)C1O,60,90:09000:0:PV-006622007193;90:09000:0:PV-006622007194;90:09002:2:PV-003878065387;
O=C1COc2cccnc2N1,406,90:09000:0:PV-006622007724;90:09000:1:PV-002238284751;90:09000:6:PV-003877516417;
NC1CC2(CCC2)C1,104,90:09000:0:PV-006622008234;90:09001:0:PV-006622964106;90:09003:2:PV-006625150074;
Fc1ccc2c(c1)CCNC2,441,90:09000:0:PV-006622008377;90:09000:1:PV-003877350851;90:09000:4:PV-006622404506;
Cn1cnc2cccnc21,390,90:09000:0:PV-006622008676;90:09000:2:PV-001473779501;90:09000:7:PV-006622752202;
OC12CNCC1C2,199,90:09000:1:PV-006622011230;90:09000:2:PV-006622159136;90:09000:7:PV-006622702317;
CC1COC(C)(C)CO1,385,90:09000:1:PV-006622012756;90:09000:1:PV-006622022003;90:09000:2:PV-006622244204;
Cc1cnc(C)nc1,193,90:09000:1:PV-006622012829;90:09001:0:PV-003031889850;90:09001:1:PV-002497058828;
