fragment_smiles,occurences,example_ligands
CC1NCCS(=O)(=O)C1C,252,92:09200:0:Z2906140477;92:09200:1:Z1235601137;92:09200:3:Z1232820807;
C1CCC2(C1)CCNC2,1663,92:09200:0:Z4312415278;92:09200:1:Z3517507074;92:09200:4:Z4610010226;
Cc1cc(C)c2c(C)csc2n1,226,92:09200:0:Z4467487020;92:09200:2:Z212329736;92:09200:8:Z2016034202;
Cc1cccc2ccnnc12,217,92:09200:0:Z3950852431;92:09200:7:Z3896928962;92:09201:0:Z3844255377;
Cc1nccc(N)n1,568,92:09200:0:Z2459499344;92:09200:1:Z2456649818;92:09200:8:Z4604287602;
O=C1CCc2ccccc2N1,6596,92:09200:0:Z3645928207;92:09200:0:Z993478388;92:09200:1:Z2592100423;
Oc1ccccc1F,2768,92:09200:0:Z3646443997;92:09200:2:Z2932729505;92:09200:3:Z1701305313;
Cc1ccc(F)cc1F,1335,92:09200:0:Z3599090225;92:09200:0:Z1517826688;92:09200:1:Z4346128887;
C1COC2(CCN1)CCSCC2,368,92:09200:0:Z3599090225;92:09200:4:Z3521481196;92:09201:1:Z3661258152;
C1C2CC3CC1CC(C2)C3,425,92:09200:0:Z1412074396;92:09200:3:Z3708951390;92:09200:4:Z1883002459;
C1CC2NC1C1CCC2O1,112,92:09200:0:Z4556744899;92:09201:8:Z4556534158;92:09203:3:Z4556741187;
Cc1nc2cccnc2[nH]1,636,92:09200:0:Z2200711759;92:09200:1:Z4870419662;92:09200:3:Z3888739353;
C1CCN2CCCC2C1,3044,92:09200:0:Z4182871862;92:09200:0:Z2880646591;92:09200:0:Z4621548721;
Cc1ccc(O)c2c1CCCN2,82,92:09200:0:Z4125013012;92:09202:0:Z3500312957;92:09202:4:Z3633736969;
c1cc2n(n1)CCOC2,1057,92:09200:0:Z3502059082;92:09200:1:Z3604685177;92:09200:1:Z3393169147;
FC1(F)CNCCCNC1,24,92:09200:0:Z3320852479;92:09204:7:Z3594226271;92:09217:7:Z4209018915;
C1NCC12CNC2,631,92:09200:0:Z3187095001;92:09200:1:Z4067780986;92:09200:3:Z3619534044;
Clc1cnc2ccccc2c1,235,92:09200:0:Z4446485576;92:09200:2:Z3587058186;92:09201:4:Z2174108776;
Cc1cccc2c1CCCC2,288,92:09200:0:Z2648247519;92:09201:1:Z4207364185;92:09202:0:Z3800101338;
Cc1ccnc2ncnn12,374,92:09200:0:Z2648247519;92:09200:1:Z1240716826;92:09200:5:Z1736659292;
Fc1cc2cccnc2cc1F,143,92:09200:0:Z4406279365;92:09200:8:Z4423936752;92:09201:0:Z4399747070;
Cc1cc(Cl)c2ccccc2n1,52,92:09200:0:Z4137627744;92:09201:0:Z4394013363;92:09201:0:Z3819190425;
Cc1csc2ccccc12,676,92:09200:0:Z1698484691;92:09200:0:Z1266305715;92:09200:2:Z3583648903;
Cc1ccc2ccccc2n1,2763,92:09200:0:Z2230321694;92:09200:0:Z2230569704;92:09200:0:Z1479023684;
Cn1cc2c(n1)CCOC2,1022,92:09200:0:Z3861950920;92:09200:2:Z4149534127;92:09200:6:Z3808312814;
O=S1(=O)CC2(CNC2)C1,245,92:09200:0:Z3356750724;92:09200:2:Z3439559616;92:09200:2:Z3175584530;
Cc1cc(=O)n2nccc2[nH]1,250,92:09200:0:Z1420616599;92:09200:1:Z1140330939;92:09200:5:Z2884230075;
O=C1COc2ccccc2N1,5234,92:09200:0:Z2307397921;92:09200:0:Z3549685077;92:09200:0:Z3207133471;
C1CC2COCC1N2,276,92:09200:0:Z2307397921;92:09200:1:Z2312923385;92:09200:3:Z2918168983;
CC1CCNC2(CC2)C1,65,92:09200:0:Z4094123281;92:09203:8:Z4094119333;92:09206:0:Z4094121162;
CN1CCCC12CCOCC2,470,92:09200:0:Z4869858780;92:09200:2:Z3622505908;92:09201:0:Z3638750758;
Clc1ccc2[nH]ncc2c1,296,92:09200:0:Z3632872685;92:09202:1:Z2046814646;92:09202:6:Z3659822147;
Oc1ccc2c(c1)C1(CC1)CNC2,195,92:09200:0:Z2640087503;92:09200:5:Z2370676809;92:09200:7:Z4291793384;
c1cc2c(s1)CCNC2,3738,92:09200:0:Z4013749921;92:09200:1:Z4471751488;92:09200:3:Z5057764838;
C1CC2CCOC2O1,82,92:09200:0:Z4013749921;92:09200:9:Z4013753649;92:09201:4:Z4013752271;
Nc1cc[nH]c(=O)n1,45,92:09200:0:Z1974331026;92:09202:3:Z1974344707;92:09206:1:Z1820358263;
O=S1(=O)CCC(O)C1,535,92:09200:0:Z992076490;92:09200:2:Z4255091303;92:09200:4:Z3670181718;
C1CCC2(CC1)CCCCO2,1023,92:09200:0:Z3588752232;92:09200:1:Z4492282923;92:09200:1:Z3908742016;
Cn1cnc2ccccc2c1=O,1153,92:09200:0:Z3583272136;92:09200:0:Z1738378604;92:09200:1:Z4210191715;
O=C1NC2CCC1C2,449,92:09200:0:Z3583272136;92:09200:2:Z3618384391;92:09200:2:Z3175574240;
Cc1cccc2c1C(=O)NCCN2,202,92:09200:0:Z1984383065;92:09200:1:Z4244366905;92:09200:3:Z4114594655;
CN1CC2(CNC2)C(F)(F)C1=O,274,92:09200:0:Z3589596685;92:09200:2:Z3589599481;92:09201:3:Z3589590978;
CC1CNCCc2ccccc21,440,92:09200:0:Z4072116762;92:09200:5:Z3948082093;92:09200:8:Z2197693182;
O=C1NCCC12CCC2,429,92:09200:0:Z4072116762;92:09200:1:Z4028648623;92:09200:5:Z4028631092;
Cc1ccc(=O)n(C)c1,317,92:09200:0:Z3591080931;92:09201:4:Z3515115831;92:09201:8:Z2056113230;
Cc1cocn1,7801,92:09200:0:Z3470923926;92:09200:0:Z4252333013;92:09200:0:Z3611137612;
CN1CC23CCCC2(CNC3)C1,196,92:09200:0:Z3346193120;92:09200:3:Z3613923392;92:09200:8:Z3572374026;
Cc1cc2nccn2cc1C,219,92:09200:0:Z3938218153;92:09200:1:Z3818324333;92:09200:5:Z4024161862;
CC1(C)CCCC(O)C1,574,92:09200:0:Z1779353113;92:09200:1:Z2218517180;92:09200:1:Z3644094226;
C1COCC2(CC2)N1,1406,92:09200:0:Z4175456758;92:09200:1:Z4175583605;92:09200:1:Z4156358401;
Cc1ccc2c(c1)NCCCO2,194,92:09200:0:Z4112930548;92:09201:2:Z1883834240;92:09201:3:Z3083372134;
c1ccn2ncnc2c1,2042,92:09200:0:Z4095425231;92:09200:1:Z4472765762;92:09200:1:Z4634780777;
c1onc2c1CCCC2,384,92:09200:0:Z2911389284;92:09200:1:Z2637652414;92:09200:1:Z4278854954;
C1CC2CNCC2C1,5683,92:09200:0:Z3319640456;92:09200:0:Z4125272989;92:09200:1:Z5001392244;
CC1(C)CNc2ccccc2S1,62,92:09200:0:Z4112546181;92:09200:7:Z1393249193;92:09202:6:Z4112548025;
Cn1c(=O)oc2ccc(F)cc21,163,92:09200:0:Z2841132641;92:09201:0:Z3842144109;92:09201:5:Z2748393520;
FC1(F)CCCC2CC21,322,92:09200:0:Z4018281217;92:09200:1:Z3871025211;92:09200:3:Z3912646283;
O=S1(=O)CCC1,2928,92:09200:0:Z4224493687;92:09200:1:Z3353183592;92:09200:2:Z4254176261;
CC1COc2ccccc2O1,822,92:09200:0:Z3367938017;92:09200:1:Z3680214916;92:09200:2:Z2905367422;
O=C1CCCC2(CCC2)N1,583,92:09200:0:Z3443598869;92:09200:1:Z3051774299;92:09200:1:Z2017976414;
Cc1cn2ncccc2n1,421,92:09200:0:Z2911354518;92:09200:0:Z1873472075;92:09200:1:Z1936654627;
Clc1cccc2c1OCCO2,1805,92:09200:0:Z2707837938;92:09200:0:Z2932288294;92:09200:1:Z1172584163;
Oc1c(F)cccc1F,396,92:09200:0:Z4477438408;92:09200:3:Z3543711462;92:09200:6:Z3915432528;
FC1(F)C2CCNCC21,745,92:09200:0:Z4621466509;92:09200:8:Z2829321342;92:09200:9:Z4609288201;
CC1(C)OCCO1,4060,92:09200:0:Z3369671007;92:09200:0:Z4110274786;92:09200:0:Z3571121439;
Cc1ccc2c(c1)CCO2,490,92:09200:0:Z3440429701;92:09200:1:Z1431990668;92:09200:2:Z1432955094;
Cc1cnc(O)s1,108,92:09200:0:Z3352146334;92:09200:9:Z3687736434;92:09201:5:Z2773855556;
Cc1cc2c(=O)[nH]cnc2o1,153,92:09200:0:Z1103712739;92:09200:7:Z4471842951;92:09202:4:Z3603078209;
O=c1[nH]ccn2nccc12,455,92:09200:0:Z3784878293;92:09200:1:Z3194213341;92:09200:1:Z3340102896;
Nc1ccnc(O)c1Cl,48,92:09200:0:Z4294336282;92:09205:8:Z4288380228;92:09206:6:Z4244909526;
CN1CCC(=O)NC2CNCCC21,305,92:09200:0:Z4194772758;92:09201:1:Z4191123990;92:09201:1:Z4191121076;
Nc1cn[nH]c1,1315,92:09200:0:Z2595777571;92:09200:1:Z3888787526;92:09200:1:Z3865539064;
Cc1cc2ccoc2cc1C,608,92:09200:0:Z1082647936;92:09200:1:Z1718273582;92:09200:1:Z4599946449;
Fc1cnccc1Cl,461,92:09200:0:Z4266911198;92:09200:1:Z1975369334;92:09200:5:Z2457038552;
O=c1cc[nH]cc1,561,92:09200:0:Z1677841366;92:09200:0:Z4185335910;92:09200:3:Z3204873839;
CC1CC2CCC1C2,721,92:09200:0:Z4329740185;92:09200:1:Z5045458235;92:09200:2:Z3612326926;
CC1CCCC(C)(C)C1=O,64,92:09200:0:Z2498472371;92:09200:0:Z2498477584;92:09201:9:Z3381911777;
Cc1cc(N)[nH]n1,423,92:09200:0:Z3888889753;92:09201:3:Z4192280049;92:09201:4:Z4206802534;
C1CC2(CCN1)COC2,441,92:09200:0:Z3848782934;92:09200:4:Z3019756916;92:09200:4:Z4127322437;
CC1CCCc2ccnn21,708,92:09200:0:Z3839334360;92:09200:0:Z4022150033;92:09200:3:Z4665664839;
C1CNC2(C1)CC2,1091,92:09200:0:Z3795977871;92:09200:2:Z3911222456;92:09200:2:Z3898961241;
CN1C2CCCC1CNCC2,197,92:09200:0:Z4418845924;92:09200:1:Z4224455599;92:09200:3:Z4224441168;
O=C1CCC=NN1,221,92:09200:0:Z1890125734;92:09200:3:Z2707224549;92:09201:5:Z1683264410;
CC1CC1C,892,92:09200:0:Z2718844838;92:09200:3:Z3642596859;92:09200:3:Z4023101469;
Cc1cc(C)n(C)c(=O)c1,414,92:09200:0:Z4178540120;92:09200:3:Z4176011875;92:09200:6:Z4492986122;
Cc1ncn2ccccc12,227,92:09200:0:Z4178540120;92:09201:3:Z3590472269;92:09201:4:Z3043536502;
Cc1cc2scnc2s1,94,92:09200:0:Z1363033018;92:09200:6:Z1731860373;92:09201:2:Z4403042399;
C1CCCC2(CC1)OCCO2,403,92:09200:0:Z3589063903;92:09200:4:Z4255199912;92:09200:8:Z3598571424;
Fc1cccc2c1CNCC2,1010,92:09200:0:Z3793854214;92:09200:1:Z2981109202;92:09200:2:Z4087751546;
O=C1CNCC2COCCN12,387,92:09200:0:Z4111091839;92:09200:6:Z3714201764;92:09201:2:Z3650229675;
c1ccc2c(c1)NCCCO2,200,92:09200:0:Z4111091839;92:09200:5:Z2319652841;92:09200:7:Z4030030111;
c1nnc2n1CCOC2,1919,92:09200:0:Z1843391735;92:09200:0:Z4962138060;92:09200:0:Z4962135729;
CC1Cc2ccccc2N1,1848,92:09200:0:Z4127289280;92:09200:0:Z4430014280;92:09200:0:Z3574143191;
O=C1CNC2CCCCC2N1,356,92:09200:0:Z1411887885;92:09200:0:Z1411901927;92:09200:3:Z4620955749;
O=C1CCCc2cc(F)ccc2N1,61,92:09200:0:Z3363036045;92:09202:5:Z3806934310;92:09203:3:Z3509643475;
Cc1cn2ccsc2n1,1162,92:09200:0:Z1626770375;92:09200:2:Z2788207020;92:09200:2:Z2965487910;
O=c1[nH]ccc2c1CNCC2,328,92:09200:0:Z3205929846;92:09200:1:Z3175966595;92:09200:6:Z5017536771;
CC1(C)CCc2ccc(=O)[nH]c2C1,177,92:09200:0:Z3358884975;92:09200:3:Z3606091151;92:09200:9:Z3356732238;
O=c1[nH]ccc2ccccc12,2175,92:09200:0:Z2921536734;92:09200:2:Z2841382430;92:09200:3:Z1932324657;
CC1CC(N)CN1,111,92:09200:0:Z2872847418;92:09200:3:Z2772969319;92:09200:6:Z2873279835;
C1CN2CCC1C2,943,92:09200:0:Z2890947864;92:09200:1:Z4484378196;92:09200:1:Z2916236542;
c1ccc2c(c1)OCCC21CC1,953,92:09200:0:Z3819958079;92:09200:0:Z3820026128;92:09200:1:Z3819955140;
Cc1cc(=O)n2ccsc2n1,224,92:09200:0:Z2207321508;92:09200:7:Z3879654816;92:09201:5:Z5054239425;
CC1(C)CCc2occc2C1=O,241,92:09200:0:Z4019163717;92:09200:8:Z4571834426;92:09201:1:Z4017628438;
C1COC2(C1)COC2,671,92:09200:0:Z4019163717;92:09200:1:Z2921613287;92:09200:2:Z2988919351;
Clc1ccn2nccc2c1,227,92:09200:0:Z2173172847;92:09200:0:Z2785246878;92:09200:6:Z2176314947;
Cc1cnc(C)o1,1022,92:09200:0:Z3535060569;92:09200:1:Z2600699495;92:09200:2:Z4140153167;
O=C1CC2(CCOC2)C1,160,92:09200:0:Z4264769451;92:09200:4:Z4278230364;92:09200:9:Z4264191009;
CC1(C)CC(N)CCO1,383,92:09200:0:Z4208154483;92:09200:5:Z4207862556;92:09200:7:Z4205282051;
Fc1cc(F)c2ccoc2c1,142,92:09200:0:Z3368295027;92:09200:5:Z3293248168;92:09200:8:Z4051160925;
Cc1cn2ccncc2n1,317,92:09200:0:Z1870455399;92:09200:2:Z2803473999;92:09200:4:Z1870014018;
c1nc2c(s1)CCCC2,4050,92:09200:0:Z3361694053;92:09200:0:Z1422134485;92:09200:1:Z4449893177;
CC1(C)OCc2ccccc21,380,92:09200:0:Z4638982960;92:09200:2:Z4639004978;92:09200:3:Z4639293379;
CC1Oc2ccccc2C1C,589,92:09200:0:Z152408914;92:09200:4:Z4227894866;92:09200:5:Z4424436753;
O=c1[nH]nco1,1166,92:09200:0:Z4021932364;92:09200:2:Z3514715142;92:09200:3:Z1368601218;
O=S1(=O)CC2CCNCC2C1,369,92:09200:0:Z3095397540;92:09200:4:Z2793679486;92:09200:6:Z4128981444;
C1CCC2(CC1)CCNC2,1490,92:09200:0:Z4215405546;92:09200:0:Z3346019649;92:09200:1:Z4217227749;
c1ccn2cncc2c1,2596,92:09200:0:Z4230240818;92:09200:0:Z283204072;92:09200:0:Z4269510841;
CC1CCCC(=O)N1,1988,92:09200:0:Z2349708494;92:09200:1:Z4166972689;92:09200:2:Z1997263592;
Fc1cccc2c1NCCO2,163,92:09200:0:Z1413104271;92:09200:1:Z4112994881;92:09201:3:Z1883927780;
C1CC2(C1)CCOC2,2752,92:09200:0:Z3669324357;92:09200:0:Z3774497800;92:09200:1:Z3576110144;
Oc1cccnc1,2288,92:09200:0:Z1720176861;92:09200:1:Z4292178174;92:09200:1:Z1565096734;
O=c1cccc2n1CCCC2,351,92:09200:0:Z4111776420;92:09200:2:Z4108401666;92:09200:7:Z4108130086;
Cc1cnc(C)s1,1237,92:09200:0:Z1498156223;92:09200:0:Z1497792218;92:09200:1:Z1498634031;
Cc1ccnc2cccnc12,42,92:09200:0:Z3395037483;92:09204:4:Z3080125677;92:09206:2:Z3395806246;
C1CC2CCC(C1)OC2,172,92:09200:0:Z2979734784;92:09200:4:Z2979729789;92:09200:6:Z2966174181;
Cc1cc(C)n2ccncc12,246,92:09200:0:Z4317329560;92:09201:1:Z4324008417;92:09202:0:Z4319791654;
Cc1nn(C)c2sccc12,392,92:09200:0:Z3092038735;92:09200:1:Z3585667730;92:09200:4:Z1139313369;
Fc1cnc2cccnc2c1,370,92:09200:0:Z2297491063;92:09200:2:Z2881676158;92:09200:2:Z2089842801;
NC12CCCC1(F)CNC2,119,92:09200:0:Z4908106702;92:09200:7:Z4449111883;92:09201:3:Z4449104247;
C1CCC2(C1)CCCO2,1936,92:09200:0:Z2956929448;92:09200:1:Z2860694955;92:09200:2:Z3681389767;
Cc1cc(C)n2ccnc2n1,438,92:09200:0:Z4275694135;92:09200:1:Z5058430246;92:09200:2:Z1584140700;
CC1(C)CC(=O)c2ccccc2O1,278,92:09200:0:Z4291597665;92:09200:0:Z4106548501;92:09200:2:Z2843136538;
c1ccc2c(c1)NCCCS2,155,92:09200:0:Z1066568048;92:09200:2:Z4125878160;92:09200:6:Z73339595;
OC1CNC2(CCCC2)CC1O,214,92:09200:0:Z4094818622;92:09200:1:Z4094817023;92:09200:1:Z3882197306;
Nc1csc2ncccc12,249,92:09200:0:Z3629163166;92:09200:2:Z3544539752;92:09200:7:Z3533719264;
c1cnc2cnccc2c1,1146,92:09200:0:Z4260456795;92:09200:0:Z4260468724;92:09200:1:Z2217832355;
CC1COc2ccccc21,1454,92:09200:0:Z4274499357;92:09200:1:Z1618850298;92:09200:1:Z4256065473;
C1COC2(C1)CNC2,1571,92:09200:0:Z2818689387;92:09200:1:Z2646166928;92:09200:2:Z3383103565;
CC12CCCCC1CN2,146,92:09200:0:Z2722662034;92:09200:1:Z3360974968;92:09200:2:Z4384005197;
CN1CCCNCC1,1505,92:09200:0:Z3186671182;92:09200:0:Z3438739057;92:09200:0:Z1352955323;
CC1CCS(=O)(=O)C1,655,92:09200:0:Z1692001153;92:09200:1:Z4206059320;92:09200:2:Z2764212014;
Fc1cccc2c1CCN2,372,92:09200:0:Z1692001153;92:09200:1:Z1883028115;92:09200:3:Z4194208629;
O=c1[nH]ccc2occc12,160,92:09200:0:Z2769590034;92:09200:3:Z5059666607;92:09200:4:Z1673268879;
NC1CCCC2CNCC12,211,92:09200:0:Z3046366562;92:09200:7:Z2355161053;92:09201:2:Z4188456927;
FC1COc2ccccc2C1,315,92:09200:0:Z3046366562;92:09200:8:Z4447878015;92:09200:9:Z4125127701;
Cc1n[nH]c(=O)c2ccccc12,201,92:09200:0:Z3089636061;92:09200:9:Z1170069392;92:09201:6:Z1588296262;
OC1CCCNc2ccc(F)cc21,92,92:09200:0:Z4093137612;92:09201:8:Z2828689727;92:09202:3:Z2357890547;
Cc1n[nH]c(C)n1,2516,92:09200:0:Z4147509077;92:09200:0:Z2143534575;92:09200:1:Z2876833205;
C1CC2(CN1)COC2,1099,92:09200:0:Z2275833696;92:09200:1:Z2633962334;92:09200:2:Z3132161772;
O=C1CCc2ccccc2C1,31,92:09200:0:Z3357349295;92:09202:0:Z3567632563;92:09203:5:Z4984204075;
CC1=NOC(C)C1,446,92:09200:0:Z3656872571;92:09200:3:Z3366705690;92:09200:4:Z3046498957;
Cc1cc(C)n2ncnc2n1,1325,92:09200:0:Z3656872571;92:09200:0:Z1796284882;92:09200:2:Z3522136473;
c1ccc2c(c1)OCCCCO2,137,92:09200:0:Z3365342403;92:09202:1:Z4482962784;92:09204:4:Z2259109477;
CN1CCC(O)C1,1212,92:09200:0:Z3059572321;92:09200:1:Z3175812439;92:09200:2:Z3174940275;
O=C1NCCC12CCNC2,367,92:09200:0:Z4051138958;92:09200:1:Z4026758664;92:09200:2:Z4026763988;
Fc1ccc2c(c1)OCC2,644,92:09200:0:Z4405672047;92:09200:2:Z4178071529;92:09200:3:Z4406016317;
C1=CNCC1,363,92:09200:0:Z4215923091;92:09200:0:Z3702574907;92:09200:8:Z4508448559;
CC1CCCC(C)O1,2440,92:09200:0:Z2482137282;92:09200:0:Z2946580681;92:09200:1:Z3844853430;
C1CCC2(C1)CNC2,1388,92:09200:0:Z4060215414;92:09200:0:Z3555678307;92:09200:2:Z4993692569;
c1cc2c3c(c1)NCCC3CCC2,81,92:09200:0:Z1886729765;92:09201:8:Z4114557848;92:09202:7:Z1886721085;
Fc1ccc2ocnc2c1,473,92:09200:0:Z1542034114;92:09200:0:Z1205152972;92:09200:0:Z1422155530;
C1CC2CCOCC2CN1,361,92:09200:0:Z4200252286;92:09200:2:Z4194296431;92:09200:2:Z4192214968;
C1Cc2[nH]nnc2CN1,459,92:09200:0:Z4115168799;92:09200:0:Z3140825940;92:09200:4:Z3052139717;
CC1(C)CC(N)CCN1,103,92:09200:0:Z4635552935;92:09200:1:Z4860077611;92:09200:2:Z4643302335;
CC1(C)OCCCO1,1891,92:09200:0:Z1670895541;92:09200:0:Z3083719650;92:09200:1:Z4417386093;
CC1CCNCCO1,578,92:09200:0:Z3621830219;92:09200:4:Z2953394396;92:09200:5:Z3621830591;
Nc1cncnc1N,5,92:09200:0:Z4025861539;92:09217:4:Z4025961478;92:09242:5:Z3451214716;
CC1CNCCS1=O,459,92:09200:0:Z2106514033;92:09200:1:Z2407562700;92:09200:1:Z2106607759;
C1CC2CCN(C1)C2,936,92:09200:0:Z4199491883;92:09200:1:Z3362373254;92:09200:1:Z3362373252;
CC1CCS(=O)(=O)CCN1,215,92:09200:0:Z1870690739;92:09200:1:Z1873038956;92:09200:2:Z1870689295;
Fc1cccc2c1OCC2,323,92:09200:0:Z1266376295;92:09200:4:Z1903869534;92:09200:5:Z2045300133;
Cn1ccccc1=O,4365,92:09200:0:Z3367596929;92:09200:0:Z1763429407;92:09200:0:Z4386529399;
Fc1ccc2c(c1)OCCCC2,308,92:09200:0:Z1607520867;92:09200:2:Z3441517541;92:09200:5:Z1607851339;
Cc1ccc(C)o1,2714,92:09200:0:Z1941408792;92:09200:0:Z1601677091;92:09200:0:Z3207845217;
O=C1CC2(CCCCC2)C1,393,92:09200:0:Z3530962684;92:09200:3:Z3796662043;92:09200:7:Z3541334167;
O=S1(=O)CCC2(CCCN2)CC1,361,92:09200:0:Z3174347680;92:09200:1:Z4178204330;92:09201:2:Z3175577932;
Clc1cccc2c1OCC2,244,92:09200:0:Z4206082693;92:09200:2:Z2698479245;92:09200:2:Z1407922040;
FC1(F)CCC2CC21,1040,92:09200:0:Z3818836941;92:09200:0:Z4349890211;92:09200:0:Z3912477946;
CC1=NOCC1,863,92:09200:0:Z4484264402;92:09200:2:Z3671289155;92:09200:3:Z4485100689;
C1CCC2NCCCC2C1,1811,92:09200:0:Z4623032732;92:09200:2:Z3697152407;92:09200:2:Z3785744259;
CC1CNCC(=O)N1C,476,92:09200:0:Z3372733881;92:09200:3:Z3191453223;92:09200:3:Z4112811268;
CC1(C)CCNCCO1,273,92:09200:0:Z3185468701;92:09200:4:Z3619321500;92:09200:5:Z3619321244;
c1cc2n(n1)CCC2,2323,92:09200:0:Z2287816427;92:09200:1:Z3315092999;92:09200:1:Z4109071866;
CC1(C)CNC(C)(C)C1,182,92:09200:0:Z3694945611;92:09200:2:Z3716051743;92:09201:3:Z3661425548;
c1cnc2c(c1)OCCO2,1449,92:09200:0:Z2497609770;92:09200:1:Z2644751830;92:09200:1:Z4451342777;
Cc1ccc(C)s1,2900,92:09200:0:Z3297348408;92:09200:0:Z2836786749;92:09200:1:Z2297888926;
O=C1CNCC2CCCCN12,319,92:09200:0:Z3651804734;92:09201:0:Z3649019385;92:09201:3:Z4305306585;
CC1(C)CNCC(=O)N1,597,92:09200:0:Z3850994324;92:09200:1:Z3318277884;92:09200:2:Z4319621712;
Cc1cn2c(n1)CCCC2,2006,92:09200:0:Z3197039123;92:09200:0:Z3060181373;92:09200:1:Z3191540641;
c1cnc2[nH]ccc2c1,3769,92:09200:0:Z4109759059;92:09200:1:Z1728786322;92:09200:1:Z3653169098;
CC1(C)CCC2CNCc3cccc1c32,47,92:09200:0:Z4326977119;92:09200:0:Z4326977118;92:09200:7:Z4027037735;
CN1CCC2(CCNC2)CC1,391,92:09200:0:Z2639590684;92:09201:0:Z3670024099;92:09201:1:Z3869263684;
C1CC2CCCC2C1,1422,92:09200:0:Z4385249761;92:09200:0:Z4174199856;92:09200:1:Z4214458597;
Cc1ncnc2ccccc12,792,92:09200:0:Z286436824;92:09200:1:Z2168959902;92:09200:3:Z1419928742;
O=S1(=O)CCC12CCOCC2,330,92:09200:0:Z4312438627;92:09200:1:Z3323895020;92:09200:9:Z3611379076;
CC12CNCC1CNC2,317,92:09200:0:Z2794501598;92:09200:1:Z2873222933;92:09200:2:Z3776285448;
C1CC2CNOC2C1,137,92:09200:0:Z3105701261;92:09200:7:Z3102502249;92:09201:7:Z3105412366;
CC1CCNCC1C,621,92:09200:0:Z4600911397;92:09200:6:Z4579973236;92:09200:6:Z4575436850;
Cn1ncc2c1CCCN2,677,92:09200:0:Z3830842744;92:09200:3:Z4250069627;92:09200:6:Z4277923123;
C1=Cc2ccccc2C1,349,92:09200:0:Z3199499972;92:09200:0:Z3683510209;92:09201:6:Z3199501235;
Cn1ncc2ncncc21,262,92:09200:0:Z3556236219;92:09201:0:Z4362915486;92:09202:9:Z4403630390;
C1CC2CNCC(CN1)C2,232,92:09200:0:Z5038036160;92:09200:6:Z5043439105;92:09201:1:Z5043302674;
Clc1cccc2c1OCCCO2,1106,92:09200:0:Z1161569067;92:09200:0:Z2079753568;92:09200:0:Z2079797980;
C1CCC2(CCNCC2)OC1,1196,92:09200:0:Z3095025832;92:09200:0:Z3618086912;92:09200:1:Z4055440292;
CC1CCN1,1917,92:09200:0:Z4576856392;92:09200:0:Z3510326428;92:09200:1:Z4011347159;
CC1NCCc2cccc(F)c21,212,92:09200:0:Z3791142398;92:09200:2:Z1243761895;92:09201:9:Z1367097216;
c1cc2c(cn1)CNCC2,806,92:09200:0:Z3791142398;92:09200:2:Z3777179642;92:09200:2:Z3205970834;
c1cnc2c(c1)CNCCO2,197,92:09200:0:Z1695725429;92:09200:3:Z2711721379;92:09200:5:Z4162186741;
CC1NC=NNC1=O,92,92:09200:0:Z2781284000;92:09203:4:Z2088369033;92:09203:8:Z4219831444;
Cn1cc2c(n1)CCNC2,798,92:09200:0:Z3651938042;92:09200:1:Z4250140711;92:09200:3:Z3517414003;
Oc1cnccn1,316,92:09200:0:Z3785191136;92:09200:1:Z3851318439;92:09200:3:Z4099692326;
Cc1csc(=O)[nH]1,1033,92:09200:0:Z1684423449;92:09200:1:Z1402183094;92:09200:1:Z2931460000;
C1CC2CCC1O2,5168,92:09200:0:Z3644289663;92:09200:0:Z4522444978;92:09200:1:Z4394746029;
CC1CCCNS1(=O)=O,347,92:09200:0:Z3355826291;92:09200:2:Z4995375194;92:09200:3:Z3874551845;
NC1CNC2(CCCCC2)C1,78,92:09200:0:Z4079410989;92:09200:6:Z3498707849;92:09200:6:Z4153382000;
C1CCC2(C1)CCCC2,344,92:09200:0:Z4270578674;92:09200:1:Z4590363335;92:09200:3:Z3603053761;
CC1CCc2ncsc2C1,932,92:09200:0:Z3058772588;92:09200:3:Z1763562515;92:09200:4:Z3195552791;
CN1CC2CNCC2C1,419,92:09200:0:Z1907507923;92:09200:2:Z2497216296;92:09200:2:Z2959135357;
CC1CCNC1C,234,92:09200:0:Z4379807977;92:09200:2:Z2184691164;92:09200:4:Z1368036065;
Cc1ccc2ccoc2c1,545,92:09200:0:Z3591288610;92:09200:1:Z2175911311;92:09200:4:Z3701021457;
CC1(C)CC2(CCC2)C1,533,92:09200:0:Z4071492482;92:09200:0:Z4411473918;92:09200:4:Z3047400733;
O=C1CC2(CCCCC2)CN1,911,92:09200:0:Z4071492482;92:09200:1:Z3629345730;92:09200:3:Z4069470179;
CN=S1(=O)CCC2(CC1)CNCCO2,231,92:09200:0:Z3416611166;92:09200:1:Z4166972689;92:09200:2:Z3415053537;
O=C1NCc2ccccc2N1,378,92:09200:0:Z3482436672;92:09200:1:Z1154535236;92:09200:3:Z4044955299;
FC1CNCC12CCC2,758,92:09200:0:Z2595643080;92:09200:2:Z3679871622;92:09200:3:Z2595642047;
Cc1nncs1,4379,92:09200:0:Z4147066968;92:09200:1:Z2205524493;92:09200:1:Z3389185683;
Cc1coc2ccc(Cl)cc12,268,92:09200:0:Z900081018;92:09200:3:Z3703495746;92:09200:6:Z2200793512;
