fragment_smiles,occurences,example_ligands
Fc1cc2nc[nH]c2cc1F,636,92:09200:4:Z286204746;92:09200:5:Z3298386158;92:09200:7:Z4111952305;
Nc1cc2c(cn1)CCC2,156,92:09200:4:Z4122194093;92:09201:5:Z4124490919;92:09202:2:Z4124455784;
NC1CCCOC1,467,92:09200:4:Z2794523115;92:09200:6:Z3807169378;92:09200:7:Z5017780581;
O=C1NCCCNCC1(F)F,319,92:09200:4:Z4485614151;92:09201:7:Z3205886485;92:09202:2:Z3091592132;
OC1CNCCNC1,302,92:09200:4:Z3055419693;92:09201:3:Z3101086764;92:09201:5:Z3139130325;
Clc1csnc1Cl,137,92:09200:4:Z3055419693;92:09202:2:Z2478794322;92:09203:2:Z2479049217;
C1CCC2(CCOCC2)CNC1,320,92:09200:4:Z3709413489;92:09200:5:Z3700057901;92:09200:5:Z4491741675;
Cn1c2ccccc2c2ccsc21,103,92:09200:4:Z2046484114;92:09201:4:Z65781892;92:09203:0:Z4053555281;
C1CN2CCC1CC2,713,92:09200:4:Z1175801564;92:09200:5:Z3474675346;92:09200:6:Z4136628855;
CC1CCCC1N,183,92:09200:4:Z2605790680;92:09200:7:Z3137987761;92:09201:5:Z2605598598;
CC1(C)C2CNCC21,237,92:09200:4:Z3153836123;92:09200:7:Z4021211755;92:09201:1:Z3137490043;
Clc1cnc2n1CCCC2,311,92:09200:4:Z3867331376;92:09201:6:Z2960925086;92:09201:6:Z2963163345;
Cn1ccc2ccc(F)cc21,206,92:09200:4:Z1719173751;92:09200:7:Z1716151009;92:09200:7:Z1719834328;
Clc1ccc2c(c1)CCN2,222,92:09200:4:Z2838030395;92:09200:5:Z2089164141;92:09201:8:Z2077572112;
Fc1cc(F)c2c(c1)NCCO2,109,92:09200:4:Z3086135867;92:09200:6:Z4127466466;92:09204:8:Z4127459452;
FC1(F)CNCCSC1,109,92:09200:4:Z4418537068;92:09200:4:Z4418540812;92:09200:8:Z4474667143;
CC1(O)CCNCC1(C)O,275,92:09200:4:Z4478398804;92:09201:5:Z4466474745;92:09201:7:Z4478386721;
CC1CC(F)CN1,149,92:09200:4:Z4215216956;92:09200:4:Z4215216774;92:09202:2:Z4214228568;
Cc1csc2cncn12,161,92:09200:4:Z3843689330;92:09201:2:Z3780671284;92:09201:5:Z4124438385;
CC1CC(=O)CCN1,85,92:09200:4:Z2919714381;92:09202:1:Z4396360398;92:09202:4:Z2919714474;
NC1CC2CCC(C1)C2,528,92:09200:4:Z2364512385;92:09200:6:Z3515347306;92:09200:6:Z3515347321;
CN1C(=O)CCCc2occc21,291,92:09200:4:Z3547446980;92:09200:4:Z4772351785;92:09200:4:Z3584588691;
CC1CN(C)C(=O)CN1,396,92:09200:4:Z1781362187;92:09200:6:Z5044093066;92:09200:7:Z1780199547;
CC1(O)CCNCC1O,179,92:09200:4:Z4964547608;92:09200:8:Z4961369450;92:09201:8:Z4961371659;
Clc1ncc2c(n1)OCC2,49,92:09200:4:Z4641316984;92:09201:9:Z4641451744;92:09204:2:Z4641450031;
Clc1ccc(Cl)c2ncccc12,24,92:09200:4:Z1627250834;92:09203:2:Z1618199920;92:09210:8:Z1618205873;
NC1CCCNC1=O,152,92:09200:4:Z3514866221;92:09201:5:Z3512910610;92:09201:8:Z3701293796;
O=S1(=O)CCN2C=CC=CC2=N1,24,92:09200:4:Z1661146013;92:09200:5:Z2617465926;92:09203:1:Z1890508973;
C1COC2(CCOCC2)N1,171,92:09200:4:Z4489697566;92:09201:3:Z3583419318;92:09201:6:Z4255874946;
O=C1CC2CCC1CC2,360,92:09200:5:Z4517301083;92:09201:2:Z4111909301;92:09201:3:Z4508898846;
O=S1C2CCNCC1CC2,333,92:09200:5:Z4110801986;92:09200:8:Z2995823225;92:09200:8:Z2780821625;
CC1CNCC2(CCOC2C)O1,325,92:09200:5:Z4403941011;92:09200:5:Z2479724931;92:09200:5:Z2409856067;
c1cnc2cnoc2c1,72,92:09200:5:Z4403941011;92:09202:5:Z4924122190;92:09202:6:Z4403942272;
CN1CCNC(C)(C)C1,175,92:09200:5:Z4384784207;92:09200:5:Z1555836353;92:09202:1:Z1556830826;
CC1(C)CCCC1O,237,92:09200:5:Z3044836832;92:09200:8:Z2292676298;92:09201:8:Z2640531074;
C1CC2(CCN1)CCO2,169,92:09200:5:Z4971889890;92:09200:7:Z4971884419;92:09201:2:Z4216144139;
CN1CCC2(CCNC2)C1,537,92:09200:5:Z4448279622;92:09200:6:Z3085441731;92:09201:0:Z2201274629;
Cc1ccc2ccc(Cl)cc2n1,150,92:09200:5:Z1337037855;92:09201:3:Z339644388;92:09201:6:Z3520988439;
Cc1ccc2[nH]ccc2c1C,237,92:09200:5:Z1885590919;92:09201:0:Z4029530536;92:09201:2:Z1860257985;
Fc1cnc2ccccc2n1,49,92:09200:5:Z2770629546;92:09201:2:Z3561016772;92:09203:3:Z2769909717;
CC1CCC2(CCC2)CN1,135,92:09200:5:Z4344865634;92:09201:0:Z4352711750;92:09201:9:Z4352717094;
NC1CCNc2ccc(Cl)cc21,69,92:09200:5:Z4215885993;92:09201:4:Z4215875291;92:09202:6:Z4215874007;
Cc1ccnc2c1CCN2,175,92:09200:5:Z4889510337;92:09202:1:Z2325334240;92:09202:2:Z4126693885;
OC1CCC12CCOCC2,427,92:09200:5:Z3950210403;92:09200:8:Z2931536054;92:09201:1:Z2917545828;
C1CNCCC2(C1)CC2,209,92:09200:5:Z2810094176;92:09201:0:Z2811790626;92:09201:5:Z2722743248;
c1cnc2ncoc2c1,204,92:09200:5:Z4292915410;92:09200:9:Z4294197814;92:09201:0:Z4286337484;
Cc1cc2ccsc2s1,152,92:09200:5:Z2779814231;92:09203:5:Z2964690816;92:09203:6:Z2770742716;
CC1(C)C(O)C2CCNC21,569,92:09200:5:Z4386973347;92:09200:5:Z4386967014;92:09200:5:Z4026865743;
Cc1cc(F)c2c(c1)CCNC2,149,92:09200:5:Z3619138708;92:09200:6:Z3141279701;92:09200:7:Z3060363989;
Oc1cc2ccccc2cn1,161,92:09200:5:Z2876808672;92:09200:5:Z3713851424;92:09201:2:Z3092903412;
Fc1ccc2c(c1)CCCCO2,307,92:09200:5:Z1273658076;92:09200:5:Z1305804776;92:09201:0:Z3654061012;
CC1CCNCCC1(F)F,209,92:09200:5:Z3626713971;92:09200:6:Z3681368161;92:09202:1:Z3626714609;
C1COC2CNCC2N1,594,92:09200:5:Z4028393948;92:09201:0:Z2378799726;92:09201:0:Z2826238384;
Cc1coc2c1ccc1ccccc12,56,92:09200:5:Z1174764793;92:09201:2:Z2783131462;92:09201:8:Z29194088;
O=C1CCC2(CNC2)N1,248,92:09200:5:Z3623190417;92:09200:9:Z3623195554;92:09201:5:Z3623190483;
c1ncc2c[nH]nc2n1,117,92:09200:5:Z3493124563;92:09200:9:Z3493112474;92:09201:0:Z3493113138;
c1ccc2c(c1)NCCS2,921,92:09200:5:Z1103080991;92:09200:5:Z4431624432;92:09200:6:Z2016292516;
CC12CCCN1S(=O)(=O)CC2,650,92:09200:5:Z3576329941;92:09200:5:Z3576330037;92:09200:5:Z3582863567;
CC1NCCc2sccc21,95,92:09200:5:Z1066620844;92:09201:0:Z4508604001;92:09202:8:Z2697916672;
C1CNCC2(C1)CNC2,294,92:09200:5:Z4028912726;92:09201:0:Z4028875310;92:09201:3:Z4122621200;
OC1CNOC1,88,92:09200:5:Z3848352552;92:09200:8:Z3848362446;92:09201:1:Z3848349801;
CC1NCCc2cc(F)ccc21,199,92:09200:5:Z2004197675;92:09200:7:Z3351521255;92:09200:9:Z2174310882;
FC=C1CCOCC1,419,92:09200:5:Z4879166681;92:09200:6:Z4879143632;92:09200:6:Z4877120984;
CC1CCC(N)C1,192,92:09200:5:Z3292961236;92:09202:0:Z3102523475;92:09202:2:Z4030143068;
C1CC2CCC2CN1,214,92:09200:5:Z3102094616;92:09200:9:Z4178572973;92:09201:3:Z4178573809;
Cc1cn2nccc2cn1,126,92:09200:5:Z3392025481;92:09201:2:Z3870389124;92:09201:8:Z3561161234;
O=C1CCC2SCCN12,368,92:09200:5:Z1843716427;92:09200:5:Z1823874941;92:09200:5:Z1146815495;
CC1(C)CNc2cccnc21,206,92:09200:5:Z4275522619;92:09200:5:Z4132318822;92:09200:7:Z4051704563;
C1CC2(CCN1)CCNC2,897,92:09200:5:Z2466124718;92:09200:8:Z2440737078;92:09200:9:Z4056273931;
Cc1nccc(O)c1Cl,125,92:09200:5:Z1578758542;92:09202:2:Z1455111868;92:09202:9:Z1640952824;
c1cc2c(cn1)NCCC2,493,92:09200:5:Z4336731132;92:09200:5:Z4132718306;92:09200:5:Z4686377316;
Cc1[nH]nc2ncccc12,259,92:09200:5:Z729776150;92:09200:5:Z4236499537;92:09200:6:Z2299403636;
Cn1nc[nH]c1=O,301,92:09200:5:Z1693840285;92:09202:0:Z3314768586;92:09202:4:Z4359420103;
Cc1c(F)ccc2scnc12,64,92:09200:5:Z1402243960;92:09200:6:Z4026187250;92:09202:0:Z1590742838;
Cc1nncc2ccccc12,82,92:09200:5:Z4048998739;92:09200:6:Z2026781659;92:09200:9:Z2026782382;
Cc1cccc(Cl)c1Cl,143,92:09200:5:Z2719335732;92:09200:9:Z4210712121;92:09202:0:Z3822535633;
CC12CCOC(C1)C2,62,92:09200:5:Z4507196933;92:09200:6:Z4886941564;92:09200:6:Z4886941974;
Clc1ccc2nncn2c1,179,92:09200:5:Z3697660895;92:09200:9:Z2802366484;92:09200:9:Z3715087386;
CC1CC2CCCCN2C1,211,92:09200:5:Z3194393908;92:09200:8:Z3199534607;92:09201:2:Z3196207706;
Clc1cncc2sccc12,89,92:09200:5:Z3384617992;92:09200:5:Z4599102802;92:09201:8:Z4408116032;
c1cc2cnccn2c1,91,92:09200:5:Z4233524990;92:09201:7:Z4224041374;92:09204:3:Z4226410625;
CN1CCOCC12CCC2,222,92:09200:5:Z2815753018;92:09201:0:Z3359970932;92:09201:2:Z3575497845;
Oc1ccc2c(c1)OCCNC2,310,92:09200:5:Z2091965216;92:09201:3:Z3470842950;92:09201:5:Z2069881801;
Oc1ccc2[nH]ccc2c1,178,92:09200:5:Z3206990877;92:09200:8:Z4216156974;92:09200:9:Z3206992834;
c1ccc2c(c1)CCC1(CCNCC1)C2,68,92:09200:5:Z3077464727;92:09200:7:Z2483541471;92:09201:6:Z3554381212;
OC1CCNCC12CCOCC2,372,92:09200:5:Z3591359490;92:09200:6:Z4277980334;92:09201:8:Z3521314559;
Cn1cnc2c(F)cccc21,323,92:09200:5:Z4483814553;92:09200:9:Z3472515561;92:09201:0:Z1696301617;
O=c1ccc2cc(F)ccc2[nH]1,225,92:09200:5:Z1239803939;92:09201:0:Z1546501872;92:09201:7:Z3207455237;
O=C1CCC2CN1CCO2,117,92:09200:5:Z3644204092;92:09202:0:Z3799797285;92:09203:1:Z3568709344;
CC1OCCC1F,242,92:09200:5:Z3084887646;92:09200:8:Z3571682804;92:09202:0:Z3077345136;
c1ccc2c3c(ccc2c1)CCCCO3,69,92:09200:5:Z2859759632;92:09201:1:Z3667886251;92:09205:0:Z1371011439;
Cc1nccc(Cl)n1,105,92:09200:5:Z1309571978;92:09200:8:Z1270102960;92:09201:0:Z2506594693;
NC1CCC(F)(F)CC1,149,92:09200:5:Z4878844098;92:09201:1:Z4875875292;92:09203:7:Z4878856809;
CN1CC2(CCCCC2)CC1=O,65,92:09200:5:Z3875734397;92:09202:1:Z3875736216;92:09204:5:Z3875733239;
NC1Cc2ccccc2C1,443,92:09200:5:Z3522427934;92:09200:5:Z3522105847;92:09200:5:Z2825385519;
Clc1cnc2ccsc2c1,88,92:09200:5:Z2446346564;92:09204:0:Z3093850635;92:09206:0:Z2454944315;
C1CC2(C1)OCC1CC12,481,92:09200:5:Z3570988443;92:09200:6:Z2979303045;92:09201:1:Z2979290774;
CC12CCC(CC1)C2(C)C,171,92:09200:5:Z3467157327;92:09200:5:Z3715200822;92:09200:6:Z513741028;
O=S1(=O)C2CCCN1CC2,232,92:09200:5:Z3535758078;92:09201:0:Z3544359764;92:09201:6:Z3405210253;
Cc1cc2c([nH]1)CCCC2,130,92:09200:5:Z3440780521;92:09200:8:Z1147549636;92:09201:6:Z2708404405;
C1CNC2COCC2N1,153,92:09200:5:Z4308336314;92:09200:5:Z4421745375;92:09200:8:Z4346917745;
c1ccc2c(c1)Cc1ccccc1-2,489,92:09200:5:Z1840867897;92:09201:0:Z2618196213;92:09201:0:Z3201999704;
Cc1cc2scnc2cc1F,119,92:09200:5:Z3547369097;92:09201:6:Z3594347189;92:09202:1:Z1970965722;
CC1CC2(C1)OCCO2,109,92:09200:5:Z4481145313;92:09200:7:Z4481232297;92:09201:3:Z4481114365;
Cc1cn2c(n1)CCC(C)C2,207,92:09200:5:Z4906453810;92:09200:7:Z5055972617;92:09201:9:Z4906626300;
FC1(F)CCNC2(CCC2)C1,153,92:09200:5:Z4097491543;92:09201:4:Z4097481749;92:09201:5:Z4082149647;
Clc1ccc2c(c1)COC2,357,92:09200:5:Z4959668757;92:09200:6:Z4577430018;92:09200:7:Z4998953314;
O=c1ccc2cc(Cl)ccc2[nH]1,201,92:09200:5:Z1529590653;92:09201:0:Z2898454104;92:09201:2:Z3627920762;
Fc1ccc2c(c1)OCCNC2,232,92:09200:5:Z2827435106;92:09200:6:Z2723306685;92:09201:2:Z2723306437;
O=C1Cc2cc(F)ccc2N1,511,92:09200:5:Z4226359089;92:09200:5:Z3670297128;92:09200:5:Z3712839541;
CN1CCCC12CCC2,397,92:09200:5:Z3625432637;92:09200:6:Z3625441070;92:09200:7:Z3577579110;
O=C1NCCc2occc21,261,92:09200:5:Z3053096149;92:09201:4:Z3048806996;92:09201:4:Z3050125991;
CC1CCC2(CCN2)CC1,112,92:09200:5:Z4142202297;92:09203:4:Z4141135369;92:09203:5:Z4142480022;
O=c1cc2c(n[nH]1)CCOC2,153,92:09200:5:Z4326898271;92:09200:5:Z1233293881;92:09200:6:Z3340261941;
CC1CC2(CCCO2)CO1,317,92:09200:5:Z2876864911;92:09200:7:Z3579999072;92:09201:0:Z2872199363;
C1CC2CC1C2,446,92:09200:5:Z4466530391;92:09200:7:Z4040353340;92:09201:0:Z2209331310;
Cc1cccc2c1C(C)CC2=O,169,92:09200:5:Z4256648147;92:09200:9:Z1725324998;92:09201:5:Z352783778;
CC1CCC(O)C1,279,92:09200:5:Z4265440134;92:09200:5:Z4830637748;92:09200:8:Z4827795268;
Cc1ccc2occ(C)c2c1,407,92:09200:5:Z117268158;92:09200:7:Z2720653732;92:09201:0:Z2635840044;
CC1Cc2cccc(Cl)c2O1,153,92:09200:5:Z1232858254;92:09201:0:Z1497026339;92:09201:2:Z2208869650;
O=c1[nH]cco1,69,92:09200:5:Z4279885665;92:09202:5:Z4284011426;92:09204:6:Z4280971905;
CC1CCSC1,395,92:09200:5:Z2106848179;92:09201:2:Z2127037099;92:09201:6:Z4412782012;
Clc1cccc2c1CCNC2,623,92:09200:5:Z2449555438;92:09200:5:Z5025926871;92:09200:7:Z1517678251;
Nc1ncc2c(n1)CCCC2,238,92:09200:5:Z2433414474;92:09201:4:Z4304673960;92:09202:0:Z4302293676;
Cc1cc(=O)n(C)nc1C,380,92:09200:5:Z1211618739;92:09201:1:Z1550239118;92:09201:3:Z4344908149;
CC1CNC(C)C1,234,92:09200:5:Z2603636215;92:09200:8:Z3159888817;92:09201:2:Z1254720974;
CN1CCCNc2ccc(F)cc21,195,92:09200:5:Z4126941965;92:09200:6:Z4265187319;92:09201:7:Z4126942752;
FC1(F)CNCC2(CCC2)C1,192,92:09200:5:Z3679945717;92:09200:9:Z4639550069;92:09201:2:Z3643294809;
C1CC2(C1)CCNCCS2,218,92:09200:5:Z2352214640;92:09200:6:Z2360346941;92:09200:8:Z2347172491;
CC1(C)CC2CNCC21,150,92:09200:5:Z4025127961;92:09200:8:Z4000369004;92:09200:9:Z4012031296;
FC12CCC(CNC1)C2,442,92:09200:5:Z3820227376;92:09200:6:Z5060046029;92:09200:6:Z3907257609;
O=S1(=O)CCNCCCCCN1,234,92:09200:5:Z4934558740;92:09201:7:Z3678880187;92:09201:9:Z3605417133;
C1CC2CN(C1)CCO2,309,92:09200:5:Z4132318822;92:09201:1:Z2282628030;92:09201:4:Z2292021049;
Cn1nccc1O,813,92:09200:5:Z4908297072;92:09200:5:Z4402451028;92:09200:5:Z2638504152;
O=S1(=O)CCC2(CCCNC2)C1,278,92:09200:5:Z4251505367;92:09200:5:Z4022166464;92:09200:9:Z2278532863;
Cn1cnc2sccc2c1=O,68,92:09200:5:Z24329752;92:09201:4:Z112601004;92:09202:9:Z24330441;
c1nc2cc3c(cc2s1)OCCCO3,25,92:09200:5:Z2609944632;92:09210:0:Z2628396226;92:09213:8:Z1930903671;
N=S1(=O)CCC2(C1)OCCO2,159,92:09200:5:Z4150758674;92:09200:7:Z3495142410;92:09201:0:Z3652719670;
C1CC2(C1)CNCCN2,128,92:09200:5:Z3596315305;92:09201:6:Z3596317789;92:09201:7:Z3385154747;
CC1(C)CSCCN1,73,92:09200:5:Z1787802822;92:09200:6:Z2069335250;92:09201:2:Z1824156179;
c1ccc2c(c1)CCC1(CCCNC1)O2,96,92:09200:5:Z2719617296;92:09203:7:Z4274474522;92:09203:9:Z3576056580;
CC12CNCCC1C2(F)F,277,92:09200:5:Z4262654326;92:09200:8:Z4215429471;92:09201:1:Z4263467852;
C1CC2(C1)CCC21CCC1,113,92:09200:5:Z4590316914;92:09201:5:Z4601000689;92:09202:1:Z4580060689;
CN1CCNc2ccc(F)cc21,320,92:09200:5:Z1739009347;92:09201:3:Z4130545370;92:09201:4:Z4309202365;
O=S1(=O)CCCc2cc(F)ccc21,192,92:09200:5:Z3649125865;92:09201:1:Z2928771505;92:09201:2:Z3363486222;
CC1NCc2ccccc2NC1=O,175,92:09200:5:Z2691428678;92:09201:1:Z3783688861;92:09202:1:Z3617837754;
O=C1CNCC2(CC2)N1,301,92:09200:5:Z4153461345;92:09201:0:Z3318425090;92:09201:0:Z4771482668;
Cc1oc2ccccc2c1C,127,92:09200:5:Z3256460590;92:09201:3:Z3592973846;92:09202:7:Z1730007880;
CC1COC2(CCCC2)CN1,268,92:09200:5:Z2604510062;92:09200:6:Z2604507149;92:09200:6:Z2611087642;
CC1CC2(CCNCC2)CN1,189,92:09200:5:Z2441865419;92:09200:5:Z2386288770;92:09201:1:Z4054407814;
Fc1cccc2cncnc12,238,92:09200:5:Z2143171564;92:09200:5:Z3561867313;92:09201:1:Z2274538187;
Cc1ccc(F)cc1C,255,92:09200:5:Z3176877419;92:09200:7:Z3060892498;92:09201:0:Z5042844390;
c1ccn2c(c1)nc1sccc12,126,92:09200:5:Z2150634111;92:09200:9:Z3203262155;92:09201:7:Z1135943736;
O=S1(=O)CCNC2COCCN21,179,92:09200:5:Z3570550232;92:09201:0:Z3603571095;92:09201:1:Z4388169486;
O=c1ccc2c([nH]1)CCOC2,213,92:09200:5:Z3368655377;92:09200:7:Z2892193383;92:09201:2:Z2890844041;
Cc1cccc2ncn(C)c12,151,92:09200:5:Z2223103894;92:09200:5:Z1467025866;92:09200:6:Z3298635627;
C1CSCSC1,677,92:09200:5:Z4171886029;92:09200:8:Z2884030320;92:09201:0:Z3595782462;
Cc1cnc2c(c(C)nn2C)c1Cl,36,92:09200:5:Z3079758374;92:09200:5:Z3079097828;92:09201:8:Z2851298687;
Cc1n[nH]c(=O)c2coc(C)c12,29,92:09200:5:Z1846557464;92:09202:3:Z1732369233;92:09211:8:Z4910012421;
O=c1[nH]cnc2cn[nH]c12,29,92:09200:5:Z3799386929;92:09201:6:Z2769204422;92:09208:5:Z2769204186;
NC1CNC2(CCCOC2)C1,136,92:09200:5:Z5037851649;92:09200:9:Z3521198299;92:09201:0:Z3808093537;
Cc1c(N)cnn1C,172,92:09200:5:Z4293847636;92:09200:5:Z4293847353;92:09200:5:Z4353523066;
c1ccc2c(c1)CNCC1CCCN21,234,92:09200:5:Z4293847636;92:09200:5:Z4293847353;92:09201:6:Z2852834446;
CC1NCCc2cc(O)ccc21,320,92:09200:5:Z4271539202;92:09200:7:Z3060030821;92:09201:0:Z3175622206;
Cc1sc2[nH]cnc(=O)c2c1C,112,92:09200:5:Z2498288365;92:09202:3:Z1453930438;92:09202:4:Z3908114870;
CN1CCOCC12CNCOC2,161,92:09200:5:Z3611149814;92:09201:3:Z3611149488;92:09201:5:Z3611149382;
Cc1cc(C)n2[nH]c(=O)cc2n1,220,92:09200:5:Z2588507494;92:09200:7:Z2196589254;92:09202:7:Z2629809823;
O=S1(=O)CCC2(CCCCO2)C1,228,92:09200:5:Z1598049724;92:09200:5:Z2043565785;92:09200:6:Z2635671081;
C=C1CCNC1,26,92:09200:5:Z4223362473;92:09200:5:Z4223362471;92:09211:3:Z4453818675;
CN1CC2CCCC(CC1=O)N2,313,92:09200:5:Z3571321153;92:09200:7:Z4622968430;92:09200:8:Z3598608060;
NC1CC2CC2C1,221,92:09200:5:Z3790759906;92:09200:9:Z4061759241;92:09201:1:Z2784056168;
c1[nH]nc2c1COCC2,182,92:09200:5:Z4507982764;92:09200:6:Z3394705062;92:09200:7:Z2883886634;
CC1CCCCC1O,607,92:09200:5:Z1335551001;92:09200:6:Z1908625031;92:09200:7:Z2600524396;
Clc1cc2nccnc2cc1Cl,42,92:09200:5:Z1642763902;92:09202:2:Z1642860711;92:09209:6:Z4414597722;
Cc1cc(C)c2c(c1)NCCO2,137,92:09200:5:Z2476579145;92:09201:6:Z4132578171;92:09203:2:Z2779849527;
Cc1c(F)cc(F)cc1Cl,104,92:09200:5:Z2776804261;92:09201:1:Z3591721105;92:09201:1:Z3591721744;
CC1COCCCN1,256,92:09200:5:Z1478580640;92:09200:7:Z3298933487;92:09201:1:Z2414506861;
O=S1(=O)NCCCN1,524,92:09200:5:Z3558563637;92:09200:6:Z3907238857;92:09200:6:Z3634266323;
C1SC2CNC1C2,169,92:09200:5:Z2305102259;92:09201:2:Z2305984273;92:09201:4:Z2305999200;
CC1CCOC12CC2(F)F,225,92:09200:5:Z3323867661;92:09201:1:Z4325937254;92:09201:8:Z4304984304;
CC1CNCCN1C,90,92:09200:5:Z4229511140;92:09200:5:Z4226771394;92:09201:0:Z4224027781;
Clc1ccnc2sccc12,73,92:09200:5:Z4304014139;92:09201:0:Z4178613331;92:09203:0:Z4138160193;
CC1(C)CN=CS1,189,92:09200:5:Z3374497250;92:09202:2:Z3577130625;92:09203:0:Z1510438550;
Cn1ncnc1O,74,92:09200:5:Z4770615683;92:09202:5:Z4770217350;92:09203:0:Z4769844188;
O=C1CCNC2CCCCCN12,188,92:09200:5:Z3093048208;92:09200:8:Z3895691754;92:09201:4:Z3093048194;
Nc1nccc2c1CNCC2,120,92:09200:5:Z2692033187;92:09200:6:Z3361901765;92:09200:9:Z4304343008;
NC12CCCC(CC1)C2,186,92:09200:5:Z4923518302;92:09202:0:Z4923529877;92:09202:4:Z4923524603;
O=S1(=O)Nc2cccc3cccc1c23,105,92:09200:5:Z53769783;92:09202:4:Z91872523;92:09202:8:Z3060851914;
NC1CCCn2nccc21,186,92:09200:5:Z3142427476;92:09200:5:Z3341293343;92:09201:0:Z3808157133;
CC1(C)CNCCS1,579,92:09200:5:Z3094956268;92:09200:7:Z3164993475;92:09201:1:Z4403172378;
OC1CC2CNCc3cccnc3N2C1,276,92:09200:5:Z2651514112;92:09200:5:Z2651591558;92:09200:7:Z4274297643;
O=C1CCNC2(CCC2)C1,196,92:09200:5:Z2873279833;92:09201:0:Z4389508038;92:09203:3:Z3471721582;
CC1NCCCC1=O,212,92:09200:5:Z2962560809;92:09200:8:Z4316969210;92:09201:5:Z2917487125;
Cc1ccc2c(c1)NCNS2(=O)=O,81,92:09200:5:Z4306749764;92:09201:2:Z4307897999;92:09201:3:Z4667553704;
NC1CCCCNC1=O,209,92:09200:5:Z2382994157;92:09200:7:Z3135176705;92:09200:7:Z2381266890;
Cc1ccc2c(c1)N(C)CCN2,151,92:09200:5:Z3712291581;92:09200:5:Z4128592038;92:09200:8:Z3712295036;
C1CNCC2(C1)COCCO2,395,92:09200:5:Z3140387555;92:09200:5:Z2964230652;92:09200:5:Z2964232981;
Cc1ncc2c(n1)CCNC2,388,92:09200:5:Z2626773614;92:09200:7:Z1786112239;92:09200:8:Z1514771923;
O=C1CCCc2[nH]ccc21,247,92:09200:5:Z3667800802;92:09200:5:Z3667796498;92:09200:5:Z3671332813;
O=S1CCCC1,223,92:09200:5:Z2811326781;92:09200:5:Z1427223520;92:09200:6:Z1427629430;
Oc1cncc2ccccc12,122,92:09200:5:Z2636524002;92:09201:1:Z4055866201;92:09204:3:Z2910234991;
Cn1ccc(N)c1,117,92:09200:5:Z4206249904;92:09200:9:Z4205903653;92:09206:1:Z4214962133;
Cc1ccncc1C,375,92:09200:5:Z3612944554;92:09200:8:Z2948143020;92:09201:0:Z4368530760;
Cn1ccc2cc[nH]c(=O)c21,20,92:09200:5:Z1460314103;92:09204:0:Z1176168961;92:09204:4:Z3341103912;
Cn1nccc1N,442,92:09200:5:Z3141298732;92:09201:3:Z2924358216;92:09201:8:Z3809190752;
CN1C(C)(C)CCS1(=O)=O,200,92:09200:5:Z3605585899;92:09200:7:Z3896928962;92:09201:1:Z3573688125;
Clc1ccc2sncc2c1,74,92:09200:5:Z2966225232;92:09201:0:Z2974298919;92:09202:2:Z3571017266;
CC1CC2(CNC2)CO1,248,92:09200:5:Z3840835319;92:09201:4:Z3777792693;92:09201:5:Z3777707550;
c1cc2[nH]nnc2cn1,101,92:09200:5:Z3835566924;92:09202:2:Z4149505874;92:09204:3:Z4150230050;
Cc1cc2c(cc1C)OCCCC2,37,92:09200:5:Z4636104454;92:09205:9:Z4582272366;92:09206:9:Z2444229308;
OC1C2CCC(O2)C1O,80,92:09200:5:Z4295110847;92:09200:6:Z4286115767;92:09201:9:Z4294710847;
c1nc2c3c(ccc2[nH]1)NCCC3,97,92:09200:5:Z4107027010;92:09201:3:Z3584474431;92:09202:7:Z4294547054;
CC1(C)CNCC(C)(C)N1,198,92:09200:5:Z3696620728;92:09200:6:Z2227022345;92:09200:7:Z2908874034;
C1COCC2(C1)CC2,470,92:09200:5:Z4536786353;92:09200:7:Z4601707284;92:09200:7:Z4601695867;
C1CNCC2(CC2)CN1,137,92:09200:5:Z5058187239;92:09200:7:Z5060660783;92:09201:4:Z5058700828;
c1cc2c(s1)CCCCC2,242,92:09200:5:Z4502215262;92:09201:0:Z4351470502;92:09201:2:Z16562309;
Cn1cnc2c1c(=O)[nH]c(=O)n2C,238,92:09200:5:Z1365740080;92:09200:8:Z4137103282;92:09202:1:Z805405070;
O=C1NCCC12CCNCC2,426,92:09200:5:Z2804150150;92:09201:1:Z2804151141;92:09201:1:Z4488940368;
O=c1cc[nH]c2ccc(F)cc12,131,92:09200:5:Z3895251388;92:09200:9:Z3987774730;92:09201:3:Z4638349925;
OC1CNC2(CCC2)C1O,236,92:09200:5:Z3997187113;92:09200:7:Z4026890509;92:09201:4:Z4026884382;
Oc1ccc2ccoc2c1,98,92:09200:5:Z2960383422;92:09200:7:Z2957987142;92:09200:7:Z3056598318;
OC1CNCC(F)C1,522,92:09200:5:Z4609997275;92:09200:5:Z4609993691;92:09200:9:Z2614678423;
CN1CC2CCC1CC2,114,92:09200:5:Z3045075291;92:09200:8:Z3848476564;92:09201:6:Z5044325762;
OC1CCCC1(F)F,281,92:09200:5:Z3593706268;92:09200:8:Z3898036695;92:09202:4:Z3697414912;
FC1(F)CC2CCCC(C1)N2,190,92:09200:5:Z2715293484;92:09201:1:Z3009071134;92:09201:5:Z2481251619;
NC1CNCC(F)(F)C1,325,92:09200:5:Z4387227623;92:09200:5:Z4387141481;92:09200:5:Z4387219875;
