fragment_smiles,occurences,example_ligands
c1ccccc1,1604007,135:13500:0:Z1501159298;135:13500:0:Z2476372785;135:13500:0:Z2068636825;
O=C1CCCN1,93149,135:13500:0:Z1501159298;135:13500:0:Z3338948958;135:13500:0:Z3338926236;
C1CCNC1,382944,135:13500:0:Z1501159298;135:13500:0:Z1212591923;135:13500:0:Z2873709460;
C1CCCCC1,154015,135:13500:0:Z2476372785;135:13500:0:Z2068636825;135:13500:0:Z2622662794;
c1ncon1,153856,135:13500:0:Z2476372785;135:13500:0:Z2068636825;135:13500:0:Z3499494317;
C1CCOC1,145736,135:13500:0:Z2476372785;135:13500:0:Z2068636825;135:13500:0:Z3294623869;
Cc1ccccc1,240835,135:13500:0:Z3499494317;135:13500:0:Z2612847183;135:13500:0:Z3406114103;
c1ccoc1,91537,135:13500:0:Z3499494317;135:13500:0:Z3660754698;135:13500:0:Z3660754699;
C1COCCN1,169391,135:13500:0:Z1212591923;135:13500:0:Z4223206034;135:13500:0:Z2012106108;
C1COCCO1,7672,135:13500:0:Z4277802768;135:13500:0:Z4265532446;135:13500:0:Z2385025186;
C1NC2CNC1C2,2412,135:13500:0:Z4277802768;135:13500:0:Z3209187878;135:13500:0:Z2841163750;
Oc1cccnc1,2090,135:13500:0:Z4277802768;135:13500:1:Z3293993386;135:13500:2:Z2842506455;
c1c[nH]cn1,72858,135:13500:0:Z1952841626;135:13500:0:Z4574349009;135:13500:0:Z2909971723;
Oc1ccccc1,42543,135:13500:0:Z2718612604;135:13500:0:Z1763440539;135:13500:0:Z4009265893;
c1ccc2c(c1)CCCN2,17616,135:13500:0:Z2718612604;135:13500:0:Z4125501797;135:13500:0:Z2910059985;
c1cocn1,50801,135:13500:0:Z2699649145;135:13500:0:Z2834448801;135:13500:0:Z1321625406;
Cc1cncnc1,2147,135:13500:0:Z4223206034;135:13500:0:Z3583929239;135:13500:0:Z3712896987;
C1CNCCN1,198181,135:13500:0:Z4223206034;135:13500:0:Z1222705019;135:13500:0:Z3095293216;
C1CCNCC1,619228,135:13500:0:Z2622662794;135:13500:0:Z2012106108;135:13500:0:Z2000039403;
C1CCOCC1,178673,135:13500:0:Z1575495456;135:13500:0:Z3442644540;135:13500:0:Z1841761673;
Cc1cccc(C)c1,29699,135:13500:0:Z2708158315;135:13500:0:Z794552656;135:13500:0:Z4212053950;
Cc1cn2ccsc2n1,1105,135:13500:0:Z2708158315;135:13500:0:Z3608177863;135:13500:2:Z2311641297;
c1ccncc1,456702,135:13500:0:Z1682917528;135:13500:0:Z3319269603;135:13500:0:Z4004909049;
CN1CCNCC1,28700,135:13500:0:Z1682917528;135:13500:0:Z4246893724;135:13500:0:Z3371061506;
Cc1ccn[nH]1,38434,135:13500:0:Z4246587301;135:13500:0:Z1610636022;135:13500:0:Z4934906908;
c1cn[nH]c1,285489,135:13500:0:Z4246587301;135:13500:0:Z3095293216;135:13500:0:Z4143164918;
CN1CCCCC1,23660,135:13500:0:Z4246587301;135:13500:0:Z3520754382;135:13500:0:Z2841199305;
c1n[nH]c2c1CCCC2,8340,135:13500:0:Z2012106108;135:13500:0:Z2000039403;135:13500:0:Z4639547756;
C1CCCNCC1,28027,135:13500:0:Z3319269603;135:13500:0:Z1439296892;135:13500:0:Z3795327430;
NC1C2CCCC1CC2,149,135:13500:0:Z4003533967;135:13500:2:Z4003425768;135:13500:7:Z4002218603;
