fragment_smiles,occurences,example_ligands
CC1(C)CCNCCO1,498,8:00800:0:Z3205859549;8:00800:2:Z3091581582;8:00800:2:Z3091577633;
C1CSCN1,5283,8:00800:0:Z2959494877;8:00800:0:Z3051781942;8:00800:0:Z1731370090;
C1OCC2CC1N2,355,8:00800:0:Z2959494877;8:00800:0:Z3051781942;8:00800:5:Z2410096693;
CC1CCS(=O)(=O)C1,913,8:00800:0:Z4212935495;8:00800:0:Z4212989415;8:00800:0:Z2868593555;
C1CC2CC(C2)O1,2758,8:00800:0:Z4034765139;8:00800:0:Z4318652677;8:00800:0:Z4318461934;
C1CCCCCNCCCC1,51,8:00800:0:Z4285554745;8:00802:0:Z3518696380;8:00803:1:Z3630359780;
Cn1nc2c(cc1=O)CNCC2,125,8:00800:0:Z4342310402;8:00800:9:Z1546828681;8:00801:2:Z1942134031;
c1ncc2ncsc2n1,772,8:00800:0:Z4342310402;8:00800:0:Z4015111246;8:00800:1:Z4391664148;
O=S1(=O)NCCC12CC2,515,8:00800:0:Z3831008413;8:00800:1:Z3804840482;8:00800:1:Z4591311312;
C1CNC2CCOCC2C1,367,8:00800:0:Z4281737954;8:00800:0:Z4041055139;8:00801:1:Z2859723314;
OC1CCCC1O,986,8:00800:0:Z4518348673;8:00800:1:Z4271240748;8:00800:1:Z4263211358;
C1CC2CCC1C21CC1,200,8:00800:0:Z4518348673;8:00800:2:Z4875566009;8:00800:6:Z4508882044;
CC1COC(C)(C)OC1,337,8:00800:0:Z4908505298;8:00800:2:Z3383990251;8:00800:2:Z4909604120;
Cc1n[nH]c(=O)c2ccccc12,16,8:00800:0:Z3700996125;8:00800:0:Z3795609327;8:00803:4:Z1278723427;
CC1=NOC(C)C1,1055,8:00800:0:Z4350884515;8:00800:0:Z3790093542;8:00800:1:Z2991157295;
Fc1ccc2c(c1)CCN2,338,8:00800:0:Z2016054437;8:00800:0:Z3994935894;8:00800:0:Z2277725612;
Clc1cncs1,3332,8:00800:0:Z2016054437;8:00800:0:Z1692860647;8:00800:0:Z2266450044;
C1CCONC1,849,8:00800:0:Z3602134035;8:00800:1:Z4059595808;8:00800:1:Z3818576573;
Cc1cc2c(cc1C)OCC2,185,8:00800:0:Z4122579764;8:00801:5:Z1368810740;8:00801:5:Z1847458974;
Clc1ccccc1Cl,8713,8:00800:0:Z2712049973;8:00800:0:Z3832908178;8:00800:0:Z2998060845;
Cc1c(F)cccc1F,154,8:00800:0:Z4202540647;8:00800:7:Z4275929006;8:00801:0:Z4202540335;
Cn1ccc(=O)n(C)c1=O,996,8:00800:0:Z2306796432;8:00800:1:Z2613530184;8:00800:1:Z2615986910;
Cc1cn2ccccc2n1,1282,8:00800:0:Z1576864192;8:00800:0:Z3698771839;8:00800:0:Z3698770964;
Cc1ncc2ccsc2n1,270,8:00800:0:Z3561512688;8:00800:0:Z4391192622;8:00800:0:Z3558091144;
C1CCC2NCCNC2C1,165,8:00800:0:Z3522133670;8:00800:3:Z3522134730;8:00800:5:Z3315898598;
C1CN2CCC1C2,2435,8:00800:0:Z4491127802;8:00800:0:Z4448399699;8:00800:0:Z4489908983;
O=C1NCCNC12CC2,339,8:00800:0:Z4278929192;8:00800:1:Z4041905571;8:00800:2:Z4041908164;
Cn1nc[nH]c1=O,687,8:00800:0:Z1960968005;8:00800:0:Z2590063090;8:00800:1:Z1693880146;
C1CCC2(CC1)COC2,599,8:00800:0:Z2871309435;8:00800:2:Z5034508797;8:00800:3:Z5033358594;
Cn1nnc2c1CCCC2,972,8:00800:0:Z1921729310;8:00800:0:Z2963558200;8:00800:1:Z2192517771;
Cc1ccc(Cl)cc1C,675,8:00800:0:Z1875114265;8:00801:1:Z4062899455;8:00801:1:Z4062898405;
Clc1ccc2nccnc2c1,127,8:00800:0:Z2699653859;8:00800:0:Z2699893003;8:00801:1:Z2984258223;
C1COC2CNCC2N1,416,8:00800:0:Z2354992619;8:00800:0:Z3268502116;8:00800:2:Z2777621414;
C1CCC2(CC1)CCOCC2,216,8:00800:0:Z3294242680;8:00800:0:Z3361681585;8:00800:8:Z1615211989;
CC1CCC(=O)N(C)C1,460,8:00800:0:Z4278704480;8:00800:3:Z4278703127;8:00800:3:Z3836762390;
CC1(C)COCCC1N,149,8:00800:0:Z3797443884;8:00800:3:Z3103529980;8:00801:4:Z3139580659;
C1CC2CNCC12,8334,8:00800:0:Z3797443884;8:00800:0:Z4341817646;8:00800:0:Z4593570979;
Cc1cccn2ccnc12,1233,8:00800:0:Z2477132924;8:00800:0:Z4169928682;8:00800:0:Z4571189355;
FC1(F)C2CNCC21,741,8:00800:0:Z2477132924;8:00800:0:Z4959606133;8:00800:2:Z4346731900;
Nc1ncccc1F,24,8:00800:0:Z3506727725;8:00803:1:Z3506728035;8:00816:3:Z4082836688;
O=S1CCNCC1,1335,8:00800:0:Z1127204127;8:00800:0:Z4264509336;8:00800:2:Z1568446756;
FC12CCC(CNC1)C2,638,8:00800:0:Z3788968314;8:00800:1:Z5060129009;8:00800:4:Z3842341452;
CC1CC(C)OC(C)C1,249,8:00800:0:Z3671332519;8:00800:9:Z4664824829;8:00801:3:Z3671256573;
Cn1ncc(Cl)c1Cl,432,8:00800:0:Z3083371366;8:00800:4:Z3164790524;8:00800:6:Z5035608559;
Fc1ccc2c(Cl)n[nH]c2c1,47,8:00800:0:Z3595079311;8:00800:1:Z4508260550;8:00800:8:Z4270343296;
c1ccc2c(c1)NCCCN2,95,8:00800:0:Z4522253479;8:00801:9:Z3807619864;8:00802:3:Z4522266740;
Clc1ccc2c(c1)COC2,132,8:00800:0:Z4032728325;8:00800:6:Z4998950114;8:00801:2:Z4998933751;
Nc1nnc[nH]1,345,8:00800:0:Z4169413806;8:00800:3:Z1263983130;8:00800:8:Z4169418337;
C1CC2CC1C2,2074,8:00800:0:Z4403506070;8:00800:0:Z4487923262;8:00800:0:Z5023657098;
CN1CCCc2ccccc21,597,8:00800:0:Z3607775380;8:00800:1:Z3522633705;8:00800:2:Z3132713783;
c1cnc2c(c1)COC2,273,8:00800:0:Z4423807816;8:00800:6:Z4423745973;8:00801:3:Z4419292213;
C1CNCC2(C1)CC2,1800,8:00800:0:Z5018266569;8:00800:0:Z2828401805;8:00800:1:Z5059955099;
FC1(F)CCC2CC21,1803,8:00800:0:Z5060031598;8:00800:0:Z3843064547;8:00800:1:Z3875258527;
O=S1(=O)CCCCC1,7416,8:00800:0:Z1518159688;8:00800:0:Z4995621103;8:00800:0:Z4271535070;
C1=Cc2ccccc2CC1,467,8:00800:0:Z3089632639;8:00800:1:Z3579799439;8:00800:4:Z1873647691;
Clc1ccc2nccn2c1,593,8:00800:0:Z3635162932;8:00800:3:Z105410984;8:00800:4:Z1857547009;
c1cc2c(s1)CCC2,1161,8:00800:0:Z1803988987;8:00800:3:Z1010217866;8:00800:3:Z1609736826;
Clc1cc(Cl)sn1,309,8:00800:0:Z4285302287;8:00801:4:Z4285414988;8:00801:7:Z4251142357;
c1cnon1,1206,8:00800:0:Z2600237004;8:00800:1:Z2600507713;8:00800:1:Z3474780271;
C1CC2CCNC2CN1,625,8:00800:0:Z3135733297;8:00800:0:Z3501318128;8:00800:1:Z2827321597;
Cc1ccoc1,10525,8:00800:0:Z4385414067;8:00800:0:Z3806426308;8:00800:0:Z2646301112;
C1CC2CCCN2C1,1097,8:00800:0:Z4324380650;8:00800:0:Z4962179953;8:00800:0:Z4294429295;
c1cnc2nccn2c1,2224,8:00800:0:Z4231857732;8:00800:0:Z3537585222;8:00800:1:Z1430173585;
ClC1=CCOCC1,456,8:00800:0:Z4296385431;8:00800:3:Z4286672797;8:00800:5:Z4295231652;
CC1(F)CCCNC1,644,8:00800:0:Z3511399670;8:00800:5:Z2282547152;8:00800:5:Z2282553368;
Cc1ccc(O)cn1,1073,8:00800:0:Z4290354103;8:00800:0:Z4294792026;8:00800:0:Z4294424189;
OC1CCCCCC1O,226,8:00800:0:Z3204777328;8:00800:4:Z4608686036;8:00800:5:Z3204769026;
OC1CCCC1(F)F,666,8:00800:0:Z4003693670;8:00800:0:Z3592670085;8:00800:1:Z4023126704;
C1CC2COCCN2C1,947,8:00800:0:Z2767824892;8:00800:2:Z953556706;8:00800:3:Z4457755455;
Cn1cncc1Cl,3443,8:00800:0:Z4101124824;8:00800:1:Z3783677276;8:00800:2:Z2898415452;
CC1CCNCC1(C)C,368,8:00800:0:Z1675406438;8:00800:0:Z2483096127;8:00800:2:Z3196015270;
Cn1ccc(N)n1,931,8:00800:0:Z4709050697;8:00800:0:Z4082207913;8:00800:4:Z4284634491;
C1NCC2CC12,17542,8:00800:0:Z4076633566;8:00800:0:Z4295732889;8:00800:0:Z3999859513;
c1cnc2c(c1)CCC2,3437,8:00800:0:Z3998653434;8:00800:0:Z2276699557;8:00800:0:Z3537777643;
C1CC2CCCN(C1)C2,402,8:00800:0:Z2892757288;8:00800:1:Z3203573173;8:00800:6:Z3593947125;
Cc1nc2ccccc2o1,1318,8:00800:0:Z3503652643;8:00800:0:Z3514291221;8:00800:3:Z1302577887;
Fc1cc[nH]c1,612,8:00800:0:Z2221662512;8:00800:5:Z3007796721;8:00800:9:Z2223418827;
Cc1ccnnc1,2618,8:00800:0:Z4483988208;8:00800:0:Z1739821898;8:00800:1:Z4448195414;
c1nc2n(n1)CCCC2,1715,8:00800:0:Z3299327777;8:00800:0:Z3369335531;8:00800:1:Z2234072112;
CC1CCCCO1,7996,8:00800:0:Z2877073326;8:00800:0:Z2846726976;8:00800:0:Z4385841965;
c1ncc2[nH]ccc2n1,233,8:00800:0:Z4228626781;8:00801:1:Z4342277433;8:00801:2:Z4342389995;
C1CCC2NCC2C1,621,8:00800:0:Z4228626781;8:00800:1:Z2633232532;8:00800:5:Z2616430738;
C1CCC2(C1)CCCO2,2219,8:00800:0:Z4042621497;8:00800:0:Z3681274937;8:00800:0:Z3681275769;
C1CCC2(CCC2)SC1,490,8:00800:0:Z4042621497;8:00800:5:Z4116990371;8:00800:7:Z3046456303;
CC1(F)CCCCNC1,387,8:00800:0:Z2297824857;8:00800:1:Z2297830609;8:00800:8:Z3356371741;
c1ccc2c(c1)CCOC2,5510,8:00800:0:Z2297824857;8:00800:0:Z3366749758;8:00800:0:Z2991605318;
Cc1ccc2c(c1)CNCC2,279,8:00800:0:Z4292684262;8:00800:8:Z2950891033;8:00801:4:Z2602718973;
CC1CNCC(=O)C1,300,8:00800:0:Z4124549832;8:00800:0:Z3060324795;8:00800:4:Z3619127600;
CC1CCCNCC1,1296,8:00800:0:Z3838281831;8:00800:0:Z4284033325;8:00800:1:Z2212385494;
O=S1(=O)CC2CC1CN2,484,8:00800:0:Z2299571394;8:00800:3:Z3344967744;8:00800:3:Z2601305868;
Cc1ccccc1O,3694,8:00800:0:Z1684369008;8:00800:0:Z2284310407;8:00800:0:Z3683352176;
Cc1nc2cc[nH]c2s1,222,8:00800:0:Z3295690509;8:00800:1:Z4448502207;8:00800:1:Z3380057589;
O=C1NC2CCC1C2,464,8:00800:0:Z3136535994;8:00800:1:Z3192334503;8:00800:4:Z3672335863;
CC1(C)CNCCCO1,561,8:00800:0:Z1223117465;8:00800:1:Z4021130166;8:00800:1:Z3381456461;
c1cc2sccc2[nH]1,1081,8:00800:0:Z1958554342;8:00800:1:Z1866648321;8:00800:1:Z3504216879;
C1CNCC2(C1)CCCOC2,248,8:00800:0:Z1537623290;8:00800:1:Z2011164693;8:00800:2:Z2825570160;
CC1CCCC1C,1000,8:00800:0:Z4621536699;8:00800:1:Z4391664148;8:00800:2:Z5001562659;
Cc1ncns1,168,8:00800:0:Z4331763685;8:00800:3:Z4331762991;8:00800:6:Z3495082520;
C1CCC2(CC1)CCCCN2,220,8:00800:0:Z4156648226;8:00800:0:Z3626510375;8:00800:0:Z3520545406;
Fc1cncnc1Cl,290,8:00800:0:Z3393216942;8:00800:2:Z4191814157;8:00800:2:Z3870612354;
Cc1ccc2c(c1)CCCO2,106,8:00800:0:Z2231786495;8:00800:0:Z4351600939;8:00801:1:Z1896213101;
O=S1(=O)CC2CCN1C2,247,8:00800:0:Z4022566590;8:00800:2:Z4023096831;8:00800:5:Z4001927792;
C1CC2CSCC2C1,1324,8:00800:0:Z3649355356;8:00800:0:Z3832663686;8:00800:2:Z3708779721;
Cn1ccc2c1CCNC2,421,8:00800:0:Z4421264388;8:00800:4:Z4421370252;8:00800:5:Z4421411171;
C1CC2CNCC(C1)C2,1585,8:00800:0:Z2959691682;8:00800:0:Z2094282837;8:00800:1:Z4489063416;
Cc1ccc2nsnc2c1,229,8:00800:0:Z2037160975;8:00800:5:Z3603723943;8:00800:9:Z3611340649;
O=C1CNCC2(CC2)N1,553,8:00800:0:Z3612075219;8:00800:0:Z3612078894;8:00800:5:Z4593687610;
CC1(O)CCNCC1(C)O,394,8:00800:0:Z4427485402;8:00800:6:Z4456161976;8:00800:9:Z4478386684;
C1CCC2(C1)CCC2,3914,8:00800:0:Z3856172509;8:00800:0:Z1282298801;8:00800:1:Z2920875573;
Cc1nc2ccccn2n1,833,8:00800:0:Z4398765386;8:00800:2:Z4398626260;8:00800:3:Z2829933300;
C1COC2(C1)CC2,993,8:00800:0:Z4398765386;8:00800:0:Z3804160966;8:00800:0:Z3656794388;
CC1CCCCN1C,2103,8:00800:0:Z1653235535;8:00800:0:Z1920476342;8:00800:1:Z3937808482;
C1CC12CNC2,1141,8:00800:0:Z3373478690;8:00800:1:Z3373479511;8:00800:1:Z4116966953;
Cn1cn[nH]c1=O,1884,8:00800:0:Z3827874137;8:00800:1:Z3366096779;8:00800:2:Z1961258760;
CC1CCOC1C,1244,8:00800:0:Z1650866639;8:00800:0:Z2232611333;8:00800:1:Z1728203212;
Cn1cc2c(n1)CCCC2,1878,8:00800:0:Z4181813222;8:00800:1:Z4128146326;8:00800:1:Z3009803142;
O=c1nccc[nH]1,763,8:00800:0:Z3339703762;8:00800:1:Z3870481772;8:00800:2:Z3164875548;
Cc1ccncc1Cl,1045,8:00800:0:Z3556425431;8:00800:0:Z2273949997;8:00800:0:Z3705767110;
CC12CC1C2,887,8:00800:0:Z2975443920;8:00800:1:Z4149720985;8:00800:4:Z2776692793;
CC1CCNC(C)C1,1102,8:00800:0:Z2680043299;8:00800:0:Z4110401706;8:00800:1:Z4292280916;
c1cc2[nH]cnc2cn1,474,8:00800:0:Z2878557931;8:00800:0:Z1539281288;8:00800:0:Z2880955505;
CC1CCCCS1,2635,8:00800:0:Z3610477265;8:00800:0:Z3538564663;8:00800:0:Z4264403499;
C1CCC2(C1)CC2,6012,8:00800:0:Z4223595762;8:00800:0:Z2707277654;8:00800:1:Z3559377179;
Cc1ccn2nc(C)cc2n1,184,8:00800:0:Z769784738;8:00800:8:Z3391536675;8:00801:4:Z3392307660;
C1COCC2(C1)CCC2,1732,8:00800:0:Z4412767001;8:00800:1:Z4351576451;8:00800:1:Z2863017273;
NC1CCCCC1,10891,8:00800:0:Z3498950690;8:00800:0:Z4054397488;8:00800:0:Z4055831844;
Cc1cc(C)sn1,1748,8:00800:0:Z2208589477;8:00800:1:Z3505278302;8:00800:3:Z3880530960;
Cc1cc2cnccn2n1,336,8:00800:0:Z3649323366;8:00800:4:Z1731328977;8:00800:9:Z1731003745;
CN1CCCNCCC1,324,8:00800:0:Z3785059772;8:00800:1:Z4218374445;8:00800:3:Z4218345682;
CC1CCCC(=O)C1,437,8:00800:0:Z3642396498;8:00800:2:Z2303175117;8:00800:3:Z3383705766;
CC1(C)COCCO1,4443,8:00800:0:Z3642396498;8:00800:0:Z4376635405;8:00800:0:Z4444688016;
NC1CCOC1,2231,8:00800:0:Z2825687024;8:00800:2:Z3830563112;8:00800:3:Z3142908955;
c1cnc2c(c1)CNCC2,736,8:00800:0:Z2825687024;8:00800:1:Z3844829720;8:00800:5:Z4194889214;
C1CCNNC1,450,8:00800:0:Z2233273618;8:00800:1:Z4061438325;8:00800:7:Z2488785842;
FC=C(F)F,25,8:00800:0:Z4236493298;8:00805:3:Z2720537752;8:00806:2:Z2720662050;
O=C1CCNCCN1,1169,8:00800:0:Z1618907030;8:00800:5:Z911143030;8:00800:8:Z4427078958;
FC1=CCNC1,822,8:00800:0:Z4477945047;8:00800:0:Z4511291182;8:00800:1:Z4419025541;
C1CC2OCCNC2CN1,533,8:00800:0:Z4205706455;8:00800:7:Z4189323764;8:00801:0:Z4189316638;
Nc1ccnc2ccnn12,96,8:00800:0:Z4490016771;8:00800:0:Z4489541013;8:00800:5:Z4485651528;
C1COCC2(COC2)N1,315,8:00800:0:Z4594849706;8:00800:8:Z4559940832;8:00801:2:Z4556432189;
CC1(C)CC=NO1,927,8:00800:0:Z3882888746;8:00800:0:Z3651291424;8:00800:0:Z4465169528;
CC1CC2CNCCN2C1=O,231,8:00800:0:Z3882187639;8:00800:0:Z3868151454;8:00800:1:Z3798053194;
c1cn2c(n1)CCCN2,464,8:00800:0:Z4325221505;8:00800:0:Z4278720992;8:00800:1:Z4317581247;
Cn1ncc2c1CCCC2,1370,8:00800:0:Z3363357129;8:00800:0:Z2224061751;8:00800:0:Z1692860647;
CC1(C)CCC(F)(F)CC1,384,8:00800:0:Z3363357129;8:00800:1:Z4571647595;8:00800:2:Z3395162293;
O=c1[nH]cnc2ccccc12,1105,8:00800:0:Z1103348812;8:00800:0:Z4185209721;8:00800:0:Z4185215725;
c1nnc2n1NCCC2,185,8:00800:0:Z4270725825;8:00800:5:Z4270734797;8:00801:1:Z4270771094;
Fc1cccn2ccnc12,675,8:00800:0:Z3793297233;8:00800:0:Z3940371105;8:00800:0:Z3835854080;
C1CC2(CCN1)CCN2,349,8:00800:0:Z3793297233;8:00800:1:Z3113718007;8:00800:2:Z2569856462;
FC1CCOC1,4826,8:00800:0:Z4974388453;8:00800:0:Z3795551336;8:00800:0:Z3583970482;
Cc1ccn(C)n1,11559,8:00800:0:Z4116329852;8:00800:0:Z4402365957;8:00800:0:Z2598716194;
O=S1C2CCNCC1CC2,309,8:00800:0:Z2720051232;8:00800:1:Z3559345081;8:00800:1:Z2720041181;
Cc1ccc(F)cc1F,1327,8:00800:0:Z3338714026;8:00800:2:Z2716837418;8:00800:2:Z4152575850;
CC1(C)CCC(C)(C)O1,1226,8:00800:0:Z2833773715;8:00800:0:Z1843686707;8:00800:1:Z4013304802;
CC1(C)CCCC(=O)C1,292,8:00800:0:Z5001455526;8:00801:1:Z5001386868;8:00801:1:Z5001287867;
Cc1ncc(C)c(C)n1,281,8:00800:0:Z1425925258;8:00800:3:Z3493676602;8:00800:3:Z2771721314;
C1CCC2(CC1)CCC2,3841,8:00800:0:Z3539418057;8:00800:0:Z3362814463;8:00800:0:Z3646058132;
CC1(C)OC2CCCC2O1,343,8:00800:0:Z2962640622;8:00800:5:Z2918706340;8:00800:5:Z3570820703;
NC1CS(=O)(=O)C2CNCC12,103,8:00800:0:Z3519380155;8:00801:9:Z4205089858;8:00802:4:Z4221693904;
Clc1ccco1,3906,8:00800:0:Z3519380155;8:00800:0:Z3581971358;8:00800:0:Z1726475500;
Cc1cc(C)cc(C)c1,1794,8:00800:0:Z3006752499;8:00800:1:Z4981870293;8:00800:1:Z2481354247;
Nc1ncco1,302,8:00800:0:Z3006752499;8:00800:2:Z3640823094;8:00800:2:Z3647955838;
CC1CNC(C)CN1,709,8:00800:0:Z2209637833;8:00800:2:Z2505143155;8:00800:3:Z2439111708;
Cc1cc2ccccc2nc1C,53,8:00800:0:Z1652260328;8:00801:4:Z4265564651;8:00801:4:Z4265572067;
CC1CCNCC1O,1434,8:00800:0:Z1652260328;8:00800:0:Z4230775456;8:00800:0:Z4226602835;
CC1CCC(O)CC1,1831,8:00800:0:Z4621626910;8:00800:0:Z3574579898;8:00800:0:Z1599298867;
CC1(C)CNCC(C)(C)C1,338,8:00800:0:Z1702329989;8:00800:2:Z4643325864;8:00800:8:Z2111191219;
Clc1ccn[nH]1,1663,8:00800:0:Z2713112554;8:00800:2:Z3799457292;8:00800:2:Z2752856053;
CC1CCc2oncc2C1,510,8:00800:0:Z4436042848;8:00800:0:Z1985634178;8:00800:0:Z4436878657;
CC1CC1C,6089,8:00800:0:Z4204882144;8:00800:0:Z4191731349;8:00800:0:Z4204080551;
c1cc2c(cn1)CCCC2,1286,8:00800:0:Z4448837683;8:00800:0:Z4448837559;8:00800:0:Z4448837685;
OC1CC2CNCC2C1,1101,8:00800:0:Z4152574560;8:00800:0:Z4172039775;8:00800:1:Z4152575276;
CC1CCCC(C)O1,2960,8:00800:0:Z4278732317;8:00800:1:Z4335748414;8:00800:1:Z4537925276;
C1COC2CC2C1,1330,8:00800:0:Z3084217098;8:00800:2:Z4234414057;8:00800:2:Z4013799730;
Cc1cc(C)c(C)o1,431,8:00800:0:Z4029389718;8:00800:2:Z431730802;8:00800:4:Z3612479619;
C1CNC2CCNC2C1,326,8:00800:0:Z4029389718;8:00800:9:Z4029421408;8:00801:0:Z4028571121;
O=S1(=O)C=CNC=C1,280,8:00800:0:Z4013384225;8:00801:0:Z4022182404;8:00801:7:Z4184216247;
O=C1CC2CCCC2N1,258,8:00800:0:Z4219835187;8:00800:8:Z4199463282;8:00801:5:Z4199457905;
Cc1cncnc1C,1805,8:00800:0:Z4646072541;8:00800:1:Z3396085039;8:00800:1:Z4646077799;
C1NC2CC3CC1C2C3,457,8:00800:0:Z2089996520;8:00800:0:Z2926671708;8:00800:2:Z2070459296;
Cc1cccc2c1CCCN2,223,8:00800:0:Z3514483750;8:00800:0:Z4002123142;8:00800:1:Z1361996820;
NC1CC2(CC2)C1,718,8:00800:0:Z3514483750;8:00800:0:Z4002123142;8:00800:0:Z4421715478;
CC1C2CNCC12,800,8:00800:0:Z4318399678;8:00800:1:Z4313491462;8:00800:2:Z4313496362;
C1CCC2OCCNC2C1,404,8:00800:0:Z2948125546;8:00800:3:Z2612058689;8:00800:5:Z2800715124;
Cc1cccc2c1NCC2,240,8:00800:0:Z839979264;8:00800:2:Z850782970;8:00800:3:Z1190030587;
Nc1nccc(Cl)n1,452,8:00800:0:Z1699347192;8:00800:0:Z2852327030;8:00800:3:Z1401245575;
C1CC2CCC1CN2,3035,8:00800:0:Z4448367536;8:00800:1:Z4169132760;8:00800:2:Z3511343295;
Clc1cnns1,595,8:00800:0:Z707053414;8:00800:0:Z113264060;8:00800:4:Z2330539790;
C1NCC2CC1C2,1361,8:00800:0:Z4592826139;8:00800:1:Z4603082210;8:00800:1:Z4142375628;
CC1CNc2ccccc2O1,203,8:00800:0:Z2221116281;8:00800:0:Z1625448014;8:00800:4:Z1882468902;
Clc1cccnn1,1178,8:00800:0:Z3825274680;8:00800:0:Z3681525676;8:00800:0:Z3825274522;
c1cnc2c(c1)CNC2,664,8:00800:0:Z3313799180;8:00800:0:Z4447868916;8:00800:1:Z4448045581;
Cc1cc(N)[nH]n1,335,8:00800:0:Z4104131459;8:00800:1:Z4106317605;8:00800:6:Z1419857436;
NC1CCC(F)(F)C1,429,8:00800:0:Z4878788576;8:00800:4:Z4878789439;8:00801:4:Z4878767889;
Cc1cc(C)c2[nH]ccc2c1,56,8:00800:0:Z3298139895;8:00801:3:Z3356552725;8:00805:0:Z3356420333;
CC1(O)CCNC1,950,8:00800:0:Z3298139895;8:00800:0:Z4886667981;8:00800:1:Z1376550769;
c1ccc2c3c(oc2c1)CCNC3,47,8:00800:0:Z3520073407;8:00804:0:Z3637172139;8:00805:7:Z3441302822;
Cc1cnc(C)s1,2938,8:00800:0:Z1539281288;8:00800:0:Z5006021770;8:00800:1:Z1554827562;
C1SC2CNC1C2,698,8:00800:0:Z2313582068;8:00800:1:Z4292145645;8:00800:1:Z2790223102;
CC1CNCC(C)O1,5521,8:00800:0:Z559871086;8:00800:0:Z1607628426;8:00800:2:Z3621378309;
O=S1(=O)CCCC1,10877,8:00800:0:Z4025923738;8:00800:0:Z2302999562;8:00800:0:Z3881340593;
c1cc2occc2cn1,1398,8:00800:0:Z4475028025;8:00800:1:Z4217613896;8:00800:2:Z4914547523;
OC1CC2(CCC2)C1,1206,8:00800:0:Z4293648856;8:00800:0:Z3805188311;8:00800:0:Z3711903022;
Cn1cnc2cncnc21,780,8:00800:0:Z3829882917;8:00800:0:Z4886667981;8:00800:2:Z3828950021;
OC1CC2CCCC(C1)N2,344,8:00800:0:Z3615104062;8:00800:1:Z3615103565;8:00800:4:Z4079907611;
Cc1nc2cccnc2[nH]1,390,8:00800:0:Z4638530384;8:00800:3:Z1973775394;8:00800:5:Z2963245076;
O=c1[nH]c2ccccc2o1,1871,8:00800:0:Z1823994597;8:00800:0:Z816131558;8:00800:0:Z2101529416;
OC1CCCCC1O,655,8:00800:0:Z4402365957;8:00800:0:Z4475222504;8:00800:7:Z4008272733;
CC1CC2CC12,1487,8:00800:0:Z3713698286;8:00800:0:Z4959515799;8:00800:0:Z4959516091;
CC1CC2CCC1C2,918,8:00800:0:Z3949848138;8:00800:0:Z2715720576;8:00800:2:Z4213666958;
c1[nH]nc2c1COCC2,174,8:00800:0:Z3949848138;8:00800:4:Z2883893771;8:00801:1:Z3641721273;
Cn1cc2c(n1)CCSC2,393,8:00800:0:Z2852889266;8:00800:0:Z2876653692;8:00800:3:Z2872811557;
Clc1ccc2c(c1)CCCO2,334,8:00800:0:Z4192069140;8:00800:9:Z4053755249;8:00800:9:Z4053511591;
Cc1[nH]ncc1Cl,615,8:00800:0:Z3831807546;8:00800:1:Z3538061112;8:00800:3:Z3504122868;
OC1CNCCC1F,724,8:00800:0:Z3186942058;8:00800:1:Z4312228921;8:00800:2:Z3318303733;
c1onc2c1CNCC2,519,8:00800:0:Z2915661287;8:00800:3:Z4170522408;8:00800:3:Z2691799007;
C1CCC2(CCNCC2)OC1,497,8:00800:0:Z2877892225;8:00800:2:Z3346754752;8:00800:6:Z2843153558;
O=c1[nH]cnc2[nH]ncc12,165,8:00800:0:Z2832880609;8:00800:3:Z2274409514;8:00800:3:Z2701241457;
O=S1(=O)CC2CCCC2C1,399,8:00800:0:Z4466147523;8:00800:2:Z4876193140;8:00800:2:Z4142828401;
CC1CCNCCN1,826,8:00800:0:Z4028849715;8:00800:2:Z2689741458;8:00800:7:Z3385181832;
O=C1CCCCC2CCCN12,112,8:00800:0:Z4028849715;8:00800:1:Z3536628047;8:00801:1:Z3535339737;
Fc1ccncn1,454,8:00800:0:Z2611956209;8:00800:1:Z2612231069;8:00800:2:Z2612112828;
Cc1[nH]c2ncncc2c1C,114,8:00800:0:Z2433928315;8:00800:9:Z2433964049;8:00801:1:Z2433842965;
NC1CCC(O)C1,922,8:00800:0:Z4056420980;8:00800:2:Z3794644670;8:00800:2:Z4422389997;
O=c1[nH]cnc2ccsc12,308,8:00800:0:Z2067069347;8:00800:0:Z804332696;8:00800:1:Z1026969014;
O=C1CCC1,4698,8:00800:0:Z3633956570;8:00800:0:Z3633964479;8:00800:0:Z4202369958;
FC1(F)CNC1,894,8:00800:0:Z3668771271;8:00800:1:Z4277376859;8:00800:2:Z2121272367;
CC1CCc2nccn2C1,354,8:00800:0:Z4138356260;8:00800:3:Z4467642620;8:00800:3:Z4138584710;
CC1(C)CN=CNC1,93,8:00800:0:Z3861867291;8:00800:1:Z3861865798;8:00800:3:Z5019736019;
Cc1nc2ccccc2n1C,308,8:00800:0:Z1952796876;8:00800:8:Z2884770897;8:00800:8:Z2284156482;
CC1CCC(O)CN1,2915,8:00800:0:Z4910519272;8:00800:0:Z4910519564;8:00800:0:Z4910501857;
NC1CCc2ccccc21,585,8:00800:0:Z4910519272;8:00800:0:Z4910519564;8:00800:0:Z4910501857;
Cc1cccc2cncn12,168,8:00800:0:Z1940817747;8:00800:2:Z4013799730;8:00800:9:Z4078291853;
C1CNC2CCCNC2C1,305,8:00800:0:Z4112205238;8:00800:1:Z3550355989;8:00800:3:Z2445123049;
