fragment_smiles,occurences,example_ligands
Oc1ccnc2ncnn12,65,8:00800:8:Z4769363519;8:00800:9:Z3656071779;8:00801:5:Z4770681303;
CC1Nc2ncccc2NC1=O,21,8:00800:8:Z4125993394;8:00800:9:Z4125987406;8:00816:9:Z3494437462;
O=C1Cc2cccc3c2N1CCC3,15,8:00800:8:Z4204076806;8:00800:8:Z4204103315;8:00803:0:Z2466254817;
CC1NCc2ccccc2NC1=O,43,8:00800:8:Z2691442357;8:00800:8:Z2691445865;8:00801:2:Z2691506468;
CC1CNC2(CC2)C(=O)N1,285,8:00800:8:Z4352666604;8:00801:1:Z4394373206;8:00801:3:Z4296947103;
C1CCC2(C1)CC1CCOC12,153,8:00800:8:Z1515125478;8:00800:9:Z4080769268;8:00800:9:Z3781154001;
O=S1(=O)NCC2CNCCN21,230,8:00800:8:Z2977104742;8:00801:1:Z4174241096;8:00801:3:Z3136626348;
c1nnc2n1CCOCC2,87,8:00800:8:Z2523796588;8:00801:5:Z3062200825;8:00801:7:Z3062179989;
CC1CNCCc2ccccc21,153,8:00800:8:Z3817448290;8:00800:9:Z3352282822;8:00801:4:Z2225801890;
O=C1CCC2=C(CCNC2)N1,244,8:00800:8:Z2642931396;8:00801:3:Z4477814749;8:00804:0:Z2642930932;
CC1CC2(CCC2)CO1,489,8:00800:8:Z3369253313;8:00800:8:Z2925859922;8:00801:5:Z2927369214;
C1CC2(CCN1)OCC1CC12,200,8:00800:8:Z3842079331;8:00801:7:Z5045350874;8:00801:8:Z3879149406;
O=C1CSc2ncncc2N1,238,8:00800:8:Z4230413498;8:00801:2:Z3293190232;8:00801:2:Z4222987810;
c1cc2sccn2c1,212,8:00800:8:Z3614894453;8:00801:1:Z3602388011;8:00801:3:Z3577574088;
O=c1[nH]ncc2ccoc12,3,8:00800:8:Z4122238160;8:00874:4:Z2789923570;8:00898:1:Z2790119447;
CC1NCCC1N,348,8:00800:8:Z3144600720;8:00800:9:Z4055363791;8:00800:9:Z3144575979;
Oc1ccnc2ccnn12,73,8:00800:8:Z3714117876;8:00801:0:Z3653454994;8:00801:2:Z3640506144;
O=C1CCS(=O)(=O)N1,13,8:00800:8:Z2478302780;8:00804:2:Z2478297791;8:00816:8:Z2478301725;
Fc1ccc2c(c1)CCCS2,155,8:00800:8:Z2504864700;8:00800:9:Z3045595986;8:00801:0:Z2796137420;
Clc1csc2ccccc12,330,8:00800:8:Z57376896;8:00800:9:Z2352228056;8:00801:2:Z3140868785;
C1CC2(CCN1)CCSCC2,230,8:00800:8:Z3313460978;8:00801:9:Z2838623935;8:00801:9:Z4215502570;
CC1(C)CNCCc2ccccc21,41,8:00800:8:Z2606323831;8:00803:7:Z2602367142;8:00804:3:Z2960776298;
Cn1ncnc1N,88,8:00800:8:Z4217278632;8:00801:2:Z3599511520;8:00801:2:Z4275609176;
C1CNCC2(C1)OCC1CC12,221,8:00800:8:Z4210266050;8:00800:9:Z3624307526;8:00801:6:Z3519681192;
NC12CCCC(C1)C2,297,8:00800:8:Z2826058325;8:00800:9:Z3699710076;8:00800:9:Z2825074527;
O=S1(=O)CCCNCC1,788,8:00800:8:Z1672543988;8:00800:8:Z2255787886;8:00801:1:Z2770212619;
CC1(C)CC2(CCC2)CO1,272,8:00800:8:Z2978261287;8:00801:5:Z2965455227;8:00801:9:Z2978821224;
Nc1ccc(Cl)cn1,337,8:00800:8:Z2437701836;8:00801:5:Z2972273914;8:00801:7:Z3369332926;
Cc1nn(C)c2ccccc12,98,8:00800:8:Z2188362102;8:00802:5:Z2219324753;8:00805:5:Z2188362345;
Fc1cc(Cl)cc2c1CNCC2,82,8:00800:8:Z3619134665;8:00802:2:Z3860609070;8:00802:2:Z3060350750;
CC1OCCC12CNCCO2,249,8:00800:8:Z1940811927;8:00801:5:Z1939902026;8:00801:6:Z4074090222;
C1COCC2(CCOCC2)N1,158,8:00800:8:Z3633332100;8:00801:1:Z3633343889;8:00803:5:Z3519940739;
CN1CCNc2ccc(F)cc21,85,8:00800:8:Z1698825257;8:00800:8:Z2045594182;8:00803:1:Z4484274938;
O=S1(=O)CCCC2(CCCN2)C1,97,8:00800:8:Z3518935568;8:00801:2:Z4110626036;8:00802:1:Z3627379884;
Fc1cccn2cnnc12,122,8:00800:8:Z4294416339;8:00800:9:Z4289486006;8:00800:9:Z4289487428;
O=c1ccc2c([nH]1)CCSC2,81,8:00800:8:Z4128308738;8:00806:2:Z3819706047;8:00807:7:Z4129086957;
Cc1ccc2ocnc2c1,235,8:00800:8:Z4231382674;8:00801:5:Z2368340302;8:00802:4:Z3814970924;
FC1(F)CCCCNCC1,163,8:00800:8:Z5017810309;8:00802:4:Z4765676075;8:00803:1:Z5017808593;
Cc1ccc(C)c2c1CCCO2,133,8:00800:8:Z3366252663;8:00800:8:Z3366251719;8:00801:7:Z3200619297;
O=S1(=O)CCC12CCOCC2,142,8:00800:8:Z3342768617;8:00805:0:Z3611380190;8:00805:1:Z3611381291;
NC1CC2CCC1CC2,340,8:00800:8:Z4910689835;8:00800:8:Z4910688401;8:00801:4:Z4910686491;
Cn1c(=O)sc2ccccc21,251,8:00800:8:Z2774749844;8:00801:0:Z2829847054;8:00801:0:Z2829965841;
OC1COC2(CNC2)CC1O,123,8:00800:8:Z4482775549;8:00801:4:Z4478140945;8:00802:8:Z4457367058;
CC1CNC(C)(C)C(=O)N1,225,8:00800:8:Z4232391986;8:00801:7:Z4196293465;8:00802:3:Z4196282918;
CC1NCCn2ccnc21,316,8:00800:8:Z3320482472;8:00801:1:Z3591109567;8:00801:8:Z3591115036;
OC1COc2ccccc2C1,224,8:00800:8:Z3625545230;8:00800:8:Z3625551598;8:00800:9:Z3683360278;
O=C1CCCc2occc21,134,8:00800:8:Z3642444712;8:00801:8:Z3876264980;8:00801:9:Z2288159984;
FC12CCOCC1CNC2,147,8:00800:8:Z4000535399;8:00801:9:Z4065846160;8:00803:0:Z4063725779;
Fc1cccnn1,77,8:00800:8:Z2676797340;8:00801:2:Z2676795755;8:00802:2:Z4666609119;
Clc1cnc2n1CCCC2,205,8:00800:8:Z2957081040;8:00801:1:Z2923937264;8:00801:2:Z2948100782;
C=C1COC1,64,8:00800:8:Z4169267314;8:00804:7:Z4169267831;8:00804:7:Z4169267812;
Cn1ccsc1=N,270,8:00800:8:Z286801432;8:00801:8:Z2142689196;8:00801:8:Z4503063094;
CC1CC(O)CC(C)N1,145,8:00800:8:Z4194147875;8:00800:8:Z1824118840;8:00802:9:Z4194143264;
Clc1cc(Cl)c2c(c1)CCC2,162,8:00800:8:Z3781060112;8:00803:2:Z1583062507;8:00803:7:Z4446327155;
Cc1ccc2[nH]ncc2c1,395,8:00800:8:Z4124617257;8:00801:3:Z3532375181;8:00802:2:Z4123493372;
O=S1(=O)NCNc2ccccc21,59,8:00800:8:Z4236606289;8:00800:8:Z4236606199;8:00800:8:Z4236593805;
Cc1nn2ccnc2s1,200,8:00800:8:Z3711985313;8:00801:4:Z3352329945;8:00801:6:Z3354816710;
Cc1cnc(C)n1C,136,8:00800:8:Z4455192058;8:00801:4:Z4455124608;8:00803:0:Z4455268577;
c1cc2c(cn1)OCCNC2,87,8:00800:8:Z1713393324;8:00803:2:Z1645649147;8:00803:6:Z1645645085;
Cn1nc2ccccc2n1,50,8:00800:8:Z3821722160;8:00802:4:Z3620027377;8:00803:4:Z3402401505;
c1cn2cncc2s1,481,8:00800:8:Z3512931446;8:00800:8:Z3607305301;8:00801:2:Z2454214688;
Clc1cc2[nH]ccc2s1,234,8:00800:8:Z3856303397;8:00800:8:Z3713671890;8:00800:8:Z3856289197;
C1CC23CNCC2(C1)CNC3,95,8:00800:8:Z3256595999;8:00802:9:Z4205015128;8:00804:2:Z3365842415;
Clc1ncc2c(n1)CCOC2,127,8:00800:8:Z3560113448;8:00800:8:Z3558652672;8:00801:1:Z3556367395;
Fc1cc(F)c2[nH]ccc2c1,56,8:00800:8:Z3828931134;8:00803:5:Z3857015398;8:00804:8:Z3836032585;
CC1CSc2ccccc2C1,34,8:00800:8:Z1452545652;8:00808:0:Z4888548625;8:00814:7:Z2286308707;
O=C1CC2CCC2N1,128,8:00800:8:Z3384807057;8:00800:9:Z4147802445;8:00801:0:Z3384809324;
CC1CCNCCC1(F)F,324,8:00800:8:Z4271724251;8:00801:6:Z3520562879;8:00801:6:Z3520562860;
C1CCC2CCNC2CC1,166,8:00800:8:Z4315477571;8:00800:9:Z3390769171;8:00802:4:Z4055497072;
Clc1ccc2c(c1)CC1CC21,152,8:00800:8:Z3575401998;8:00801:9:Z2706772180;8:00802:0:Z2708240844;
O=c1[nH][nH]c(=O)[nH]1,146,8:00800:8:Z2892455014;8:00801:9:Z2907794744;8:00803:9:Z2893054967;
C1NCC2CC1N2,337,8:00800:8:Z4185246177;8:00801:2:Z3824896189;8:00801:4:Z4169617626;
CC1(C)CCc2nc[nH]c2C1,75,8:00800:8:Z4254175082;8:00801:2:Z4258161336;8:00802:0:Z4251808322;
Cc1ccc(C)c(F)c1,300,8:00800:8:Z2839354497;8:00800:9:Z1893038704;8:00801:1:Z3890070627;
Cn1ccc2cncnc21,202,8:00800:8:Z4026186954;8:00801:0:Z4026554626;8:00801:0:Z4026554748;
OC1C2CNCC1C2,405,8:00800:8:Z3317741171;8:00801:0:Z3206629180;8:00801:6:Z3619524153;
NC1CCCC2CC12,252,8:00800:8:Z3549499398;8:00800:8:Z3519307560;8:00801:1:Z3549604785;
CN1CC2CCCNC2C1,292,8:00800:8:Z2408099231;8:00801:0:Z2408103540;8:00801:4:Z2416026461;
CN1CCCC12CCNC2,300,8:00800:8:Z4311942598;8:00800:9:Z3366461157;8:00801:3:Z4350519297;
O=C1NCCc2cncn21,90,8:00800:8:Z3184084270;8:00801:6:Z3201089417;8:00808:2:Z3192224223;
CN1CCNC(=O)C12CCNCC2,54,8:00800:8:Z4449777462;8:00805:4:Z4451764370;8:00813:0:Z4483585048;
Oc1ccc2c(c1)CNCCC2,131,8:00800:8:Z3833030627;8:00801:2:Z3881157622;8:00801:5:Z4204305826;
Cc1nc2n(n1)CCCC2,510,8:00800:8:Z1582904727;8:00800:8:Z3778031879;8:00801:2:Z3075935865;
Cc1cccn2cccc12,130,8:00800:8:Z2946387534;8:00801:8:Z2959885845;8:00802:7:Z2955485684;
CC1(C)CSCCN1,350,8:00800:8:Z1786371647;8:00800:8:Z2296289675;8:00801:1:Z1787819168;
OC1CCNC12CCSC2,292,8:00800:8:Z3516260460;8:00800:9:Z2599637078;8:00801:2:Z2599637804;
O=c1[nH]ncn2ccnc12,19,8:00800:8:Z4445961806;8:00804:7:Z4426794841;8:00811:3:Z4426795770;
NC1CCS(=O)(=O)C1,259,8:00800:8:Z3828988254;8:00800:9:Z3132191314;8:00800:9:Z3795485718;
Fc1ccc2sccc2c1F,36,8:00800:8:Z4540668857;8:00804:9:Z4609037441;8:00804:9:Z4609037468;
c1ccc2c(c1)NCCS2,247,8:00800:8:Z3173315384;8:00801:2:Z18828889;8:00801:3:Z1585153263;
FC1(F)C2C3CCC(C3)C21,91,8:00800:8:Z4009232785;8:00801:1:Z3434432433;8:00801:5:Z3574658783;
O=c1[nH]ncc2cccnc12,20,8:00800:8:Z2982134052;8:00803:7:Z1271605306;8:00805:3:Z1241091071;
c1cnc2c(c1)CCCO2,345,8:00800:8:Z2687617769;8:00801:1:Z3580105167;8:00801:2:Z4478118256;
O=S1(=O)CCC2CNCC2C1,197,8:00800:8:Z4436899871;8:00801:6:Z3315032581;8:00801:8:Z3078107601;
c1ccc2c(c1)ncc1nnnn12,47,8:00800:8:Z2967454226;8:00804:0:Z2967447148;8:00806:6:Z3870568032;
CC1CNCc2nncn21,319,8:00800:8:Z5048914550;8:00802:2:Z5041855575;8:00802:6:Z5041859133;
Clc1coc2ccccc12,187,8:00800:8:Z3653590441;8:00801:9:Z4595176961;8:00801:9:Z2453607959;
Cc1ccc2c(c1C)OCC2,102,8:00800:8:Z3080680942;8:00803:0:Z1348386006;8:00803:5:Z1875240525;
Nc1noc2ccccc12,64,8:00800:8:Z3391237323;8:00801:1:Z3807198882;8:00804:2:Z4579690713;
Cc1cc(C)n2ncnc2n1,258,8:00800:8:Z1815256842;8:00801:1:Z1287039779;8:00801:7:Z4471038165;
Cc1cc2ncccc2[nH]1,259,8:00800:8:Z4875819418;8:00802:0:Z4210904278;8:00802:8:Z4232268324;
C1CC2CCC1CNC2,188,8:00800:8:Z3820709609;8:00801:4:Z3833513960;8:00801:8:Z3806898059;
C1CC2(C1)CC1CCC2C1,83,8:00800:8:Z3646365140;8:00801:3:Z3646366680;8:00802:4:Z3646366889;
FC1(F)CCC2(CCNCC2)C1,158,8:00800:8:Z3898740536;8:00801:8:Z4601723711;8:00802:7:Z4089452679;
c1ccc2c(c1)OCCCCO2,42,8:00800:8:Z2261794450;8:00810:3:Z4423238417;8:00813:3:Z4109936778;
Nc1ccnc2ncnn12,134,8:00800:8:Z3555739159;8:00803:4:Z4295683253;8:00803:4:Z3559416453;
Fc1cccc2nccnc12,110,8:00800:8:Z4389873662;8:00802:4:Z4389669685;8:00802:4:Z4389976414;
c1ccc2c(c1)CCCC21CC1,145,8:00800:8:Z3565644469;8:00800:9:Z3642837233;8:00803:2:Z3548978223;
Clc1cc2nccnc2cc1Cl,73,8:00800:8:Z1642703831;8:00804:3:Z1642851459;8:00805:5:Z2700653637;
O=C1CCC2(CCNCC2)N1,206,8:00800:8:Z3519307560;8:00802:2:Z3607223054;8:00802:3:Z3829527467;
CN1CCC(=O)NC2CNCCC21,53,8:00800:8:Z4194314624;8:00801:1:Z4194316347;8:00802:0:Z4200323359;
Cc1sc2ncnc(N)c2c1C,54,8:00800:9:Z2208233582;8:00813:6:Z821315938;8:00815:0:Z1579659138;
Cn1nccc(Cl)c1=O,304,8:00800:9:Z4335257677;8:00801:1:Z3560977097;8:00801:5:Z1765451848;
O=S1(=O)CCC2CCCCN21,65,8:00800:9:Z4255730219;8:00801:1:Z4252068291;8:00802:0:Z4256849918;
Cc1ncc(C)c(O)n1,103,8:00800:9:Z4390780893;8:00802:2:Z4390515277;8:00803:7:Z4227377783;
O=S1(=O)CCCc2cc(F)ccc21,36,8:00800:9:Z2504789395;8:00804:6:Z4028684230;8:00822:0:Z2995917961;
CC1CS(=O)(=O)CCCN1,294,8:00800:9:Z2919435424;8:00801:1:Z2955143380;8:00801:4:Z4401338266;
Cc1cc(N)n(C)n1,348,8:00800:9:Z2033528070;8:00800:9:Z4181665832;8:00800:9:Z4221033318;
Cc1cnn2cccnc12,393,8:00800:9:Z3559544572;8:00801:1:Z3556033884;8:00801:5:Z3558711819;
Cn1ccc2ccc(F)cc21,14,8:00800:9:Z3860853948;8:00804:1:Z2105686578;8:00804:2:Z4021672085;
NC1CCC2CNCC12,317,8:00800:9:Z2443601397;8:00801:1:Z2393995190;8:00801:2:Z3550298716;
FC1(F)CCCCCCC1,140,8:00800:9:Z3611570240;8:00802:3:Z3611570186;8:00802:4:Z3611569562;
Nc1cc(=O)[nH]c(=O)[nH]1,23,8:00800:9:Z4029829625;8:00804:1:Z1469275142;8:00812:8:Z94821534;
FC1(F)CC12CCCNCC2,199,8:00800:9:Z3621766832;8:00801:8:Z3443320081;8:00802:1:Z3396149105;
Cc1ccc2c(C)nn(C)c2n1,111,8:00800:9:Z1153171535;8:00802:4:Z818692146;8:00802:4:Z4353206406;
C1CC2CCNC(C1)C2,126,8:00800:9:Z3142789921;8:00801:4:Z3891839664;8:00802:0:Z3776839968;
Cc1nc2cncnc2s1,226,8:00800:9:Z3392968233;8:00801:1:Z3393895731;8:00801:1:Z3559879197;
CC1CCn2nccc2N1,136,8:00800:9:Z4335774031;8:00801:6:Z4335773905;8:00803:5:Z4335766392;
O=c1[nH]cnc2c1oc1ccccc12,15,8:00800:9:Z202523320;8:00816:7:Z3799635423;8:00816:7:Z1341518589;
CC1NCCc2c(F)cc(F)cc21,39,8:00800:9:Z2438834012;8:00805:0:Z3468445438;8:00806:4:Z3791709063;
Cc1cnn2c1CCCC2,193,8:00800:9:Z3865672125;8:00800:9:Z4145175507;8:00801:1:Z4646263779;
CC1(C)CC(N)CN1,270,8:00800:9:Z3639353083;8:00800:9:Z3700127181;8:00802:8:Z3639699730;
C=C1CCOC1,101,8:00800:9:Z3656071779;8:00804:5:Z3656068551;8:00804:6:Z3656063803;
OC1CCC2(CC1)CNC2,294,8:00800:9:Z4051890241;8:00801:9:Z4069451995;8:00802:3:Z4071418844;
Cc1nc2cc(F)c(F)cc2[nH]1,10,8:00800:9:Z1952678015;8:00815:3:Z1949677365;8:00816:4:Z1949840887;
c1c2c(cc3c1CCNC3)CCCC2,15,8:00800:9:Z3321603411;8:00810:8:Z4230771895;8:00828:7:Z3395262817;
C1OC2CC3CC1C2C3,393,8:00800:9:Z2783047495;8:00801:0:Z2777433093;8:00801:4:Z4347547554;
Clc1ccc2c(c1)OCCO2,412,8:00800:9:Z5045225693;8:00802:2:Z5045235645;8:00802:6:Z5042766627;
Cn1cnc2c(F)cccc21,175,8:00800:9:Z4234462844;8:00801:2:Z2984202081;8:00801:7:Z1983401164;
Cc1c[nH]c2cc(F)cc(F)c12,26,8:00800:9:Z3552532411;8:00801:3:Z3537309091;8:00802:8:Z3471470424;
NC1C2Cc3ccccc3C12,8,8:00800:9:Z3506542219;8:00804:7:Z3777167130;8:00816:3:Z2739836429;
O=c1cccc2n1CCOC2,95,8:00800:9:Z4298346515;8:00805:4:Z4242288957;8:00805:6:Z4298345853;
CC1(C)CNCc2ccoc2C1,100,8:00800:9:Z3320443930;8:00802:1:Z3590296178;8:00802:5:Z3320445012;
c1cc2cnsc2cn1,156,8:00800:9:Z4228528100;8:00800:9:Z4228617757;8:00800:9:Z4226789138;
Clc1cccc2nsnc12,83,8:00800:9:Z3619176074;8:00801:2:Z3469987458;8:00801:4:Z3619349775;
O=C1CSC2=NCCN12,165,8:00800:9:Z4348818547;8:00800:9:Z4344917659;8:00802:1:Z4350508055;
O=c1[nH]ccc2ccc(Cl)cc12,38,8:00800:9:Z4350767739;8:00806:6:Z4351035646;8:00806:6:Z4348412397;
Clc1cccc2c1OCCC2,142,8:00800:9:Z2777159254;8:00800:9:Z2969078962;8:00802:6:Z1752498427;
c1cc2n(c1)CCNC21COC1,58,8:00800:9:Z4091892008;8:00804:2:Z4091888730;8:00805:4:Z4091893304;
CN1CC2(CNC2)C(F)(F)C1=O,85,8:00800:9:Z3394549469;8:00801:0:Z3393002858;8:00801:7:Z3589607462;
C1NCC2COCC1C2,199,8:00800:9:Z3794879485;8:00801:4:Z4308955884;8:00801:6:Z4190929867;
Cc1ccc2c(c1)CC(C)C2,134,8:00800:9:Z1627634748;8:00800:9:Z1680762046;8:00801:4:Z1620980830;
Cc1ccc2ncncc2c1,209,8:00800:9:Z3493598536;8:00801:3:Z4028551785;8:00801:3:Z2771406521;
CC1(C)COCC(=O)N1,56,8:00800:9:Z4399420933;8:00801:7:Z4399429360;8:00801:8:Z4571929439;
OC1CNc2ccccc2C1,161,8:00800:9:Z3311656364;8:00802:4:Z1928925487;8:00803:2:Z1935415742;
CC1CNCc2ccccc21,219,8:00800:9:Z3616390484;8:00802:5:Z2996324971;8:00802:7:Z3815378647;
OC12CC3CC(C1)CC(O)(C3)C2,6,8:00800:9:Z4351667378;8:00800:9:Z4351748100;8:00800:9:Z4307762723;
CN1CCNc2cc(F)ccc21,63,8:00800:9:Z4128610121;8:00802:5:Z1274988437;8:00805:0:Z1271395051;
CC1CNCC2(CCCC2)O1,218,8:00800:9:Z2434543350;8:00801:2:Z2438424457;8:00801:5:Z2434543387;
OC1CCCc2ccccc21,66,8:00800:9:Z4187985965;8:00803:9:Z3049207628;8:00804:2:Z2268854621;
Oc1ccc(Cl)c(Cl)c1,119,8:00800:9:Z4226610577;8:00804:1:Z4312387729;8:00804:1:Z4310941571;
c1ccc2c3c(sc2c1)CCCC3,8,8:00800:9:Z1904987224;8:00810:9:Z2351358841;8:00810:9:Z2286610203;
OC1C2CCC(ON2)C1O,88,8:00800:9:Z4270442194;8:00805:6:Z4270402819;8:00807:2:Z4270433633;
C1CC2(CCN1)CCOCC2,431,8:00800:9:Z3385104848;8:00801:3:Z3344945155;8:00802:1:Z3384862406;
Nc1onc2c1CNCC2,142,8:00800:9:Z3370127554;8:00801:5:Z3370117836;8:00802:1:Z3583152747;
CC1(C)CC(O)CO1,231,8:00800:9:Z4312358358;8:00801:7:Z4907266025;8:00803:1:Z4310209133;
Clc1cccc2cn[nH]c12,194,8:00800:9:Z4156548803;8:00802:1:Z4486609611;8:00802:7:Z2443769338;
NC1CCCNC1=O,136,8:00800:9:Z4145191375;8:00801:0:Z3516059261;8:00801:7:Z3807260690;
OC1CCNc2ccccc2C1O,31,8:00800:9:Z5054458961;8:00802:7:Z5060435468;8:00802:7:Z5060435464;
Fc1ccc2[nH]ccc2c1Cl,69,8:00800:9:Z2711733901;8:00804:2:Z2714176767;8:00805:9:Z2707564589;
Fc1cc(F)c2c(c1)CNCC2,130,8:00800:9:Z3309772013;8:00803:1:Z3513478416;8:00804:2:Z1460439384;
CN1CC2CCCN2C1=O,43,8:00800:9:Z2595267943;8:00803:1:Z2595267126;8:00803:4:Z2595266056;
Fc1cc2c(cc1F)NCCC2,75,8:00800:9:Z368985480;8:00801:4:Z3019687886;8:00801:4:Z2448043023;
CC1CCc2ccccc2C1,340,8:00800:9:Z3137015500;8:00801:2:Z4215635761;8:00801:4:Z4215635334;
Nc1cncs1,196,8:00800:9:Z4261324179;8:00802:0:Z4292062799;8:00803:2:Z4295848710;
O=S1(=O)CCC(F)C1,10,8:00800:9:Z4572618808;8:00811:9:Z4571098809;8:00813:5:Z4577082761;
c1ccc2snnc2c1,260,8:00800:9:Z4448180661;8:00801:0:Z4485821995;8:00801:7:Z4481095309;
Fc1ccc2nn[nH]c2c1,169,8:00800:9:Z2003751761;8:00801:0:Z2647071378;8:00801:8:Z2962072817;
CN1CCC2(CCNC2)C1,401,8:00800:9:Z3599232647;8:00801:1:Z4447855812;8:00801:4:Z3392435520;
Fc1ccnnc1,255,8:00800:9:Z4313015774;8:00801:1:Z4313335943;8:00802:5:Z4313241067;
CC1CNc2ccccc2N1,89,8:00800:9:Z4539231615;8:00801:7:Z4539233266;8:00806:1:Z4539224355;
NC1C2CCC3C(C2)C13,10,8:00800:9:Z4446365550;8:00805:8:Z4447526198;8:00818:5:Z4610783948;
FC12CC3CC(CC(C3)C1)C2,63,8:00800:9:Z1863897927;8:00801:2:Z1540259512;8:00804:1:Z2927061849;
O=c1[nH]cnc2cc(F)c(Cl)cc12,11,8:00800:9:Z4236416278;8:00802:0:Z3254847841;8:00813:0:Z4236416274;
O=c1[nH]ccn2nccc12,285,8:00800:9:Z3104704012;8:00801:0:Z4353434420;8:00801:3:Z3774566889;
C1=NCC2(CCCC2)N1,88,8:00800:9:Z3861869659;8:00801:9:Z3861875974;8:00802:1:Z3861876640;
Fc1ccc2c(c1)CNCCO2,120,8:00800:9:Z3470192082;8:00802:1:Z1908334025;8:00802:5:Z1905903656;
CN1C2CCNCC1CC2,349,8:00800:9:Z3105204749;8:00801:1:Z3451038384;8:00801:6:Z1470383625;
Clc1ccc2c(c1)CCCC2,231,8:00800:9:Z3640518102;8:00801:2:Z3781343809;8:00801:2:Z3836023600;
Oc1ccc2ccoc2c1,107,8:00800:9:Z2959391643;8:00801:7:Z3607601238;8:00803:8:Z17545430;
Oc1ccc2c(c1)OCCO2,78,8:00800:9:Z2776284196;8:00803:5:Z2776773548;8:00803:5:Z2776775108;
O=C1CN=Cc2ccc(Cl)cc2N1,3,8:00800:9:Z3307798261;8:00800:9:Z3307798284;8:00800:9:Z3307798273;
C1CCC23CNCC2(C1)COC3,147,8:00800:9:Z3948827340;8:00800:9:Z2802251147;8:00800:9:Z2648721097;
Fc1cccc2ncncc12,130,8:00800:9:Z3079567121;8:00801:7:Z2479826919;8:00801:9:Z1652302063;
c1cc2c(cn1)C1(CCNCC1)OC2,19,8:00800:9:Z4278303755;8:00812:1:Z4273354755;8:00815:4:Z4245470529;
CN=[SH](C)=O,263,8:00800:9:Z4219230594;8:00801:6:Z2840988966;8:00801:7:Z4312394471;
NC1CCCC12CNC2,178,8:00800:9:Z4210675353;8:00801:2:Z4210668916;8:00801:4:Z4210655651;
Clc1cccc2c1CNC2,261,8:00800:9:Z2187283025;8:00801:5:Z2143382370;8:00802:1:Z3550175347;
c1cnc2c(c1)C1CCC2N1,111,8:00800:9:Z1492346018;8:00801:2:Z3064901005;8:00802:4:Z4915484328;
c1cc2cn[nH]c2s1,261,8:00800:9:Z3649219180;8:00801:6:Z3555349054;8:00803:1:Z5054005979;
CN1C(=O)COc2ccccc21,214,8:00800:9:Z3985447580;8:00800:9:Z3844881752;8:00800:9:Z3851113000;
CC1CNCCc2ccc(F)cc21,74,8:00800:9:Z2642318979;8:00801:2:Z2474345406;8:00801:9:Z4079243004;
O=c1cccc2n1CCCCC2,34,8:00800:9:Z4579035449;8:00800:9:Z4562781198;8:00800:9:Z4174165568;
Cc1ccc2c(Cl)csc2c1,57,8:00800:9:Z1727107217;8:00809:6:Z2073391869;8:00810:4:Z4563088673;
Cc1n[nH]c2c(=O)[nH]cnc12,6,8:00800:9:Z4524930670;8:00803:6:Z4208983726;8:00819:3:Z4208986789;
Fc1ccc(F)c2c1CCC2,163,8:00800:9:Z2330593933;8:00801:0:Z2603766318;8:00801:1:Z1497398668;
Cc1cc(F)cc2[nH]ccc12,85,8:00800:9:Z2850985482;8:00800:9:Z2047100554;8:00800:9:Z2781539155;
CC1OC2(CCNCC2)NC1=O,126,8:00800:9:Z3041159886;8:00801:2:Z4489964475;8:00801:2:Z3041559184;
Cc1ccoc(=O)c1,216,8:00800:9:Z4274568463;8:00802:0:Z4260787602;8:00802:1:Z4267915984;
O=c1[nH]cnc2c1CNC2,208,8:00800:9:Z4576198809;8:00801:0:Z4594992994;8:00801:6:Z4513297332;
Oc1ccc2c(n1)CCCC2,47,8:00800:9:Z4229235059;8:00804:2:Z2776253662;8:00804:9:Z4256610821;
Fc1ccc(F)c2c1CCCN2,34,8:00800:9:Z2318869492;8:00801:0:Z2148097666;8:00803:5:Z1420920587;
CC1(C)CCCC1N,191,8:00800:9:Z3252441424;8:00801:6:Z3103291315;8:00802:2:Z3385873255;
O=C1NCNC12CCNCC2,129,8:00800:9:Z4272171090;8:00801:6:Z4225664961;8:00803:0:Z4225673676;
Fc1cc2c(cc1F)SCCC2,50,8:00800:9:Z1583110332;8:00802:6:Z1782530843;8:00802:6:Z1436860052;
FC1(F)CC12CCOCC2,155,8:00800:9:Z3395904612;8:00802:6:Z3395903948;8:00804:2:Z3694800562;
OC1CC2CCC(C1)C2,170,8:00800:9:Z3652119671;8:00801:1:Z4491492924;8:00801:5:Z3652098360;
Cc1ccc2c(c1)CCCC2,291,8:00800:9:Z2229735764;8:00800:9:Z2201942929;8:00800:9:Z2272582634;
Cc1cccc2c1C(C)CC2,76,8:00800:9:Z2351384551;8:00800:9:Z2444206528;8:00801:4:Z1848617974;
Oc1ccc2cccnc2n1,190,8:00800:9:Z4227979096;8:00801:3:Z4230462438;8:00801:4:Z4228309487;
Cc1sc2nn[nH]c(=O)c2c1C,27,8:00800:9:Z2446040222;8:00806:7:Z1465171881;8:00808:6:Z1465092979;
CC1(C)CC2CCCOC21,320,8:00800:9:Z4258744451;8:00801:0:Z1663494990;8:00801:0:Z1960021138;
Nc1nc2ccccc2[nH]1,97,8:00801:0:Z4292001993;8:00801:1:Z4307771719;8:00801:1:Z4307620423;
Clc1ccc2nc[nH]c2c1,199,8:00801:0:Z4108506473;8:00801:3:Z1641062046;8:00801:5:Z4108890211;
